batch_id,item_id,parent_ids,source_queue_type,mass_nominal_kg,route_material_basis,availability_class,route_decision,primary_process_id,secondary_process_ids,ready_machine_ids,blocked_machine_or_process_reason,critical_performance_requirements,simulation_import_mass_policy,confidence,flags,reasoning_brief
route_batch_03,ebf3_hv_transformer_primary_winding_set,ebf3_sectioned_hv_step_up_transformer,implemented_split_child,1.2,copper_magnet_wire,scarce_trace,earth_import,coil_winding_basic_v0,wire_copper_magnet_production_v0;coil_insulation_production_v0,labor_bot_general_v0;chemical_reactor_basic,Copper is scarce/import-heavy; coil_winding_basic_v0 requires non-Ready coil_winding_machine; winding insulation class is not proven.,"Primary winding must meet turns count, conductor ampacity, insulation class, dielectric withstand, temperature rise, fill factor, and transformer coupling.",import_nominal,high,architecture_sensitive;hv_winding;copper;blocked_winding,Copper HV transformer winding is an import-first specialty electrical item despite some placeholder KB processes.
route_batch_03,ebf3_spatter_shield_mounting_tab_set,ebf3_spatter_shielding,existing_route_as_leaf,0.15,steel_or_aluminum,local_derived,lunar_candidate_flagged,machining_basic_v0,sheet_making_from_ingot_to_metal_sheet_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Tabs must survive spatter heat exposure, maintain shield retention, avoid burrs, and keep vacuum-compatible surfaces.",sensitivity_flag,medium,thermal_spatter;shield_mount,"Simple shield tabs can be local metal parts, with thermal/spatter exposure flagged."
route_batch_03,ebf3_substrate_clamp_jaw_set,ebf3_substrate_clamp,existing_route_as_leaf,0.55,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Clamp jaws must meet gripping force, flatness, thermal stability, substrate protection, and repeatable positioning.",sensitivity_flag,medium,clamping;thermal;stiffness,"Local steel machining is plausible, but clamp contact and thermal behavior affect build quality."
route_batch_03,ebf3_tank_side_bushing_mounting_flange,ebf3_tank_side_hv_output_bushing,existing_route_as_leaf,0.3,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,electrical_feedthrough_vacuum_fabrication_v0;leak_test_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Bushing flange must meet sealing face flatness, HV creepage/clearance, oil/vacuum compatibility, grounding, and mechanical retention.",sensitivity_flag,medium,hv_bushing;vacuum_seal_interface,"The flange body can be local, but bushing sealing and HV geometry make it flagged."
route_batch_03,ebf3_thermal_isolation_standoff_washer_set,ebf3_thermal_isolation_standoffs,existing_route_as_leaf,0.06,alumina_ceramic_v0,local_derived,route_gap,ceramic_sintering_process_v0,alumina_extraction_from_highlands_v0;ceramic_powder_synthesis_v0,labor_bot_general_v0;ball_mill_v0,ceramic_sintering_process_v0 requires kiln_ceramic which is not Ready; fastener_kit_medium is only a shape proxy and does not prove ceramic washer material.,"Washer must meet thermal isolation, compressive strength, dielectric isolation if present, creep/cracking resistance, and vacuum cleanliness.",import_until_gap_resolved,medium,ceramic_standoff;thermal;blocked_sintering,Alumina washer material is plausible but the fired ceramic process route is not Ready.
route_batch_03,ebf3_positioning_motor_cable_shield_set,ebf3_vacuum_compatible_motor_cabling,existing_route_as_leaf,0.16,aluminum_or_steel_shield,local_derived,lunar_candidate_flagged,sheet_making_from_ingot_to_metal_sheet_v0,machining_basic_v0;assembly_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,,"Cable shield must meet EMI continuity, grounding termination, flex/vibration survival, voltage clearance, and vacuum-compatible surfaces.",sensitivity_flag,medium,emi_shield;motion_cable;hv_clearance,"Local sheet/metal shield material is plausible, but cable integration and shielding performance remain flagged."
route_batch_03,ebf3_positioning_signal_conductor_set,ebf3_vacuum_compatible_signal_cabling,existing_route_as_leaf,0.24,aluminum_signal_conductor,local_derived,route_gap,wire_drawing_aluminum_v0,electrical_wire_and_connectors_production_v0,labor_bot_general_v0,wire_drawing_aluminum_v0 requires non-Ready wire_drawing_die_set; copper alternative is scarce/import-heavy.,"Signal conductor must meet resistance, noise/EMI behavior, termination quality, flex life, insulation, and vacuum outgassing.",import_until_gap_resolved,medium,signal_conductor;wire_drawing_blocked;vacuum_cabling,Aluminum conductor is lunar-plausible but wire drawing and vacuum cable qualification are unresolved.
route_batch_03,ebf3_wire_feed_drive_roll_groove_profile,ebf3_wire_feed_drive_roll,existing_route_as_leaf,0.05,hardened_steel,local_derived,lunar_candidate_flagged,machining_basic_v0,heat_treat_basic_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,Heat treatment for hardened wear surface would require heat_treat_basic_v0 with non-Ready heat_treatment_furnace_v0 if high wear life is required.,"Groove profile must meet wire grip, concentricity, surface finish, wear resistance, and no wire damage.",sensitivity_flag,medium,wire_feed_wear;motion_contact,"CNC can form the profile locally, but feed traction and wear may require non-Ready hardening."
route_batch_03,ebf3_wire_feed_motor_mount_clamp_fastener_set,ebf3_wire_feed_motor_mount_clamp,existing_route_as_leaf,0.08,steel_fastener_set,local_derived,lunar_candidate_flagged,fastener_kit_small_fabrication_v0,machining_basic_v0;inspection_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,,"Clamp fasteners must maintain preload, preserve motor alignment, resist vibration loosening, and avoid galling in vacuum.",sensitivity_flag,medium,motion_mount;fastener_preload,"Ready fastener route is available, but motor mount alignment/preload is a motion-system sensitivity."
route_batch_03,ebf3_wire_feed_pressure_roll,ebf3_wire_feed_pressure_arm,existing_route_as_leaf,0.25,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,heat_treat_basic_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,Heat treatment fallback is blocked by heat_treatment_furnace_v0 if hardened pressure-roll surface is required.,"Pressure roll must meet concentricity, surface finish, grip force, wear resistance, and avoid wire contamination/damage.",sensitivity_flag,medium,wire_feed_roll;wear;motion_contact,"The roll can be CNC-machined locally, but surface/wear behavior affects feed reliability."
route_batch_03,ebf3_spool_hub,ebf3_wire_feeder,existing_route_as_leaf,0.6,steel,local_derived,lunar_candidate,machining_basic_v0,inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0,,"Spool hub must carry spool load, maintain concentricity adequate for feed, and resist loosening/wear.",local_nominal,medium,wire_spool_mechanical,A spool hub is ordinary steel hardware and fits the Ready CNC local route.
route_batch_03,ebf3_wire_feeder_base_stiffener,ebf3_wire_feeder,existing_route_as_leaf,0.4,steel,local_derived,lunar_candidate,frame_fabrication_from_raw_metal_v0,machining_basic_v0;inspection_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center,,"Base stiffener must provide stiffness, mounting fit, and low-distortion support for the wire feeder.",local_nominal,medium,structural,Simple feeder base stiffener is suitable for nominal local steel fabrication.
route_batch_03,ebf3_wire_feeder_base_plate,ebf3_wire_feeder_base,existing_route_as_leaf,1.8,steel_plate,local_derived,lunar_candidate_flagged,sheet_making_from_ingot_to_metal_sheet_v0,machining_basic_v0;inspection_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center,,"Base plate must meet flatness, stiffness, hole-pattern tolerance, vibration stability, and thermal stability.",sensitivity_flag,medium,base_plate;flatness;stiffness,KB has a Ready placeholder sheet/plate route and CNC finishing; flatness/stiffness should remain flagged.
route_batch_03,ebf3_wire_feeder_feedthrough_motor_power_pin_set,ebf3_wire_feeder_feedthrough_connector,existing_route_as_leaf,0.08,kovar_or_copper_alloy_power_pin_set,import_or_recycle,defer_import_fallback,electrical_feedthrough_vacuum_fabrication_v0,glass_to_metal_seal_kovar_fabrication_v0;leak_test_v0,labor_bot_general_v0,"Feedthrough fabrication is only a placeholder; power pins need conductor alloy, ceramic/glass seal, vacuum leak qualification, and voltage/current proof.","Motor power pins must meet current capacity, dielectric standoff, hermeticity, contact resistance, thermal expansion match, and vibration survival.",import_until_gap_resolved,low,feedthrough_pin;vacuum;power;special_alloy,This is small but critical feedthrough hardware; import-first until hermetic pin technology is modeled.
route_batch_03,ebf3_wire_feeder_gun_bracket_body,ebf3_wire_feeder_mount_to_gun_bracket,existing_route_as_leaf,0.8,steel,local_derived,lunar_candidate_flagged,machining_basic_v0,assembly_basic_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0;assembly_tools_basic,,"Gun bracket must maintain wire feeder alignment to gun, stiffness under feed loads, thermal stability, and beam-adjacent vacuum compatibility.",sensitivity_flag,medium,electron_beam_alignment;wire_feed_mount,"Local steel machining is plausible, but beam/wire alignment requirements make it flagged."
route_batch_03,ebf3_wire_spool_retention_feature_set,ebf3_wire_spool,existing_route_as_leaf,0.1,steel,local_derived,lunar_candidate,machining_basic_v0,fastener_kit_small_fabrication_v0;inspection_basic_v0,multi_axis_cnc_machining_center;labor_bot_general_v0;assembly_tools_basic,,"Retention feature must hold spool axially, resist vibration loosening, and allow service without galling.",local_nominal,medium,wire_spool_mechanical,Simple steel retention hardware can be locally machined or produced from local fastener route.
route_batch_03,ebf3_z_axis_counterbalance_metal_spring_element,ebf3_z_axis_counterbalance_force_element,implemented_split_child,0.35,spring_steel,local_derived,route_gap,heat_treat_basic_v0,machining_basic_v0;inspection_basic_v0,labor_bot_general_v0;multi_axis_cnc_machining_center,heat_treat_basic_v0 requires heat_treatment_furnace_v0 which audit marks machine_audit_no_capabilities; fatigue testing route is not proven.,"Counterbalance spring must meet force-deflection curve, fatigue life, creep/relaxation, thermal stability, safety margin, and vacuum/galling compatibility.",import_until_gap_resolved,medium,architecture_assumption:metal_spring_counterbalance_baseline;spring;heat_treat_blocked,"Architecture assumption metal_spring_counterbalance_baseline is recorded, but spring temper and fatigue route are not Ready, so keep this as a gap."
