item_id,item_path,mass_kg,item_material,route_material_basis,route_decision,simulation_import_mass_policy,recipe,is_import,issue_types,severity,name,notes
ebf3_ebf_wire_guide_tip_body,kb/items/parts/ebf3_ebf_wire_guide_tip_body.yaml,0.12,hardened_steel,hardened_steel,route_gap,import_until_gap_resolved,,True,,,EBF3 ebf wire guide tip body,Child of ebf3_ebf_wire_guide_tip. Guide tip body for EBF3 EBF wire guide tip.
ebf3_ebf_wire_guide_tip_mounting_feature,kb/items/parts/ebf3_ebf_wire_guide_tip_mounting_feature.yaml,0.03,steel,steel,lunar_candidate,local_nominal,recipe_ebf3_ebf_wire_guide_tip_mounting_feature,,,,EBF3 ebf wire guide tip mounting feature,Child of ebf3_ebf_wire_guide_tip. Mounting feature for EBF3 EBF wire guide tip.
ebf3_ebf_wire_guide_tip_wear_orifice,kb/items/parts/ebf3_ebf_wire_guide_tip_wear_orifice.yaml,0.05,ceramic,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 ebf wire guide tip wear orifice,Child of ebf3_ebf_wire_guide_tip. Wear orifice for EBF3 EBF wire guide tip.
ebf3_emi_filter_capacitor_set,kb/items/parts/ebf3_emi_filter_capacitor_set.yaml,0.7,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 emi filter capacitor set,Child of ebf3_emi_filter. Filter capacitor set for EBF3 EMI filter.
ebf3_emi_filter_choke_bobbin_or_insulation_set,kb/items/parts/ebf3_emi_filter_choke_bobbin_or_insulation_set.yaml,0.12,insulator,alumina_ceramic,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_emi_filter_choke_bobbin_or_insulation_set,,item_material_family_only,medium,EBF3 EMI filter choke bobbin or insulation set,Bobbin/insulation support for the EBF3 EMI filter choke set. Child of `ebf3_emi_filter_choke_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_emi_filter_choke_core_set,kb/items/parts/ebf3_emi_filter_choke_core_set.yaml,0.25,magnetic_material,iron_oxide_ferrite_or_electrical_steel_proxy,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 EMI filter choke core set,Magnetic/ferrite core set for the EBF3 EMI filter choke set. Child of `ebf3_emi_filter_choke_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_emi_filter_choke_mounting_base_set,kb/items/parts/ebf3_emi_filter_choke_mounting_base_set.yaml,0.07,steel_or_aluminum,aluminum_or_steel_mount,lunar_candidate,local_nominal,recipe_ebf3_emi_filter_choke_mounting_base_set,,,,EBF3 EMI filter choke mounting base set,Mounting/base hardware for the EBF3 EMI filter choke set. Child of `ebf3_emi_filter_choke_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md.
ebf3_emi_filter_choke_terminal_set,kb/items/parts/ebf3_emi_filter_choke_terminal_set.yaml,0.06,conductive_metal,aluminum_terminal,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_emi_filter_choke_terminal_set,,item_material_family_only,medium,EBF3 EMI filter choke terminal set,Terminal lead set for the EBF3 EMI filter choke set. Child of `ebf3_emi_filter_choke_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md.
ebf3_emi_filter_choke_winding_set,kb/items/parts/ebf3_emi_filter_choke_winding_set.yaml,0.3,copper,copper_magnet_wire,earth_import,import_nominal,,True,,,EBF3 EMI filter choke winding set,Conductor winding set for the EBF3 EMI filter choke set. Child of `ebf3_emi_filter_choke_set` from research/ebf3_bom_sources/organized/split_before_route_leaf_decomposition_plan.md. This is not local-ready and has no manufacturing recipe.
ebf3_emi_filter_enclosure,kb/items/parts/ebf3_emi_filter_enclosure.yaml,0.3,steel,steel_plate_or_sheet,lunar_candidate,local_nominal,recipe_ebf3_emi_filter_enclosure,,,,EBF3 emi filter enclosure,Child of ebf3_emi_filter. Enclosure for EBF3 EMI filter.
ebf3_emi_filter_terminal_set,kb/items/parts/ebf3_emi_filter_terminal_set.yaml,0.2,electronic,mixed_electrical_or_polymer_harness,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 emi filter terminal set,Child of ebf3_emi_filter. Terminal set for EBF3 EMI filter.
ebf3_feed_liner_end_ferrule_set,kb/items/parts/ebf3_feed_liner_end_ferrule_set.yaml,0.08,steel,steel,lunar_candidate,local_nominal,recipe_ebf3_feed_liner_end_ferrule_set,,,,EBF3 feed liner end ferrule set,Level-3 child of WF-20. End ferrules or retention collars for seating the feed liner in the downstream wire path.
ebf3_feed_liner_tube,kb/items/parts/ebf3_feed_liner_tube.yaml,0.28,composite,steel_tube_stock,lunar_candidate_flagged,sensitivity_flag,,True,item_material_family_only,medium,EBF3 feed liner tube,Level-3 child of WF-20. Replaceable tube or liner body guiding wire through the downstream feed path after the drive rolls.
ebf3_fixed_side_screw_angular_contact_bearing_set,kb/items/parts/ebf3_fixed_side_screw_angular_contact_bearing_set.yaml,0.35,precision_metal,precision_metal,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 fixed-side screw angular-contact bearing set,Level-3 child of FS-7. Angular-contact or thrust-capable bearing set for the fixed side of the ball screw.
ebf3_fixed_side_screw_bearing_block_body_set,kb/items/parts/ebf3_fixed_side_screw_bearing_block_body_set.yaml,0.5,precision_metal,steel_stock,lunar_candidate,local_nominal,recipe_ebf3_fixed_side_screw_bearing_block_body_set,,item_material_family_only,medium,EBF3 fixed-side screw bearing block body set,Level-3 child of FS-7. Fixed-side bearing block bodies for ball-screw support.
ebf3_fixed_side_screw_bearing_retainer_set,kb/items/parts/ebf3_fixed_side_screw_bearing_retainer_set.yaml,0.15,steel,steel,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_fixed_side_screw_bearing_retainer_set,,,,EBF3 fixed-side screw bearing retainer set,"Level-3 child of FS-7. Retainers, caps, or lock hardware for the fixed-side screw bearing block."
ebf3_floating_side_screw_bearing_block_body_set,kb/items/parts/ebf3_floating_side_screw_bearing_block_body_set.yaml,0.55,precision_metal,steel,lunar_candidate,local_nominal,recipe_ebf3_floating_side_screw_bearing_block_body_set,,item_material_family_only,medium,EBF3 floating-side screw bearing block body set,Level-3 child of FS-8. Floating-side bearing block bodies for ball-screw support.
ebf3_floating_side_screw_bearing_retainer_set,kb/items/parts/ebf3_floating_side_screw_bearing_retainer_set.yaml,0.15,steel,steel_retainer,lunar_candidate,local_nominal,recipe_ebf3_floating_side_screw_bearing_retainer_set,,,,EBF3 floating-side screw bearing retainer set,Level-3 child of FS-8. Retainers or caps for floating-side screw bearing blocks.
ebf3_floating_side_screw_radial_bearing_set,kb/items/parts/ebf3_floating_side_screw_radial_bearing_set.yaml,0.3,precision_metal,precision_metal,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 floating-side screw radial bearing set,Level-3 child of FS-8. Radial bearing set for floating-side ball-screw support.
ebf3_full_bridge_dc_busbar_set,kb/items/parts/ebf3_full_bridge_dc_busbar_set.yaml,0.9,aluminum,aluminum_conductor,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_full_bridge_dc_busbar_set,,,,EBF3 full bridge dc busbar set,Child of ebf3_full_bridge_inverter. Dc busbar set for EBF3 full-bridge inverter.
ebf3_full_bridge_gate_driver_board_set,kb/items/parts/ebf3_full_bridge_gate_driver_board_set.yaml,0.8,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 full bridge gate driver board set,Child of ebf3_full_bridge_inverter. Gate driver board set for EBF3 full-bridge inverter.
ebf3_full_bridge_heat_sink,kb/items/parts/ebf3_full_bridge_heat_sink.yaml,1.5,aluminum,aluminum,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_full_bridge_heat_sink,,,,EBF3 full bridge heat sink,Child of ebf3_full_bridge_inverter. Heat sink for EBF3 full-bridge inverter.
ebf3_full_bridge_power_semiconductor_module_set,kb/items/parts/ebf3_full_bridge_power_semiconductor_module_set.yaml,2.2,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,high,EBF3 full bridge power semiconductor module set,Child of ebf3_full_bridge_inverter. Power semiconductor module set for EBF3 full-bridge inverter.
ebf3_full_bridge_snubber_component_set,kb/items/parts/ebf3_full_bridge_snubber_component_set.yaml,0.6,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 full bridge snubber component set,Child of ebf3_full_bridge_inverter. Snubber component set for EBF3 full-bridge inverter.
ebf3_gun_anode,kb/items/parts/ebf3_gun_anode.yaml,0.25,refractory_metal,molybdenum_metal,earth_import,import_nominal,,True,,,EBF3 gun anode,FG-2. Precision accelerating electrode with beam aperture for the EBF3 fixed electron beam gun. Intentional Level-2 leaf: current evidence supports the anode as a precision electrode. See research/ebf3_bom_sources/organized/electrode_family_decomposition_plan.md.
ebf3_gun_beam_boundary_collector_electrode,kb/items/parts/ebf3_gun_beam_boundary_collector_electrode.yaml,0.12,conductive_metal,molybdenum_or_tungsten,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 gun beam-boundary collector electrode,Level-3 child of FG-9. Beam-boundary pickup collector or intercept electrode for detecting beam deviation beyond the allowed envelope. Adopted as the minimal physical sensing element named by the beam-boundary pickup function.
ebf3_gun_beam_boundary_pickup_insulator,kb/items/parts/ebf3_gun_beam_boundary_pickup_insulator.yaml,0.06,ceramic,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 gun beam-boundary pickup insulator,Level-3 child of FG-9. Local electrical isolation for the beam-boundary collector electrode. Adopted because charged-particle pickup sources require the collector signal to be isolated from grounded structure.
ebf3_gun_cathode,kb/items/parts/ebf3_gun_cathode.yaml,0.02,scarce_trace_refractory_metal,scarce_trace_refractory_metal,import_as_leaf,import_nominal,,True,,,EBF3 gun cathode,"FG-1. Thermionic electron emitter for the EBF3 fixed electron beam gun. Active package direction is a direct-heated tungsten hairpin/filament for lunar closure. Intentional Level-2 leaf: in this package direction, the emitter and heater are the same hot tungsten conductor, while base, contacts, lead"
ebf3_gun_cathode_cartridge_base,kb/items/parts/ebf3_gun_cathode_cartridge_base.yaml,0.18,composite,composite,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 gun cathode cartridge base,Level-3 child of FG-15. Replaceable base/holder body for locating the selected direct-heated tungsten hairpin/filament cathode package. Adopted as a physical child because BINP supports a preliminary adjusted cartridge and electron-gun package sources support mounted cathode assemblies. Exact materi
ebf3_gun_cathode_ceramic_standoff_set,kb/items/parts/ebf3_gun_cathode_ceramic_standoff_set.yaml,0.05,ceramic,alumina_ceramic,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 gun cathode ceramic standoff set,Level-3 child of FG-15. Ceramic standoff/support set for electrically isolating and mechanically supporting the cartridge hot-contact region. Adopted from electron-gun package sources that support ceramic standoffs and high-vacuum support constraints.
ebf3_gun_cathode_current_lead_pair,kb/items/parts/ebf3_gun_cathode_current_lead_pair.yaml,0.1,scarce_trace_refractory_metal,scarce_trace_refractory_metal,import_as_leaf,import_nominal,,True,,,EBF3 gun cathode current lead pair,Level-3 child of FG-14. Pair of high-temperature current leads feeding the directly heated tungsten hairpin/filament cathode through the cartridge contact interface.
ebf3_gun_cathode_hot_contact_pair,kb/items/parts/ebf3_gun_cathode_hot_contact_pair.yaml,0.03,scarce_trace_refractory_metal,scarce_trace_refractory_metal,import_as_leaf,import_nominal,,True,,,EBF3 gun cathode hot contact pair,"Level-3 child of FG-15. Hot-side electrical contact pair between the cartridge and the directly heated tungsten hairpin/filament cathode. Adopted because the selected package requires two current contacts, but contact material, weld or clamp method, and serviceability are still unresolved."
ebf3_gun_cathode_lead_termination_set,kb/items/parts/ebf3_gun_cathode_lead_termination_set.yaml,0.05,composite,composite,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 gun cathode lead termination set,"Level-3 child of FG-14. Termination hardware between the cathode current leads and the cartridge hot contacts or upstream heater supply interface. Adopted as a boundary item so later work can assign welds, clamps, or feedthrough-side terminals without merging them into the filament emitter."
ebf3_gun_cathode_locating_clamp,kb/items/parts/ebf3_gun_cathode_locating_clamp.yaml,0.04,refractory_metal,tungsten_or_tantalum_refractory_part,earth_import,import_nominal,,True,,,EBF3 gun cathode locating clamp,Level-3 child of FG-15. Clamp or locating-retention hardware for holding the replaceable cathode cartridge package against its alignment datum.
ebf3_gun_cathode_radiation_shield_clip_set,kb/items/parts/ebf3_gun_cathode_radiation_shield_clip_set.yaml,0.01,refractory_metal,steel_or_refractory_foil,route_gap,import_until_gap_resolved,,True,,,EBF3 gun cathode radiation shield clip set,Child of ebf3_gun_cathode_radiation_shield. Shield clip set for EBF3 gun cathode radiation shield.
ebf3_gun_cathode_radiation_shield_foil_stack,kb/items/parts/ebf3_gun_cathode_radiation_shield_foil_stack.yaml,0.07,refractory_metal,molybdenum_metal,earth_import,import_nominal,,True,,,EBF3 gun cathode radiation shield foil stack,Child of ebf3_gun_cathode_radiation_shield. Refractory foil shield stack for EBF3 gun cathode radiation shield.
ebf3_gun_cathode_radiation_shield_spacer_set,kb/items/parts/ebf3_gun_cathode_radiation_shield_spacer_set.yaml,0.02,refractory_metal,molybdenum_or_tungsten,earth_import,import_nominal,,True,,,EBF3 gun cathode radiation shield spacer set,Child of ebf3_gun_cathode_radiation_shield. Shield spacer set for EBF3 gun cathode radiation shield.
ebf3_gun_column_body_shell,kb/items/parts/ebf3_gun_column_body_shell.yaml,2.2,vacuum_structural_metal,steel,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_column_body_shell,,,,EBF3 gun column body shell,"Level-3 child of FG-17. Gun-side structural body/column shell for the fixed electron beam gun package. Adopted because primary EBF3 sources describe a gun package inserted through the chamber boundary. Exact alloy, wall geometry, weldments, and first-pass manufacturing/import route is recorded in th"
ebf3_gun_column_gun_side_mating_flange,kb/items/parts/ebf3_gun_column_gun_side_mating_flange.yaml,0.55,vacuum_structural_metal,steel_vacuum_flange,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_column_gun_side_mating_flange,,,,EBF3 gun column gun-side mating flange,Level-3 child of FG-17. Gun-side flange or mating datum for the fixed gun package at the chamber boundary. The chamber-side port/flange remains ebf3_cabin_gun_mounting_port.
ebf3_gun_column_internal_support_frame,kb/items/parts/ebf3_gun_column_internal_support_frame.yaml,0.75,vacuum_structural_metal,steel_stock,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_column_internal_support_frame,,,,EBF3 gun column internal support frame,"Level-3 child of FG-17. Internal support frame or bracket set for locating electrodes, lenses, diagnostics, and gun-side HV hardware inside the column."
ebf3_gun_column_optical_axis_datum_set,kb/items/parts/ebf3_gun_column_optical_axis_datum_set.yaml,0.25,precision_metal,precision_steel,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 gun column optical-axis datum set,"Level-3 child of FG-17. Alignment datum features used to keep cathode, electrodes, lenses, and diagnostics on the fixed gun optical axis."
ebf3_gun_control_electrode,kb/items/parts/ebf3_gun_control_electrode.yaml,0.08,refractory_metal,molybdenum_or_tungsten,earth_import,import_nominal,,True,,,EBF3 gun control electrode,"FG-3. Wehnelt/control-grid style precision electrode for beam-current control, cut-off behavior, and initial beam shaping near the cathode. Intentional Level-2 leaf: current evidence supports a distinct precision electrode. See research/ebf3_bom_sources/organized/electrode_family_decomposition_plan."
ebf3_gun_control_electrode_insulator,kb/items/parts/ebf3_gun_control_electrode_insulator.yaml,0.12,ceramic,unresolved_hv_insulator_or_refractory_electrode,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 gun control electrode insulator,FG-4. Ceramic standoff/sleeve candidate that supports and electrically isolates the control electrode from adjacent gun structures. Intentional Level-2 ceramic leaf until source evidence shows a multi-part insulator or ceramic-to-metal assembly. See research/ebf3_bom_sources/organized/electrode_fami
ebf3_gun_deflection_magnetic_yoke,kb/items/parts/ebf3_gun_deflection_magnetic_yoke.yaml,0.4,composite,composite,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 gun deflection magnetic yoke,"FG-8 child item adopted from research/ebf3_bom_sources/organized/magnetic_steering_decomposition_plan.md. Kept as an unresolved yoke assembly or part candidate until magnetic material, segmentation, machining constraints, vacuum compatibility, and field-response requirements are reviewed."
ebf3_gun_deflection_x_coil_pair,kb/items/parts/ebf3_gun_deflection_x_coil_pair.yaml,0.3,copper,aluminum_or_copper_winding_with_insulation,route_gap,import_until_gap_resolved,,True,,,EBF3 gun X-axis deflection coil pair,"FG-8 child item adopted from research/ebf3_bom_sources/organized/magnetic_steering_decomposition_plan.md. Coil leaf review treats this as a terminal BOM leaf; winding pattern, conductor grade, insulation, vacuum compatibility, inductance/current limits, and current-driver interface remain material/p"
ebf3_gun_deflection_y_coil_pair,kb/items/parts/ebf3_gun_deflection_y_coil_pair.yaml,0.3,copper,aluminum_wire_plus_insulation,route_gap,import_until_gap_resolved,,True,,,EBF3 gun Y-axis deflection coil pair,"FG-8 child item adopted from research/ebf3_bom_sources/organized/magnetic_steering_decomposition_plan.md. Coil leaf review treats this as a terminal BOM leaf; winding pattern, conductor grade, insulation, vacuum compatibility, inductance/current limits, and current-driver interface remain material/p"
ebf3_gun_diagnostic_signal_feedthrough_insert,kb/items/parts/ebf3_gun_diagnostic_signal_feedthrough_insert.yaml,0.18,composite,composite,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 gun diagnostic signal feedthrough insert,Level-3 child of FG-19. Gun-diagnostic signal feedthrough insert/interface marker for carrying pickup and gun-side sensor signals across the vacuum boundary. The cabin owns the passive chamber port or shared plate; controls own external acquisition and processing.
ebf3_gun_dynamic_lens_coil_assembly,kb/items/parts/ebf3_gun_dynamic_lens_coil_assembly.yaml,0.5,copper,aluminum_or_copper_winding_with_soft_iron_core,route_gap,import_until_gap_resolved,,True,,,EBF3 gun dynamic lens coil assembly,"FG-6 dynamic lens coil. Coil leaf review treats this as a terminal BOM leaf; conductor grade, insulation, winding method, vacuum compatibility, electrical interface, and thermal checks remain material/process readiness work. See research/ebf3_bom_sources/organized/coil_level_decomposition_plan.md."
ebf3_gun_dynamic_lens_pole_pieces,kb/items/parts/ebf3_gun_dynamic_lens_pole_pieces.yaml,0.3,electrical_steel_or_soft_iron,soft_iron_or_low_carbon_steel,route_gap,import_until_gap_resolved,,True,,,EBF3 gun dynamic lens pole pieces,FG-6 magnetic pole-piece set for shaping the dynamic lens focusing field near the beam bore.
ebf3_gun_dynamic_lens_yoke,kb/items/parts/ebf3_gun_dynamic_lens_yoke.yaml,0.4,electrical_steel_or_soft_iron,electrical_steel_sheet,route_gap,import_until_gap_resolved,,True,,,EBF3 gun dynamic lens yoke,FG-6 magnetic return-path structure for the dynamic magnetic lens. Modeled separately from pole pieces because source evidence distinguishes yoke magnetic path from pole-piece field-shaping function.
ebf3_gun_feeder_adapter_body,kb/items/parts/ebf3_gun_feeder_adapter_body.yaml,0.42,vacuum_structural_metal,steel,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_feeder_adapter_body,,,,EBF3 gun-feeder adapter body,Level-3 child of WF-22. Adapter body connecting the wire feeder output toward the fixed-gun-side wire path. It is feeder-owned and does not replace the permanent gun-column datum or chamber-side port.
ebf3_gun_feeder_wire_path_alignment_sleeve,kb/items/parts/ebf3_gun_feeder_wire_path_alignment_sleeve.yaml,0.12,steel,steel,lunar_candidate,local_nominal,recipe_ebf3_gun_feeder_wire_path_alignment_sleeve,,,,EBF3 gun-feeder wire-path alignment sleeve,Level-3 child of WF-22. Alignment sleeve or short guide feature that keeps the feeder outlet aligned to the downstream gun-side wire path. It does not define the final guide tip or melt-pool nozzle geometry.
ebf3_gun_hv_input_central_conductor,kb/items/parts/ebf3_gun_hv_input_central_conductor.yaml,0.18,conductive_metal,aluminum_conductor,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_hv_input_central_conductor,,item_material_family_only,medium,EBF3 gun HV input central conductor,Level-3 child of FG-12. Central high-voltage conductor carrying accelerating potential from the gun-side receiving terminal into the electron gun high-voltage region. Do not merge with tank-side HV cable conductor.
ebf3_gun_hv_input_flange_housing,kb/items/parts/ebf3_gun_hv_input_flange_housing.yaml,0.28,steel,steel_stock,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_hv_input_flange_housing,,,,EBF3 gun HV input flange housing,"Level-3 child of FG-12. Gun-side mechanical housing or flange for the HV input receiving assembly. Adopted as the local mounting envelope for the conductor and receiving terminal, not as the chamber-side gun port or tank-side bushing."
ebf3_gun_hv_input_receiving_terminal,kb/items/parts/ebf3_gun_hv_input_receiving_terminal.yaml,0.14,composite,composite,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 gun HV input receiving terminal,Level-3 child of FG-12. Gun-side receiving terminal or socket interface for the main HV cable from the high-voltage tank. Adopted to make the gun-side termination visible while keeping the main cable and tank-side termination in the HV tank subsystem.
ebf3_gun_hv_insulator_ceramic_body,kb/items/parts/ebf3_gun_hv_insulator_ceramic_body.yaml,0.45,ceramic,alumina_ceramic,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 gun HV insulator ceramic body,"Level-3 child of FG-13. Standalone ceramic insulating body for the gun high-voltage insulator. This is intentionally separate from the FG-12 gun HV input conductor/feedthrough path. Alumina-class HV insulators are supported by external feedthrough/electron-gun sources, but final ceramic grade, shape"
ebf3_gun_hv_insulator_field_grading_electrode_set,kb/items/parts/ebf3_gun_hv_insulator_field_grading_electrode_set.yaml,0.1,conductive_metal,molybdenum_or_tungsten_refractory_electrode,earth_import,import_nominal,,True,item_material_family_only,medium,EBF3 gun HV insulator field grading electrode set,"Level-3 child of FG-13. Gun-side field-grading or corona-control electrode marker associated with the high-voltage insulator. External HV feedthrough and electron-gun insulator sources support flashover/corona/electric-field concerns, but final ring/shield geometry, potential connection, material, s"
ebf3_gun_hv_insulator_metallized_end_interface_set,kb/items/parts/ebf3_gun_hv_insulator_metallized_end_interface_set.yaml,0.08,metal_ceramic_interface,metallized_alumina_ceramic,route_gap,import_until_gap_resolved,,True,,,EBF3 gun HV insulator metallized end interface set,"Level-3 child of FG-13. Metallized or brazed end-interface marker for joining the gun HV insulator body to adjacent metal hardware. This preserves the ceramic-to-metal interface as a fidelity issue. Metallization stack, braze alloy, compatible metals, vacuum cleanliness, and first-pass manufacturing"
ebf3_gun_hv_insulator_mounting_collar_set,kb/items/parts/ebf3_gun_hv_insulator_mounting_collar_set.yaml,0.12,alumina_ceramic,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,,,EBF3 gun HV insulator mounting collar set,"Level-3 child of FG-13. Mounting collar or clamp-interface marker for holding the standalone gun high-voltage insulator in the gun structure. It is not the FG-12 HV input flange and not the chamber gun port. Collar geometry, fasteners, contact pressure, material choice, and first-pass manufacturing/"
ebf3_gun_local_diagnostic_signal_lead_set,kb/items/parts/ebf3_gun_local_diagnostic_signal_lead_set.yaml,0.08,composite,composite,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 gun local diagnostic signal lead set,"Level-3 child of FG-19. Local in-gun signal leads from beam diagnostic pickups and other gun-side sensors toward the gun-side interface. This item stops before any vacuum feedthrough insert, chamber port, controls cabinet harness, DAQ, or processing hardware."
ebf3_gun_main_lens_coil_assembly,kb/items/parts/ebf3_gun_main_lens_coil_assembly.yaml,0.9,copper,copper_magnet_wire,earth_import,import_nominal,,True,,,EBF3 gun main lens coil assembly,"FG-7 lens focusing coil. Coil leaf review treats this as a terminal BOM leaf; conductor grade, insulation, winding method, vacuum compatibility, electrical interface, and thermal checks remain material/process readiness work. See research/ebf3_bom_sources/organized/coil_level_decomposition_plan.md."
ebf3_gun_main_lens_pole_pieces,kb/items/parts/ebf3_gun_main_lens_pole_pieces.yaml,0.7,electrical_steel_or_soft_iron,soft_iron_or_electrical_steel,route_gap,import_until_gap_resolved,,True,,,EBF3 gun main lens pole pieces,FG-7 magnetic pole-piece set for shaping the focusing field near the beam bore.
ebf3_gun_main_lens_yoke,kb/items/parts/ebf3_gun_main_lens_yoke.yaml,0.6,electrical_steel_or_soft_iron,soft_iron_or_low_carbon_steel,route_gap,import_until_gap_resolved,,True,,,EBF3 gun main lens yoke,FG-7 magnetic return-path structure for the main magnetic lens. Modeled separately from pole pieces because source evidence distinguishes yoke magnetic path from pole-piece field-shaping function.
ebf3_gun_screen_electrode,kb/items/parts/ebf3_gun_screen_electrode.yaml,0.08,refractory_metal,molybdenum_or_tungsten,earth_import,import_nominal,,True,,,EBF3 gun screen electrode,FG-5. Boundary/screen electrode used to shape the electric field near the cathode and reduce unwanted side or edge emission effects. Intentional Level-2 leaf: current evidence supports the screen electrode function. See research/ebf3_bom_sources/organized/electrode_family_decomposition_plan.md and r
ebf3_gun_secondary_electron_ring_collector,kb/items/parts/ebf3_gun_secondary_electron_ring_collector.yaml,0.1,conductive_metal,steel_plate_or_sheet,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_secondary_electron_ring_collector,,item_material_family_only,medium,EBF3 gun secondary-electron ring collector,Level-3 child of FG-10. Ring-style collector for secondary or reflected electron/current pickup near the beam/work region. Adopted as the current preferred geometry because electron-beam-welding secondary-current sources support ring collectors.
ebf3_gun_secondary_pickup_insulator,kb/items/parts/ebf3_gun_secondary_pickup_insulator.yaml,0.05,ceramic,alumina_ceramic,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 gun secondary pickup insulator,Level-3 child of FG-10. Local electrical isolation for the secondary-electron collector. Adopted to keep the pickup signal path distinct from grounded gun structure.
ebf3_gun_side_oil_tank,kb/items/parts/ebf3_gun_side_oil_tank.yaml,0.9,composite,composite,defer_split_import_fallback,import_until_gap_resolved,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 gun-side oil tank,"FG-18. Gun-side oil tank assembly providing local high-voltage insulation volume near the cathode and HV region. Unresolved Level-2 boundary marker: source evidence supports only the general electron-gun/HV oil-tank package class. This item is not the main high-voltage tank, tank-side bushing, HV ca"
ebf3_gun_signal_shield_termination_interface,kb/items/parts/ebf3_gun_signal_shield_termination_interface.yaml,0.05,conductive_metal,aluminum_or_steel_shield_interface,lunar_candidate_flagged,sensitivity_flag,recipe_ebf3_gun_signal_shield_termination_interface,,item_material_family_only,medium,EBF3 gun signal shield termination interface,"Level-3 child of FG-19. Physical shield termination/interface marker for gun-side diagnostic signal wiring. It keeps the signal-shield boundary visible without merging it into protective ground, HV source return, beam-current return, or controls-side acquisition."
ebf3_gun_trajectory_corrector_coil_set,kb/items/parts/ebf3_gun_trajectory_corrector_coil_set.yaml,0.3,electronic,electronic,import_as_leaf,import_nominal,,True,item_material_family_only;route_material_basis_family_only,medium,EBF3 gun trajectory corrector coil set,Child of ebf3_gun_trajectory_corrector. Corrector coil set for EBF3 gun trajectory corrector.
ebf3_gun_trajectory_corrector_insulator_set,kb/items/parts/ebf3_gun_trajectory_corrector_insulator_set.yaml,0.08,insulator,alumina_ceramic_v0,route_gap,import_until_gap_resolved,,True,item_material_family_only,medium,EBF3 gun trajectory corrector insulator set,Child of ebf3_gun_trajectory_corrector. Insulator set for EBF3 gun trajectory corrector.
