priority,queue_reason,item_id,policy,route_decision,mass_nominal_kg,material,availability_class,confidence,active_recipe_id,recipe_exists,current_process_ids,process_paths,current_machine_ids,decision_machine_ids,machine_selection_statuses,machine_risk_flags,machine_evidence_sources,reasoning_brief,item_path,worker_task,worker_decision,worker_notes
90,primary_machine_placeholder_or_stub,ebf3_spool_brake_washer,sensitivity_flag,lunar_candidate_flagged,0.08,steel,local_derived,medium,recipe_ebf3_spool_brake_washer,True,sheet_metal_cutting_v0,kb/processes/sheet_metal_cutting_v0.yaml,labor_bot_general_v0;assembly_tools_basic,assembly_tools_basic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,Washer is locally stampable steel but its brake friction behavior is a flagged assumption,kb/items/parts/ebf3_spool_brake_washer.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",reroute_existing_process,A flat washer can be cut or machined from sheet/plate with existing routes; it does not need to remain on a stamping/labor placeholder.
90,primary_machine_placeholder_or_stub,ebf3_substrate_clamp_screw_set,sensitivity_flag,lunar_candidate_flagged,0.25,steel,local_derived,medium,recipe_ebf3_substrate_clamp_screw_set,True,fastener_kit_small_fabrication_v0,kb/processes/fastener_kit_small_fabrication_v0.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,multi_axis_cnc_machining_center;assembly_tools_basic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,Clamp screws are small metal fasteners; local route is plausible but thread quality and thermal service need flags,kb/items/parts/ebf3_substrate_clamp_screw_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,"Existing fastener/CNC route is semantically adequate; labor_bot is only handling/kitting evidence, while preload, contact, alignment, galling, or vibration remain sensitivity flags."
90,primary_machine_placeholder_or_stub,ebf3_wire_feed_drive_roll_set_screw_or_key,sensitivity_flag,lunar_candidate_flagged,0.03,steel,local_derived,medium,recipe_ebf3_wire_feed_drive_roll_set_screw_or_key,True,fastener_kit_small_fabrication_v0,kb/processes/fastener_kit_small_fabrication_v0.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,multi_axis_cnc_machining_center;assembly_tools_basic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,Small drive-roll key/set-screw hardware is plausible locally but torque retention and fit stay flagged,kb/items/parts/ebf3_wire_feed_drive_roll_set_screw_or_key.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,"Existing fastener/CNC route is semantically adequate; labor_bot is only handling/kitting evidence, while preload, contact, alignment, galling, or vibration remain sensitivity flags."
90,primary_machine_placeholder_or_stub,ebf3_wire_feed_motor_mount_clamp_fastener_set,sensitivity_flag,lunar_candidate_flagged,0.08,steel,local_derived,medium,recipe_ebf3_wire_feed_motor_mount_clamp_fastener_set,True,fastener_kit_small_fabrication_v0,kb/processes/fastener_kit_small_fabrication_v0.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,multi_axis_cnc_machining_center;assembly_tools_basic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,"Ready fastener route is available, but motor mount alignment/preload is a motion- system sensitivity",kb/items/parts/ebf3_wire_feed_motor_mount_clamp_fastener_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,"Existing fastener/CNC route is semantically adequate; labor_bot is only handling/kitting evidence, while preload, contact, alignment, galling, or vibration remain sensitivity flags."
90,primary_machine_placeholder_or_stub,ebf3_wire_feeder_gun_bracket_fastener_interface_set,sensitivity_flag,lunar_candidate_flagged,0.2,steel,local_derived,medium,recipe_ebf3_wire_feeder_gun_bracket_fastener_interface_set,True,fastener_kit_small_fabrication_v0,kb/processes/fastener_kit_small_fabrication_v0.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center;assembly_tools_basic,multi_axis_cnc_machining_center;assembly_tools_basic,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,"Generic steel fastener interface is locally plausible, but wire-feeder-to-gun preload, vibration retention, and alignment should be sensitivity flagged",kb/items/parts/ebf3_wire_feeder_gun_bracket_fastener_interface_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",reroute_existing_process,Generic assembly_basic hides the fabrication route; this steel interface should use existing fastener/machining route and keep preload/alignment sensitivity.
60,usable_unreviewed_needs_leaf_check,ebf3_beam_current_return_lug_set,sensitivity_flag,lunar_candidate_flagged,0.12,aluminum,local_derived,medium,recipe_ebf3_beam_current_return_lug_set,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,"Beam-current return lug material changed from steel to aluminum conductor stock; local machining is plausible, but contact resistance and heating remain sensitivity flags",kb/items/parts/ebf3_beam_current_return_lug_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Machining the aluminum lug is local but contact resistance and beam-current heating are electrical performance risks.
60,usable_unreviewed_needs_leaf_check,ebf3_cabin_access_door_hinge_bushing_or_bearing_set,import_until_gap_resolved,route_gap,0.5,bearing_steel,local_derived,medium,recipe_ebf3_cabin_access_door_hinge_bushing_or_bearing_set,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,Can be modeled as locally machined steel bushing hardware if plain-bearing performance is acceptable; ball or sealed bearing interpretation remains a risk,kb/items/parts/ebf3_cabin_access_door_hinge_bushing_or_bearing_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",needs_new_process_chain,Part definition mixes a plain bushing that CNC can make with a rolling or sealed bearing that CNC does not close.
60,usable_unreviewed_needs_leaf_check,ebf3_cabin_access_door_latch_pivot_axle_set,sensitivity_flag,lunar_candidate_flagged,0.4,steel,local_derived,medium,recipe_ebf3_cabin_access_door_latch_pivot_axle_set,True,steel_shaft_machining_v0,kb/processes/steel_shaft_machining_v0.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,Pivot and axle hardware can use steel machining but latch preload and dry wear should stay flagged,kb/items/parts/ebf3_cabin_access_door_latch_pivot_axle_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,"Steel machining route already has a concrete CNC/lathe-style machine; labor_bot is handling only. Keep performance flags for alignment, seal, preload, wear, fatigue, or cleanliness as applicable."
60,usable_unreviewed_needs_leaf_check,ebf3_cabin_frame_member_set,sensitivity_flag,lunar_candidate_flagged,24.0,steel,local_derived,medium,recipe_ebf3_cabin_frame_member_set,True,steel_bar_stock_rolling_shop_v0,kb/processes/steel_bar_stock_rolling_shop_v0.yaml,rolling_mill_v0,rolling_mill_v0,rolling_mill_v0:usable_unreviewed,,rolling_mill_v0:capabilities;process_resource_use;functional_notes;bom;recipe;machine_file,Steel frame members are supported by Ready rolling and machining but cabin boundary interfaces require flagged stiffness and joint assumptions,kb/items/parts/ebf3_cabin_frame_member_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Rolled steel members are plausible; frame straightness and joint assumptions stay flagged.
60,usable_unreviewed_needs_leaf_check,ebf3_cabin_gun_port_flange_ring,sensitivity_flag,lunar_candidate_flagged,5.0,steel,local_derived,medium,recipe_ebf3_cabin_gun_port_flange_ring,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,Steel flange stock can be machined locally with Ready CNC but vacuum leak performance and gun alignment need simulation flags,kb/items/parts/ebf3_cabin_gun_port_flange_ring.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,The ring can be machined locally but it is a vacuum and electron-gun alignment boundary.
60,usable_unreviewed_needs_leaf_check,ebf3_cabin_wire_feeder_port_flange_ring,sensitivity_flag,lunar_candidate_flagged,6.0,steel,local_derived,medium,recipe_ebf3_cabin_wire_feeder_port_flange_ring,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,Local steel machining is plausible but the vacuum port interface should carry a leak-rate flag,kb/items/parts/ebf3_cabin_wire_feeder_port_flange_ring.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Machined ring geometry is local but this is a feedthrough port vacuum seal interface.
60,usable_unreviewed_needs_leaf_check,ebf3_dc_link_busbar_set,sensitivity_flag,lunar_candidate_flagged,0.9,aluminum,local_derived,medium,recipe_ebf3_dc_link_busbar_set,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,CNC proxy for busbar blanking/drilling from metal stock; keep current-density and clearance sensitivity flag,kb/items/parts/ebf3_dc_link_busbar_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Blanking drilling and edge finishing are CNC-local but current density clearance and heating affect power output.
60,usable_unreviewed_needs_leaf_check,ebf3_ebf_wire_guide_tip_body,import_until_gap_resolved,route_gap,0.12,hardened_steel,local_derived,medium,,False,steel_shaft_machining_v0,kb/processes/steel_shaft_machining_v0.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,Guide tip body is locally machinable but the wear surface and wire path tolerance are not ordinary structural requirements,kb/items/parts/ebf3_ebf_wire_guide_tip_body.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",needs_new_process_chain,"Base CNC machining is available, but the working surface needs hardness, groove/orifice geometry, wear finish, and vacuum cleanliness that are not closed by shaft machining alone."
60,usable_unreviewed_needs_leaf_check,ebf3_emi_filter_choke_terminal_set,sensitivity_flag,lunar_candidate_flagged,0.06,aluminum,local_derived,medium,recipe_ebf3_emi_filter_choke_terminal_set,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,"Aluminum terminal hardware can use local machining/assembly, but current rating, contact heating, and EMI spacing keep it as a flagged local route",kb/items/parts/ebf3_emi_filter_choke_terminal_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Aluminum terminal machining is local but current heating and insulation clearance are functional electrical risks.
60,usable_unreviewed_needs_leaf_check,ebf3_full_bridge_dc_busbar_set,sensitivity_flag,lunar_candidate_flagged,0.9,aluminum,local_derived,medium,recipe_ebf3_full_bridge_dc_busbar_set,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,CNC proxy for busbar blanking/drilling from metal stock; keep inverter current/insulation sensitivity flag,kb/items/parts/ebf3_full_bridge_dc_busbar_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Busbar machining is local but inverter current clearance and insulation performance affect electrical feasibility.
60,usable_unreviewed_needs_leaf_check,ebf3_full_bridge_heat_sink,sensitivity_flag,lunar_candidate_flagged,1.5,aluminum,local_derived,medium,recipe_ebf3_full_bridge_heat_sink,True,aluminum_housing_machining_v1,kb/processes/aluminum_housing_machining_v1.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,"Aluminum is lunar-derivable and Ready CNC machining can proxy a heat sink, but thermal margin must be carried as a simulation flag",kb/items/parts/ebf3_full_bridge_heat_sink.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,"Aluminum thermal/contact part can use existing CNC aluminum route; labor_bot only supports loading. Keep thermal resistance, flatness, isolation, or contact-heating flags."
60,usable_unreviewed_needs_leaf_check,ebf3_gun_cathode_radiation_shield_clip_set,import_until_gap_resolved,route_gap,0.01,refractory_metal,local_derived,medium,recipe_ebf3_gun_cathode_radiation_shield_clip_set,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,If simple steel clips survive the thermal environment they are local; if true refractory foil clips are required this becomes an import fallback,kb/items/parts/ebf3_gun_cathode_radiation_shield_clip_set.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,If refractory foil is required the material route is not local; CNC only covers a possible steel-clip variant.
60,usable_unreviewed_needs_leaf_check,ebf3_gun_column_body_shell,sensitivity_flag,lunar_candidate_flagged,2.2,steel,local_derived,medium,recipe_ebf3_gun_column_body_shell,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,"Steel shell fabrication is plausible locally, but electron-gun geometry and vacuum cleanliness keep it flagged",kb/items/parts/ebf3_gun_column_body_shell.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Machining the steel shell is plausible but electron-gun vacuum cleanliness and column geometry are core risks.
60,usable_unreviewed_needs_leaf_check,ebf3_gun_column_gun_side_mating_flange,sensitivity_flag,lunar_candidate_flagged,0.55,steel,local_derived,medium,recipe_ebf3_gun_column_gun_side_mating_flange,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,Small flange is locally machinable but it is part of the electron-gun alignment and vacuum boundary,kb/items/parts/ebf3_gun_column_gun_side_mating_flange.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Local CNC covers the flange geometry but this is an electron-gun vacuum and HV alignment interface.
60,usable_unreviewed_needs_leaf_check,ebf3_gun_dynamic_lens_pole_pieces,import_until_gap_resolved,route_gap,0.3,electrical_steel_or_soft_iron,local_derived,medium,,False,import_receiving_basic_v0,kb/processes/machining_basic_v0.yaml,,,,,,Iron based pole pieces can be local but magnetic grade and annealed pole geometry are performance-sensitive,kb/items/parts/ebf3_gun_dynamic_lens_pole_pieces.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Three-layer review: geometry yes by CNC; material treatment and magnetic-property QA are not closed. CNC geometry is not the blocker. First simulation should import until soft-magnetic alloy, post-machining anneal/stress relief, and magnetic-property QA are locally closed."
60,usable_unreviewed_needs_leaf_check,ebf3_gun_feeder_adapter_body,sensitivity_flag,lunar_candidate_flagged,0.42,steel,local_derived,medium,recipe_ebf3_gun_feeder_adapter_body,True,steel_shaft_machining_v0,kb/processes/steel_shaft_machining_v0.yaml,labor_bot_general_v0;multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,labor_bot_general_v0:usable_unreviewed;pressing_mold_set:usable_unreviewed;hydraulic_press:usable_unreviewed;kiln_ceramic:usable_unreviewed,,labor_bot_general_v0:process_resource_use;pressing_mold_set:process_resource_use;hydraulic_press:process_resource_use;kiln_ceramic:process_resource_use,Adapter body is locally machinable but vacuum and wire-path alignment keep it flagged,kb/items/parts/ebf3_gun_feeder_adapter_body.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,"Steel machining route already has a concrete CNC/lathe-style machine; labor_bot is handling only. Keep performance flags for alignment, seal, preload, wear, fatigue, or cleanliness as applicable."
60,usable_unreviewed_needs_leaf_check,ebf3_gun_hv_input_central_conductor,sensitivity_flag,lunar_candidate_flagged,0.18,aluminum,local_derived,medium,recipe_ebf3_gun_hv_input_central_conductor,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,Aluminum conductor can be machined locally but HV geometry and surface finish need flags,kb/items/parts/ebf3_gun_hv_input_central_conductor.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Field radii and smooth conductor geometry are CNC scope but HV withstand and cleanliness remain core acceptance gaps.
60,usable_unreviewed_needs_leaf_check,ebf3_gun_hv_input_flange_housing,sensitivity_flag,lunar_candidate_flagged,0.28,steel,local_derived,medium,recipe_ebf3_gun_hv_input_flange_housing,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,The flange housing is machinable but serves a high-voltage vacuum input,kb/items/parts/ebf3_gun_hv_input_flange_housing.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,The housing is machinable but serves a high-voltage vacuum input and seal interface.
60,usable_unreviewed_needs_leaf_check,ebf3_gun_main_lens_yoke,import_until_gap_resolved,route_gap,0.6,electrical_steel_or_soft_iron,local_derived,medium,,False,import_receiving_basic_v0,kb/processes/machining_basic_v0.yaml,,,,,,Soft iron yoke is a plausible local route but magnetic properties and beam optics make it flagged,kb/items/parts/ebf3_gun_main_lens_yoke.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",import_until_gap_resolved,"Three-layer review: geometry yes by CNC; material treatment and magnetic-property QA are not closed. CNC geometry is not the blocker. First simulation should import until soft-magnetic material control, anneal/stress relief, and magnetic QA are locally closed."
60,usable_unreviewed_needs_leaf_check,ebf3_gun_secondary_electron_ring_collector,sensitivity_flag,lunar_candidate_flagged,0.1,steel,local_derived,medium,recipe_ebf3_gun_secondary_electron_ring_collector,True,machining_basic_v0,kb/processes/machining_basic_v0.yaml,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center,multi_axis_cnc_machining_center:usable_unreviewed,,multi_axis_cnc_machining_center:capabilities;processes_supported;process_resource_use;functional_notes;bom;recipe;machine_file,The ring is simple conductive metal but its placement and biasing affect beam diagnostics,kb/items/parts/ebf3_gun_secondary_electron_ring_collector.yaml,"Review whether current process/machine route can support this EBF3 leaf. Ignore capabilities as standalone proof; use machine selection_status/evidence/risk, process inputs/outputs, item material, mass, and performance requirements. Do not rerun local_nominal/import_nominal items. Output one of: keep_flagged_local, reroute_existing_process, needs_new_process_chain, import_until_gap_resolved, import_nominal.",keep_flagged_local,Conductive ring machining is local but bias placement outgassing and thermal load affect beam diagnostics.
