batch_id,item_id,current_decision,current_policy,current_material,current_process,audit_verdict,proposed_decision,proposed_policy,severity,issue_type,reasoning,recommended_edit,integration_decision,integration_note
route_batch_02,ebf3_gun_column_optical_axis_datum_set,lunar_candidate_flagged,sensitivity_flag,precision_steel,steel_shaft_machining_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,"The steel stock is local-derived, but electron-gun optical-axis datum stability is a metrology and alignment closure problem; Ready CNC/alignment tools do not prove the required thermal drift, surface, or beam-axis performance.",Change to route_gap/import_until_gap_resolved and add a missing metrology/alignment acceptance route for the gun column datum.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_gun_control_electrode,earth_import,import_nominal,molybdenum_or_tungsten,,keep,earth_import,import_nominal,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_gun_feeder_adapter_body,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_gun_hv_insulator_ceramic_body,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,"Local alumina supports material availability, but a gun HV insulator needs dielectric strength, creepage geometry, vacuum cleanliness, and electron-gun geometry qualification that the Ready ceramic route does not close.","Change to route_gap/import_until_gap_resolved until HV ceramic forming, cleaning, dielectric test, and geometry inspection routes are explicit.",applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_gun_main_lens_coil_assembly,earth_import,import_nominal,copper_magnet_wire,wire_copper_magnet_production_v0,change,earth_import,import_nominal,minor,wrong_process,"The earth_import decision is right for a copper magnet-wire beam-focus coil, but retaining wire and winding processes in the selected route can imply a usable local path that the row itself rejects.",Keep earth_import/import_nominal; clear primary/secondary process and ready_machine fields or move them to rejected-route notes.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_gun_secondary_pickup_insulator,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_gun_trajectory_corrector_pole_piece_set,lunar_candidate_flagged,sensitivity_flag,electrical_steel,electrical_steel_production_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,"Electrical steel production and machining cover material/shape only; beam steering depends on permeability, hysteresis, pole geometry, and magnetic-field acceptance that are not closed by Ready machines.",Change to route_gap/import_until_gap_resolved and add magnetic-property measurement and pole-piece qualification before local nominal/sensitivity use.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_hv_cable_braided_shield,lunar_candidate_flagged,sensitivity_flag,stainless_steel_braid,wire_forming_process_v0,change,lunar_candidate_flagged,sensitivity_flag,minor,wrong_material,"A local braided shield is plausible, but stainless steel embeds chromium/nickel scarcity; the lunar-material guide favors plain iron/steel unless the alloy constituents are explicitly imported or justified.",Keep flagged local only if route_material_basis becomes plain steel_braid or aluminum/steel conductor; otherwise mark stainless braid as import-dependent.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_hv_cable_semiconductive_stress_control_layer,earth_import,import_nominal,conductive_polymer_composite,,keep,earth_import,import_nominal,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_hv_fill_port,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_hv_tank_lid,lunar_candidate_flagged,sensitivity_flag,steel,sheet_metal_cutting_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_hv_tank_temperature_sensor_mount,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_hv_transformer_oil_interface_marker,earth_import,import_nominal,transformer_oil_interface_material,,keep,earth_import,import_nominal,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_intermediate_wire_guide_wear_insert,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_linear_guide_carriage_retainer_set,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_linear_guide_rail_mounting_hole_datum_set,lunar_candidate_flagged,sensitivity_flag,precision_steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_matching_network_inductor_core_set,route_gap,import_until_gap_resolved,ferrite_or_laminated_iron,ferrite_powder_synthesis_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_matching_network_mounting_frame,lunar_candidate_flagged,sensitivity_flag,steel_structural_stock,mounting_bracket_steel_forming_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_motion_drive_heat_spreader,lunar_candidate_flagged,sensitivity_flag,aluminum,heat_sink_extrusion_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_motor_mount_bracket_plate_set,lunar_candidate_flagged,sensitivity_flag,steel,mounting_bracket_steel_forming_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_moveable_build_platform_return_contact_pad,lunar_candidate_flagged,sensitivity_flag,aluminum_conductor,aluminum_housing_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_positioning_base_frame_mounting_foot_set,lunar_candidate,local_nominal,steel,mounting_bracket_steel_forming_v0,keep,lunar_candidate,local_nominal,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_positioning_bellows_mounting_tab_set,lunar_candidate_flagged,sensitivity_flag,steel,mounting_bracket_steel_forming_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_positioning_feedthrough_shield_termination_interface,lunar_candidate_flagged,sensitivity_flag,aluminum_or_steel_conductor,electrical_feedthrough_vacuum_fabrication_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_positioning_motor_cable_insulation_set,earth_import,import_nominal,vacuum_rated_polymer_insulation,cable_harness_assembly_v0,change,earth_import,import_nominal,minor,wrong_process,"The earth_import decision is right for vacuum-rated polymer cable insulation, but cable_harness_assembly_v0 is the wrong current_process for an insulation material and is itself blocked by non-Ready tools.",Keep earth_import/import_nominal; clear local process/machine fields or replace current_process with blank plus rejected-route note.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_positioning_signal_cable_shield_set,lunar_candidate_flagged,sensitivity_flag,stainless_steel_braid,wire_forming_process_v0,change,lunar_candidate_flagged,sensitivity_flag,minor,wrong_material,The selected stainless steel braid is not a clean local-derived material because chromium/nickel are scarce; a local flagged shield should use plain steel braid or explicitly carry import dependence.,Keep flagged local only with route_material_basis changed to plain steel_braid/steel conductor; otherwise move stainless braid to import-dependent route.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_power_electronics_cooling_line_support_clamp_set,lunar_candidate_flagged,sensitivity_flag,steel,mounting_bracket_steel_forming_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_power_electronics_thermal_interface_set,defer_import_fallback,import_until_gap_resolved,thermal_interface_composite,thermal_interface_material_synthesis_v0,keep,defer_import_fallback,import_until_gap_resolved,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_pressure_adjustment_threaded_insert,lunar_candidate,local_nominal,steel,steel_shaft_machining_v0,keep,lunar_candidate,local_nominal,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_primary_transformer_winding_set,defer_import_fallback,import_until_gap_resolved,aluminum_conductor,spool_winding_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Aluminum conductor is a plausible lunar substitution, but transformer windings are a core HV magnetic route gap because wire drawing, turn insulation, dielectric withstand, coupling, and thermal-rise validation are not Ready.","Change route_decision to route_gap; keep import_until_gap_resolved until aluminum wire drawing, insulation, winding, and HV test routes are closed.",applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_ripple_inductor_winding,defer_import_fallback,import_until_gap_resolved,aluminum_conductor,spool_winding_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"The inductor winding is worth future local closure, but the current route lacks Ready wire drawing, insulation, winding geometry control, and ripple-current thermal qualification.",Change route_decision to route_gap; keep import_until_gap_resolved and add missing conductor/insulation/winding acceptance route.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_rotary_axis_bearing_rolling_element_set,defer_import_fallback,import_until_gap_resolved,bearing_steel,bearing_set_heavy_production_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Precision bearing rolling elements are not merely deferred convenience parts; they expose a reusable bearing-grade grinding, heat-treatment, roundness, surface-finish, and vacuum lubrication route gap.",Change route_decision to route_gap; keep import_until_gap_resolved until bearing-grade production and inspection routes are Ready.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_rotary_encoder_scale_ring,defer_import_fallback,import_until_gap_resolved,glass,prism_cut_and_polish_v0,change,earth_import,import_nominal,material,unclear_boundary,"Glass availability and polishing do not close encoder scale patterning, pitch accuracy, optical contrast, concentricity, or metrology; precision encoder scales should be direct import in the first model.",Change to earth_import/import_nominal; treat local encoder-scale fabrication as future research rather than an import-until-gap route.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_sensor_interface_shield,lunar_candidate_flagged,sensitivity_flag,aluminum_sheet,sheet_metal_cutting_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_spool_brake_washer,lunar_candidate_flagged,sensitivity_flag,steel,metal_stamping_process_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_substrate_clamp_insulating_pad_set,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_tank_side_bushing_insulator_body,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,"A tank-side HV bushing is a dielectric/seal qualification problem, not just an alumina body; Ready ceramic processes do not close partial-discharge margin, oil/vacuum sealing, creepage, or metallization.","Change to route_gap/import_until_gap_resolved and require HV bushing dielectric, seal, and partial-discharge acceptance routes.",applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_thermal_isolation_standoff_fastener_interface_set,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_wire_feed_drive_roll_body,lunar_candidate_flagged,sensitivity_flag,hardened_steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_wire_feed_motor_clamp_insulator,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_wire_feed_motor_mount_clamp_alignment_pin_set,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_wire_feed_pressure_arm_pivot_pin,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_wire_feeder_base_mounting_slot_set,lunar_candidate,local_nominal,steel,steel_shaft_machining_v0,keep,lunar_candidate,local_nominal,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_wire_feeder_feedthrough_insulator_body,lunar_candidate_flagged,sensitivity_flag,alumina_ceramic,ceramic_block_small_production_v0,change,route_gap,import_until_gap_resolved,material,overoptimistic_flagged,Feedthrough insulation couples ceramic dielectric performance with a vacuum leak boundary and metallized seal interface; local alumina material availability alone does not close this route.,"Change to route_gap/import_until_gap_resolved until feedthrough ceramic, metallization, seal, leak-test, and dielectric acceptance processes are modeled.",applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_wire_feeder_gun_bracket_alignment_pin_set,lunar_candidate_flagged,sensitivity_flag,precision_steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_wire_spool_flange_set,lunar_candidate,local_nominal,steel,metal_stamping_process_v0,keep,lunar_candidate,local_nominal,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_02,ebf3_z_axis_ball_screw_shaft,defer_import_fallback,import_until_gap_resolved,bearing_steel,ball_screw_fabrication_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"A ball-screw shaft is a core precision motion component and the current Ready CNC route only supports coarse steel machining, not lead accuracy, ground race finish, straightness, or preload behavior.",Change route_decision to route_gap; keep import_until_gap_resolved until precision screw grinding/inspection and vacuum lubricant route exist.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_02,ebf3_z_axis_counterbalance_guide_or_link,lunar_candidate_flagged,sensitivity_flag,steel,steel_shaft_machining_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Decision, policy, material availability, and selected route are semantically aligned for this level of modeling; performance risks are either low or already handled by the current flag/import/gap boundary.",No edit recommended.,not_applicable,audit verdict keep
route_batch_03,ebf3_anti_wear_guide_insert,route_gap,import_until_gap_resolved,alumina_ceramic_v0,ceramic_sintering_process_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.,not_applicable,audit verdict keep
route_batch_03,ebf3_axis_limit_switch_actuator_set,lunar_candidate,local_nominal,steel,machining_basic_v0,keep,lunar_candidate,local_nominal,ok,ok,"Ordinary low-risk local metal hardware with Ready machine support; performance requirements do not cross the audit thresholds for HV, sealing, precision bearing, magnetic, spring fatigue, electronics qualification, or thermal-interface closure.",No edit recommended.,not_applicable,audit verdict keep
route_batch_03,ebf3_ball_nut_wiper_or_seal_set,earth_import,import_nominal,silicone_rubber_or_vacuum_polymer,,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate for scarce, specialty, precision, polymer/seal, electronics, refractory, or high-qualification hardware with no credible Ready local closure.",No edit recommended for first-pass simulation import policy.,not_applicable,audit verdict keep
route_batch_03,ebf3_beam_current_return_fastener_interface_set,lunar_candidate_flagged,sensitivity_flag,steel_fastener_interface,fastener_kit_small_fabrication_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_cabin_access_door_hinge_pin_or_shaft_set,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_cabin_access_door_latch_return_spring_set,route_gap,import_until_gap_resolved,spring_steel,heat_treat_basic_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.,not_applicable,audit verdict keep
route_batch_03,ebf3_cabin_access_door_vacuum_seal,defer_import_fallback,import_until_gap_resolved,metal_gasket_or_imported_vacuum_elastomer,vacuum_seal_assembly_fabrication_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"A large cabin/chamber door seal is leak-critical and likely reusable technology; assembly labor alone does not close gasket material, springback/compression set, or leak verification.",Change decision to route_gap while keeping import_until_gap_resolved; keep metal-gasket or vacuum-elastomer material gap explicit.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_03,ebf3_cabin_frame_mounting_foot_set,lunar_candidate_flagged,sensitivity_flag,steel_structural_stock,frame_fabrication_from_raw_metal_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_cabin_lighting_shield_mount,lunar_candidate_flagged,sensitivity_flag,steel,frame_fabrication_from_raw_metal_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_cabin_wall_stiffener_set,lunar_candidate_flagged,sensitivity_flag,steel,frame_fabrication_from_raw_metal_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_dc_link_mounting_frame,lunar_candidate_flagged,sensitivity_flag,steel_structural_stock,frame_fabrication_from_raw_metal_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_ebf_wire_guide_tip_mounting_feature,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_emi_filter_choke_core_set,route_gap,import_until_gap_resolved,iron_oxide_ferrite_or_electrical_steel_proxy,ferrite_sintering_process_v0,keep,route_gap,import_until_gap_resolved,ok,ok,"Route_gap is appropriate: the material may be lunar-plausible, but the process, machine readiness, or performance qualification gap is explicit and first simulation imports until resolved.",No route decision edit; close the named machine/process/performance gap before moving to local sensitivity.,not_applicable,audit verdict keep
route_batch_03,ebf3_feed_liner_end_ferrule_set,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_floating_side_screw_bearing_block_body_set,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_full_bridge_heat_sink,lunar_candidate_flagged,sensitivity_flag,aluminum,aluminum_housing_machining_v1,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_gun_cathode_locating_clamp,earth_import,import_nominal,tungsten_or_tantalum_refractory_part,,keep,earth_import,import_nominal,ok,ok,"Earth import is appropriate for scarce, specialty, precision, polymer/seal, electronics, refractory, or high-qualification hardware with no credible Ready local closure.",No edit recommended for first-pass simulation import policy.,not_applicable,audit verdict keep
route_batch_03,ebf3_gun_column_body_shell,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
route_batch_03,ebf3_gun_control_electrode_insulator,earth_import,import_nominal,molybdenum_or_tungsten_refractory_part,,change,earth_import,import_nominal,material,wrong_material,"The item name says insulator, but the selected material is molybdenum/tungsten refractory electrode stock. Either ceramic-insulator or electrode geometry would still be import-first, but the material/name conflict should not stand.",Resolve whether this leaf is an HV ceramic insulator or a refractory control electrode; keep nominal import until the split is corrected.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_03,ebf3_gun_deflection_x_coil_pair,defer_import_fallback,import_until_gap_resolved,aluminum_or_copper_winding_with_insulation,coil_winding_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Deflection coils directly control beam steering. The route depends on non-Ready winding equipment plus unproven conductor insulation, symmetry, heat rejection, and calibration.",Change decision to route_gap; keep first simulation import_until_gap_resolved.,applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_03,ebf3_gun_dynamic_lens_coil_assembly,defer_import_fallback,import_until_gap_resolved,aluminum_or_copper_winding_with_soft_iron_core,coil_winding_basic_v0,change,route_gap,import_until_gap_resolved,material,unclear_boundary,"Electron-gun lens coils are core electromagnetic performance items. Coil winding uses a non-Ready coil_winding_machine and local conductor/insulation/field calibration are unresolved, making this a route gap rather than a deferred fallback.","Change decision to route_gap; retain import_until_gap_resolved until winding, insulation, vacuum outgassing, and magnetic field verification are modeled.",applied,accepted in process_route_review; see updated decision/material/process/flags
route_batch_03,ebf3_gun_feeder_wire_path_alignment_sleeve,lunar_candidate_flagged,sensitivity_flag,steel,machining_basic_v0,keep,lunar_candidate_flagged,sensitivity_flag,ok,ok,"Flagged local sensitivity case is appropriate: material/forming route uses Ready machines, while the listed performance requirement remains explicit rather than treated as clean local closure.",Keep flagged local sensitivity treatment and preserve the performance flag in any downstream route edits.,not_applicable,audit verdict keep
