item_id,name,mass_kg,policy,route_decision,material_before,material,primary_process_id,decomposition_action,process_risk_level,process_risk_type,process_risk_reason,item_path
ebf3_ebf_wire_guide_tip_body,EBF3 ebf wire guide tip body,0.12,import_until_gap_resolved,route_gap,hardened_steel,hardened_steel,steel_shaft_machining_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_ebf_wire_guide_tip_body.yaml
ebf3_ebf_wire_guide_tip_mounting_feature,EBF3 ebf wire guide tip mounting feature,0.03,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_ebf_wire_guide_tip_mounting_feature.yaml
ebf3_ebf_wire_guide_tip_wear_orifice,EBF3 ebf wire guide tip wear orifice,0.05,import_until_gap_resolved,route_gap,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_ebf_wire_guide_tip_wear_orifice.yaml
ebf3_emi_filter_capacitor_set,EBF3 emi filter capacitor set,0.7,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_emi_filter_capacitor_set.yaml
ebf3_emi_filter_choke_bobbin_or_insulation_set,EBF3 EMI filter choke bobbin or insulation set,0.12,sensitivity_flag,lunar_candidate_flagged,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_emi_filter_choke_bobbin_or_insulation_set.yaml
ebf3_emi_filter_choke_core_set,EBF3 EMI filter choke core set,0.25,import_until_gap_resolved,route_gap,magnetic_material,ferrite,ferrite_sintering_process_v0,updated_material,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_emi_filter_choke_core_set.yaml
ebf3_emi_filter_choke_mounting_base_set,EBF3 EMI filter choke mounting base set,0.07,local_nominal,lunar_candidate,steel_or_aluminum,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_emi_filter_choke_mounting_base_set.yaml
ebf3_emi_filter_choke_terminal_set,EBF3 EMI filter choke terminal set,0.06,sensitivity_flag,lunar_candidate_flagged,conductive_metal,aluminum,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_emi_filter_choke_terminal_set.yaml
ebf3_emi_filter_choke_winding_set,EBF3 EMI filter choke winding set,0.3,import_nominal,earth_import,copper,copper,import_receiving_basic_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_emi_filter_choke_winding_set.yaml
ebf3_emi_filter_enclosure,EBF3 emi filter enclosure,0.3,local_nominal,lunar_candidate,steel,steel,sheet_metal_fabrication_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_emi_filter_enclosure.yaml
ebf3_emi_filter_terminal_set,EBF3 emi filter terminal set,0.2,import_nominal,earth_import,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_emi_filter_terminal_set.yaml
ebf3_feed_liner_end_ferrule_set,EBF3 feed liner end ferrule set,0.08,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_feed_liner_end_ferrule_set.yaml
ebf3_feed_liner_tube,EBF3 feed liner tube,0.28,sensitivity_flag,lunar_candidate_flagged,composite,steel,tube_bending_and_cutting_v0,refined_to_simulation_material,medium,wire_feed_wear_and_cleanliness,"Steel tube-stock route is local-plausible, but liner bore finish, wear, burr control, and vacuum cleanliness remain acceptance gates.",kb/items/parts/ebf3_feed_liner_tube.yaml
ebf3_fixed_side_screw_angular_contact_bearing_set,EBF3 fixed-side screw angular-contact bearing set,0.35,import_until_gap_resolved,defer_split_import_fallback,precision_metal,bearing_steel,import_receiving_basic_v0,updated_material,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_fixed_side_screw_angular_contact_bearing_set.yaml
ebf3_fixed_side_screw_bearing_block_body_set,EBF3 fixed-side screw bearing block body set,0.5,local_nominal,lunar_candidate,precision_metal,steel,machining_basic_v0,updated_material,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_fixed_side_screw_bearing_block_body_set.yaml
ebf3_fixed_side_screw_bearing_retainer_set,EBF3 fixed-side screw bearing retainer set,0.15,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_fixed_side_screw_bearing_retainer_set.yaml
ebf3_floating_side_screw_bearing_block_body_set,EBF3 floating-side screw bearing block body set,0.55,local_nominal,lunar_candidate,precision_metal,steel,machining_basic_v0,updated_material,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_floating_side_screw_bearing_block_body_set.yaml
ebf3_floating_side_screw_bearing_retainer_set,EBF3 floating-side screw bearing retainer set,0.15,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_floating_side_screw_bearing_retainer_set.yaml
ebf3_floating_side_screw_radial_bearing_set,EBF3 floating-side screw radial bearing set,0.3,import_until_gap_resolved,defer_split_import_fallback,precision_metal,bearing_steel,import_receiving_basic_v0,updated_material,high,precision_heat_treat_metrology,"Base steel may be lunar-plausible, but heat treatment, grinding, fatigue, preload, lubrication, and metrology are not closed.",kb/items/parts/ebf3_floating_side_screw_radial_bearing_set.yaml
ebf3_full_bridge_dc_busbar_set,EBF3 full bridge dc busbar set,0.9,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_full_bridge_dc_busbar_set.yaml
ebf3_full_bridge_gate_driver_board_set,EBF3 full bridge gate driver board set,0.8,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_full_bridge_gate_driver_board_set.yaml
ebf3_full_bridge_heat_sink,EBF3 full bridge heat sink,1.5,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,aluminum_housing_machining_v1,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_full_bridge_heat_sink.yaml
ebf3_full_bridge_power_semiconductor_module_set,EBF3 full bridge power semiconductor module set,2.2,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_full_bridge_power_semiconductor_module_set.yaml
ebf3_full_bridge_snubber_component_set,EBF3 full bridge snubber component set,0.6,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_full_bridge_snubber_component_set.yaml
ebf3_gun_anode,EBF3 gun anode,0.25,import_nominal,earth_import,refractory_metal,refractory_metal,import_receiving_basic_v0,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_anode.yaml
ebf3_gun_beam_boundary_collector_electrode,EBF3 gun beam-boundary collector electrode,0.12,import_nominal,earth_import,conductive_metal,refractory_metal,tungsten_sintering_high_temp_v0,updated_material,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_beam_boundary_collector_electrode.yaml
ebf3_gun_beam_boundary_pickup_insulator,EBF3 gun beam-boundary pickup insulator,0.06,import_until_gap_resolved,route_gap,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_gun_beam_boundary_pickup_insulator.yaml
ebf3_gun_cathode,EBF3 gun cathode,0.02,import_nominal,import_as_leaf,scarce_trace_refractory_metal,scarce_trace_refractory_metal,import_receiving_basic_v0,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_cathode.yaml
ebf3_gun_cathode_cartridge_base,EBF3 gun cathode cartridge base,0.18,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_gun_cathode_cartridge_base.yaml
ebf3_gun_cathode_ceramic_standoff_set,EBF3 gun cathode ceramic standoff set,0.05,import_until_gap_resolved,route_gap,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_gun_cathode_ceramic_standoff_set.yaml
ebf3_gun_cathode_current_lead_pair,EBF3 gun cathode current lead pair,0.1,import_nominal,import_as_leaf,scarce_trace_refractory_metal,scarce_trace_refractory_metal,import_receiving_basic_v0,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_cathode_current_lead_pair.yaml
ebf3_gun_cathode_hot_contact_pair,EBF3 gun cathode hot contact pair,0.03,import_nominal,import_as_leaf,scarce_trace_refractory_metal,scarce_trace_refractory_metal,import_receiving_basic_v0,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_cathode_hot_contact_pair.yaml
ebf3_gun_cathode_lead_termination_set,EBF3 gun cathode lead termination set,0.05,import_nominal,import_as_leaf,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_gun_cathode_lead_termination_set.yaml
ebf3_gun_cathode_locating_clamp,EBF3 gun cathode locating clamp,0.04,import_nominal,earth_import,refractory_metal,refractory_metal,none,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_cathode_locating_clamp.yaml
ebf3_gun_cathode_radiation_shield_clip_set,EBF3 gun cathode radiation shield clip set,0.01,import_until_gap_resolved,route_gap,refractory_metal,refractory_metal,machining_basic_v0,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_cathode_radiation_shield_clip_set.yaml
ebf3_gun_cathode_radiation_shield_foil_stack,EBF3 gun cathode radiation shield foil stack,0.07,import_nominal,earth_import,refractory_metal,refractory_metal,import_receiving_basic_v0,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_cathode_radiation_shield_foil_stack.yaml
ebf3_gun_cathode_radiation_shield_spacer_set,EBF3 gun cathode radiation shield spacer set,0.02,import_nominal,earth_import,refractory_metal,refractory_metal,none,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_cathode_radiation_shield_spacer_set.yaml
ebf3_gun_column_body_shell,EBF3 gun column body shell,2.2,sensitivity_flag,lunar_candidate_flagged,vacuum_structural_metal,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_gun_column_body_shell.yaml
ebf3_gun_column_gun_side_mating_flange,EBF3 gun column gun-side mating flange,0.55,sensitivity_flag,lunar_candidate_flagged,vacuum_structural_metal,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_gun_column_gun_side_mating_flange.yaml
ebf3_gun_column_internal_support_frame,EBF3 gun column internal support frame,0.75,sensitivity_flag,lunar_candidate_flagged,vacuum_structural_metal,steel,machining_basic_v0,updated_material,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_gun_column_internal_support_frame.yaml
ebf3_gun_column_optical_axis_datum_set,EBF3 gun column optical-axis datum set,0.25,import_until_gap_resolved,route_gap,precision_metal,precision_steel,steel_shaft_machining_v0,updated_material,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_gun_column_optical_axis_datum_set.yaml
ebf3_gun_control_electrode,EBF3 gun control electrode,0.08,import_nominal,earth_import,refractory_metal,refractory_metal,none,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_control_electrode.yaml
ebf3_gun_control_electrode_insulator,EBF3 gun control electrode insulator,0.12,import_nominal,earth_import,ceramic,ceramic,import_receiving_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_gun_control_electrode_insulator.yaml
ebf3_gun_deflection_magnetic_yoke,EBF3 gun deflection magnetic yoke,0.4,import_until_gap_resolved,defer_split_import_fallback,composite,electrical_steel_or_soft_iron,import_receiving_basic_v0,updated_material,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_gun_deflection_magnetic_yoke.yaml
ebf3_gun_deflection_x_coil_pair,EBF3 gun X-axis deflection coil pair,0.3,sensitivity_flag,lunar_candidate_flagged,copper,copper,coil_winding_basic_v0,keep_flagged_local_after_user_review,medium_high,electrical_conductor_route_flagged_local,"Coil geometry is credited to coil_winding_machine for first-pass local simulation; conductor source, vacuum insulation, thermal rise, and field acceptance remain flags.",kb/items/parts/ebf3_gun_deflection_x_coil_pair.yaml
ebf3_gun_deflection_y_coil_pair,EBF3 gun Y-axis deflection coil pair,0.3,sensitivity_flag,lunar_candidate_flagged,copper,copper,coil_winding_basic_v0,keep_flagged_local_after_user_review,medium_high,electrical_conductor_route_flagged_local,"Coil geometry is credited to coil_winding_machine for first-pass local simulation; conductor source, vacuum insulation, thermal rise, and field acceptance remain flags.",kb/items/parts/ebf3_gun_deflection_y_coil_pair.yaml
ebf3_gun_diagnostic_signal_feedthrough_insert,EBF3 gun diagnostic signal feedthrough insert,0.18,import_nominal,import_as_leaf,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_gun_diagnostic_signal_feedthrough_insert.yaml
ebf3_gun_dynamic_lens_coil_assembly,EBF3 gun dynamic lens coil assembly,0.5,sensitivity_flag,lunar_candidate_flagged,copper,copper,coil_winding_basic_v0,keep_flagged_local_after_user_review,medium_high,electrical_conductor_route_flagged_local,"Coil geometry is credited to coil_winding_machine for first-pass local simulation; conductor source, vacuum insulation, thermal rise, and field acceptance remain flags.",kb/items/parts/ebf3_gun_dynamic_lens_coil_assembly.yaml
ebf3_gun_dynamic_lens_pole_pieces,EBF3 gun dynamic lens pole pieces,0.3,import_until_gap_resolved,route_gap,electrical_steel_or_soft_iron,electrical_steel_or_soft_iron,machining_basic_v0,no_material_change,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_gun_dynamic_lens_pole_pieces.yaml
ebf3_gun_dynamic_lens_yoke,EBF3 gun dynamic lens yoke,0.4,import_until_gap_resolved,route_gap,electrical_steel_or_soft_iron,electrical_steel_or_soft_iron,electrical_steel_production_v0,no_material_change,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_gun_dynamic_lens_yoke.yaml
ebf3_gun_feeder_adapter_body,EBF3 gun-feeder adapter body,0.42,sensitivity_flag,lunar_candidate_flagged,vacuum_structural_metal,steel,steel_shaft_machining_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_gun_feeder_adapter_body.yaml
ebf3_gun_feeder_wire_path_alignment_sleeve,EBF3 gun-feeder wire-path alignment sleeve,0.12,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_gun_feeder_wire_path_alignment_sleeve.yaml
ebf3_gun_hv_input_central_conductor,EBF3 gun HV input central conductor,0.18,sensitivity_flag,lunar_candidate_flagged,conductive_metal,aluminum,machining_basic_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_gun_hv_input_central_conductor.yaml
ebf3_gun_hv_input_flange_housing,EBF3 gun HV input flange housing,0.28,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_gun_hv_input_flange_housing.yaml
ebf3_gun_hv_input_receiving_terminal,EBF3 gun HV input receiving terminal,0.14,import_nominal,import_as_leaf,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_gun_hv_input_receiving_terminal.yaml
ebf3_gun_hv_insulator_ceramic_body,EBF3 gun HV insulator ceramic body,0.45,import_until_gap_resolved,route_gap,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_gun_hv_insulator_ceramic_body.yaml
ebf3_gun_hv_insulator_field_grading_electrode_set,EBF3 gun HV insulator field grading electrode set,0.1,import_nominal,earth_import,conductive_metal,aluminum,none,updated_material,medium_high,structural_vacuum_qa,"Material is local-plausible, but leak/seal/surface/large-panel distortion qualification is not closed.",kb/items/parts/ebf3_gun_hv_insulator_field_grading_electrode_set.yaml
ebf3_gun_hv_insulator_metallized_end_interface_set,EBF3 gun HV insulator metallized end interface set,0.08,import_until_gap_resolved,route_gap,metal_ceramic_interface,metal_ceramic_interface,ceramic_forming_basic_v0,no_material_change,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_gun_hv_insulator_metallized_end_interface_set.yaml
ebf3_gun_hv_insulator_mounting_collar_set,EBF3 gun HV insulator mounting collar set,0.12,import_until_gap_resolved,route_gap,alumina_ceramic,alumina_ceramic,ceramic_forming_basic_v0,no_material_change,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_gun_hv_insulator_mounting_collar_set.yaml
ebf3_gun_local_diagnostic_signal_lead_set,EBF3 gun local diagnostic signal lead set,0.08,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_gun_local_diagnostic_signal_lead_set.yaml
ebf3_gun_main_lens_coil_assembly,EBF3 gun main lens coil assembly,0.9,import_nominal,earth_import,copper,copper,import_receiving_basic_v0,no_material_change,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_gun_main_lens_coil_assembly.yaml
ebf3_gun_main_lens_pole_pieces,EBF3 gun main lens pole pieces,0.7,import_until_gap_resolved,route_gap,electrical_steel_or_soft_iron,electrical_steel_or_soft_iron,machining_basic_v0,no_material_change,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_gun_main_lens_pole_pieces.yaml
ebf3_gun_main_lens_yoke,EBF3 gun main lens yoke,0.6,import_until_gap_resolved,route_gap,electrical_steel_or_soft_iron,electrical_steel_or_soft_iron,machining_basic_v0,no_material_change,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_gun_main_lens_yoke.yaml
ebf3_gun_screen_electrode,EBF3 gun screen electrode,0.08,import_nominal,earth_import,refractory_metal,refractory_metal,tungsten_sintering_high_temp_v0,no_material_change,very_high,scarce_or_specialty_material,Trace/scarce/specialty alloy dependence; local route should not be assumed without explicit material production and QA.,kb/items/parts/ebf3_gun_screen_electrode.yaml
ebf3_gun_secondary_electron_ring_collector,EBF3 gun secondary-electron ring collector,0.1,sensitivity_flag,lunar_candidate_flagged,conductive_metal,steel,machining_basic_v0,updated_material,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_gun_secondary_electron_ring_collector.yaml
ebf3_gun_secondary_pickup_insulator,EBF3 gun secondary pickup insulator,0.05,import_until_gap_resolved,route_gap,ceramic,ceramic,ceramic_forming_basic_v0,no_material_change,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_gun_secondary_pickup_insulator.yaml
ebf3_gun_side_oil_tank,EBF3 gun-side oil tank,0.9,import_until_gap_resolved,defer_split_import_fallback,composite,composite,import_receiving_basic_v0,keep_as_complex_import_or_defer,high,unresolved_material_system,Composite label remains unresolved; item needs BOM decomposition or import treatment.,kb/items/parts/ebf3_gun_side_oil_tank.yaml
ebf3_gun_signal_shield_termination_interface,EBF3 gun signal shield termination interface,0.05,sensitivity_flag,lunar_candidate_flagged,conductive_metal,aluminum,machining_basic_v0,updated_material,medium_high,electrical_conductor_route,Conductor material is plausible only with drawing/insulation/termination/field or vacuum electrical tests; copper is import/recycle constrained.,kb/items/parts/ebf3_gun_signal_shield_termination_interface.yaml
ebf3_gun_trajectory_corrector_coil_set,EBF3 gun trajectory corrector coil set,0.3,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_gun_trajectory_corrector_coil_set.yaml
ebf3_gun_trajectory_corrector_insulator_set,EBF3 gun trajectory corrector insulator set,0.08,import_until_gap_resolved,route_gap,insulator,alumina_ceramic,ceramic_forming_basic_v0,updated_material,medium,ceramic_forming_sintering_qa,"Ceramic feedstock and forming are plausible, but shrinkage, density, finish, and inspection remain sensitivity items.",kb/items/parts/ebf3_gun_trajectory_corrector_insulator_set.yaml
ebf3_gun_trajectory_corrector_mount,EBF3 gun trajectory corrector mount,0.04,sensitivity_flag,lunar_candidate_flagged,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_gun_trajectory_corrector_mount.yaml
ebf3_gun_trajectory_corrector_pole_piece_set,EBF3 gun trajectory corrector pole piece set,0.18,import_until_gap_resolved,route_gap,electrical_steel_or_soft_iron,electrical_steel_or_soft_iron,electrical_steel_production_v0,no_material_change,high,magnetic_property_qa,"Shape/material may be plausible, but permeability/loss/lamination/ferrite composition/anneal and magnetic acceptance are not closed.",kb/items/parts/ebf3_gun_trajectory_corrector_pole_piece_set.yaml
ebf3_heater_supply_current_regulator_board,EBF3 heater supply current regulator board,1.4,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_heater_supply_current_regulator_board.yaml
ebf3_heater_supply_enclosure,EBF3 heater supply enclosure,0.6,local_nominal,lunar_candidate,steel,steel,machining_basic_v0,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_heater_supply_enclosure.yaml
ebf3_heater_supply_heat_sink,EBF3 heater supply heat sink,1.2,sensitivity_flag,lunar_candidate_flagged,aluminum,aluminum,aluminum_housing_machining_v1,no_material_change,low,ordinary_metal_route,"Material and broad process route are plausible; remaining issues are geometry, stock form, and inspection detail.",kb/items/parts/ebf3_heater_supply_heat_sink.yaml
ebf3_heater_supply_output_terminal_set,EBF3 heater supply output terminal set,0.5,import_nominal,earth_import,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_heater_supply_output_terminal_set.yaml
ebf3_heater_supply_power_stage,EBF3 heater supply power stage,1.3,import_nominal,import_as_leaf,electronic,electronic,import_receiving_basic_v0,keep_as_complex_import_or_defer,very_high,import_as_complex_item,"Electronics/software are not decomposed into semiconductor, PCB, passives, and packaging routes; keep import unless explicitly decomposed.",kb/items/parts/ebf3_heater_supply_power_stage.yaml
ebf3_hv_bleeder_chain_insulating_support,EBF3 hv bleeder chain insulating support,0.16,import_until_gap_resolved,route_gap,insulator,alumina_ceramic,ceramic_sintering_process_v0,updated_material,high,ceramic_glass_precision_or_hv_qa,"Lunar feedstock is plausible, but dielectric/optical/hermetic/metallized/precision finishing QA is not closed.",kb/items/parts/ebf3_hv_bleeder_chain_insulating_support.yaml
