batch_id,item_id,parent_ids,source_queue_type,mass_nominal_kg,mass_low_kg,mass_high_kg,unit,unit_kind,material_class,material_hint,material_alternates,material_note,performance_checks,existing_candidate,candidate_fit,candidate_note,architecture_assumption,item_path
route_batch_03,ebf3_full_bridge_heat_sink,ebf3_full_bridge_inverter,existing_route_as_leaf,1.5,0.75,3,unit,discrete,metal,aluminum,steel,Aluminum is the normal heat-sink material; steel only as closure proxy.,thermal load/temperature rise,heat_sink_base_machined,likely_reuse,Same-level heat-sink hardware if heat load is modest.,,kb/items/parts/ebf3_full_bridge_heat_sink.yaml
route_batch_04,ebf3_gun_beam_boundary_collector_electrode,ebf3_gun_beam_boundary_pickup,existing_route_as_leaf,0.12,0.0396,0.36,unit,discrete,conductive_metal,molybdenum,tungsten,Electron-gun electrode material; precision and thermal stability dominate.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_beam_boundary_collector_electrode.yaml
route_batch_01,ebf3_gun_beam_boundary_pickup_insulator,ebf3_gun_beam_boundary_pickup,existing_route_as_leaf,0.06,0.0198,0.18,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_beam_boundary_pickup_insulator.yaml
route_batch_02,ebf3_gun_cathode_ceramic_standoff_set,ebf3_gun_cathode_cartridge,existing_route_as_leaf,0.05,0.0165,0.15,unit,discrete,ceramic,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_cathode_ceramic_standoff_set.yaml
route_batch_03,ebf3_gun_cathode_locating_clamp,ebf3_gun_cathode_cartridge,existing_route_as_leaf,0.04,0.0132,0.12,unit,discrete,metal,tungsten,lanthanum_hexaboride; tantalum,Emission material and lunar availability need dedicated review.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_cathode_locating_clamp.yaml
route_batch_04,ebf3_gun_cathode_radiation_shield_clip_set,ebf3_gun_cathode_radiation_shield,existing_route_as_leaf,0.01,0.0033,0.03,unit,discrete,refractory_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_cathode_radiation_shield_clip_set.yaml
route_batch_01,ebf3_gun_cathode_radiation_shield_foil_stack,ebf3_gun_cathode_radiation_shield,existing_route_as_leaf,0.07,0.0231,0.21,unit,discrete,refractory_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_cathode_radiation_shield_foil_stack.yaml
route_batch_02,ebf3_gun_cathode_radiation_shield_spacer_set,ebf3_gun_cathode_radiation_shield,existing_route_as_leaf,0.02,0.0066,0.06,unit,discrete,refractory_metal,steel,aluminum; alumina_ceramic,Choose ceramic if electrical/thermal isolation matters.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_cathode_radiation_shield_spacer_set.yaml
route_batch_03,ebf3_gun_column_body_shell,ebf3_gun_column,existing_route_as_leaf,2.2,0.726,6.6,unit,discrete,vacuum_structural_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_column_body_shell.yaml
route_batch_04,ebf3_gun_column_gun_side_mating_flange,ebf3_gun_column,existing_route_as_leaf,0.55,0.1815,1.65,unit,discrete,vacuum_structural_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_column_gun_side_mating_flange.yaml
route_batch_01,ebf3_gun_column_internal_support_frame,ebf3_gun_column,existing_route_as_leaf,0.75,0.2475,2.25,unit,discrete,vacuum_structural_metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,structural_frame_small_v0,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",,kb/items/parts/ebf3_gun_column_internal_support_frame.yaml
route_batch_02,ebf3_gun_column_optical_axis_datum_set,ebf3_gun_column,existing_route_as_leaf,0.25,0.0825,0.75,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_column_optical_axis_datum_set.yaml
route_batch_03,ebf3_gun_dynamic_lens_coil_assembly,ebf3_gun_dynamic_magnetic_lens,existing_route_as_leaf,0.5,0.165,1.5,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,electron-beam geometry/thermal stability,lens_assembly_magnifying,accuracy_risk,"Optical material, wavelength, and thermal/vacuum environment need review.",,kb/items/parts/ebf3_gun_dynamic_lens_coil_assembly.yaml
route_batch_04,ebf3_gun_dynamic_lens_pole_pieces,ebf3_gun_dynamic_magnetic_lens,existing_route_as_leaf,0.3,0.099,0.9,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,lens_assembly_magnifying,accuracy_risk,"Optical material, wavelength, and thermal/vacuum environment need review.",,kb/items/parts/ebf3_gun_dynamic_lens_pole_pieces.yaml
route_batch_01,ebf3_gun_dynamic_lens_yoke,ebf3_gun_dynamic_magnetic_lens,existing_route_as_leaf,0.4,0.132,1.2,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,lens_assembly_magnifying,accuracy_risk,"Optical material, wavelength, and thermal/vacuum environment need review.",,kb/items/parts/ebf3_gun_dynamic_lens_yoke.yaml
route_batch_02,ebf3_gun_feeder_adapter_body,ebf3_gun_feeder_adapter,existing_route_as_leaf,0.42,0.1386,1.26,unit,discrete,vacuum_structural_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_feeder_adapter_body.yaml
route_batch_03,ebf3_gun_feeder_wire_path_alignment_sleeve,ebf3_gun_feeder_adapter,existing_route_as_leaf,0.12,0.0396,0.36,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_feeder_wire_path_alignment_sleeve.yaml
route_batch_04,ebf3_gun_hv_input_central_conductor,ebf3_gun_hv_input,existing_route_as_leaf,0.18,0.0594,0.54,unit,discrete,conductive_metal,aluminum,copper,Use copper only when conductivity/size penalty matters.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,electrical_wire_and_connectors,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",,kb/items/parts/ebf3_gun_hv_input_central_conductor.yaml
route_batch_01,ebf3_gun_hv_input_flange_housing,ebf3_gun_hv_input,existing_route_as_leaf,0.28,0.0924,0.84,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,enclosure_electrical_medium,accuracy_risk,Housing geometry and interface assumptions are hidden.,,kb/items/parts/ebf3_gun_hv_input_flange_housing.yaml
route_batch_02,ebf3_gun_hv_insulator_ceramic_body,ebf3_gun_hv_insulator,existing_route_as_leaf,0.45,0.1485,1.35,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_hv_insulator_ceramic_body.yaml
route_batch_03,ebf3_gun_hv_insulator_field_grading_electrode_set,ebf3_gun_hv_insulator,existing_route_as_leaf,0.1,0.033,0.3,unit,discrete,conductive_metal,molybdenum,tungsten,Electron-gun electrode material; precision and thermal stability dominate.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_hv_insulator_field_grading_electrode_set.yaml
route_batch_04,ebf3_gun_hv_insulator_metallized_end_interface_set,ebf3_gun_hv_insulator,existing_route_as_leaf,0.08,0.0264,0.24,unit,discrete,metal_ceramic_interface,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_hv_insulator_metallized_end_interface_set.yaml
route_batch_01,ebf3_gun_hv_insulator_mounting_collar_set,ebf3_gun_hv_insulator,existing_route_as_leaf,0.12,0.0396,0.36,unit,discrete,metal,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_hv_insulator_mounting_collar_set.yaml
route_batch_02,ebf3_gun_main_lens_coil_assembly,ebf3_gun_main_magnetic_lens,existing_route_as_leaf,0.9,0.297,2.7,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,electron-beam geometry/thermal stability,lens_assembly_magnifying,accuracy_risk,"Optical material, wavelength, and thermal/vacuum environment need review.",,kb/items/parts/ebf3_gun_main_lens_coil_assembly.yaml
route_batch_03,ebf3_gun_main_lens_pole_pieces,ebf3_gun_main_magnetic_lens,existing_route_as_leaf,0.7,0.231,2.1,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,lens_assembly_magnifying,accuracy_risk,"Optical material, wavelength, and thermal/vacuum environment need review.",,kb/items/parts/ebf3_gun_main_lens_pole_pieces.yaml
route_batch_04,ebf3_gun_main_lens_yoke,ebf3_gun_main_magnetic_lens,existing_route_as_leaf,0.6,0.198,1.8,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,lens_assembly_magnifying,accuracy_risk,"Optical material, wavelength, and thermal/vacuum environment need review.",,kb/items/parts/ebf3_gun_main_lens_yoke.yaml
route_batch_01,ebf3_gun_secondary_electron_ring_collector,ebf3_gun_secondary_electron_pickup,existing_route_as_leaf,0.1,0.033,0.3,unit,discrete,conductive_metal,conductive_metal,,Current material_class is the starting point.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_secondary_electron_ring_collector.yaml
route_batch_02,ebf3_gun_secondary_pickup_insulator,ebf3_gun_secondary_electron_pickup,existing_route_as_leaf,0.05,0.0165,0.15,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_secondary_pickup_insulator.yaml
route_batch_03,ebf3_gun_signal_shield_termination_interface,ebf3_gun_signal_wiring,existing_route_as_leaf,0.05,0.0165,0.15,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_signal_shield_termination_interface.yaml
route_batch_04,ebf3_gun_trajectory_corrector_insulator_set,ebf3_gun_trajectory_corrector,existing_route_as_leaf,0.08,0.0264,0.24,unit,discrete,insulator,alumina_ceramic,porcelain; fused_silica,Use ceramic route; dielectric/creepage rating required.,voltage/current/dielectric rating; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_trajectory_corrector_insulator_set.yaml
route_batch_01,ebf3_gun_trajectory_corrector_mount,ebf3_gun_trajectory_corrector,existing_route_as_leaf,0.04,0.0132,0.12,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,electron-beam geometry/thermal stability; stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_trajectory_corrector_mount.yaml
route_batch_02,ebf3_gun_trajectory_corrector_pole_piece_set,ebf3_gun_trajectory_corrector,existing_route_as_leaf,0.18,0.0594,0.54,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_trajectory_corrector_pole_piece_set.yaml
route_batch_03,ebf3_gun_deflection_x_coil_pair,ebf3_gun_two_axis_deflection_coils,existing_route_as_leaf,0.3,0.099,0.9,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,motion tolerance/load/lubrication; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_deflection_x_coil_pair.yaml
route_batch_04,ebf3_gun_deflection_y_coil_pair,ebf3_gun_two_axis_deflection_coils,existing_route_as_leaf,0.3,0.099,0.9,unit,discrete,composite,composite_placeholder,split_into_materials,Split or proxy if material mix affects closure.,motion tolerance/load/lubrication; electron-beam geometry/thermal stability,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_gun_deflection_y_coil_pair.yaml
route_batch_01,ebf3_hv_transformer_insulating_fluid,ebf3_high_voltage_tank,existing_route_as_leaf,8,2.64,24,unit,discrete,polymer,silicone_rubber,other_kb_polymer,Check vacuum/outgassing and temperature limits.,voltage/current/dielectric rating; circuit function/rating,high_voltage_transformer,accuracy_risk,Voltage class and insulation package need scaling.,,kb/items/parts/ebf3_hv_transformer_insulating_fluid.yaml
route_batch_02,ebf3_hv_cable_braided_shield,ebf3_hv_cable_to_gun,existing_route_as_leaf,0.18,0.0594,0.54,unit,discrete,conductive_metal,steel,aluminum; refractory_foil,Radiation/HV shields may need refractory metal.,voltage/current/dielectric rating,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_hv_cable_braided_shield.yaml
route_batch_03,ebf3_hv_cable_central_conductor,ebf3_hv_cable_to_gun,existing_route_as_leaf,0.22,0.0726,0.66,unit,discrete,conductive_metal,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_hv_cable_central_conductor.yaml
route_batch_04,ebf3_hv_cable_dielectric_insulation,ebf3_hv_cable_to_gun,existing_route_as_leaf,0.36,0.1188,1.08,unit,discrete,polymer_dielectric,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_hv_cable_dielectric_insulation.yaml
route_batch_01,ebf3_hv_cable_outer_jacket,ebf3_hv_cable_to_gun,existing_route_as_leaf,0.16,0.0528,0.48,unit,discrete,polymer,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_hv_cable_outer_jacket.yaml
route_batch_02,ebf3_hv_cable_semiconductive_stress_control_layer,ebf3_hv_cable_to_gun,existing_route_as_leaf,0.08,0.0264,0.24,unit,discrete,conductive_polymer_composite,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,assembled_cable_harness,accuracy_risk,"Length, shield, insulation, and rating need scaling.",,kb/items/parts/ebf3_hv_cable_semiconductive_stress_control_layer.yaml
route_batch_03,ebf3_hv_bleeder_chain_insulating_support,ebf3_hv_discharge_bleeder_resistor_chain,existing_route_as_leaf,0.16,0.0528,0.48,unit,discrete,insulator,insulator,,Current material_class is the starting point.,voltage/current/dielectric rating,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_bleeder_chain_insulating_support.yaml
route_batch_04,ebf3_hv_return_current_monitor_insulating_mount,ebf3_hv_output_return_current_monitor,existing_route_as_leaf,0.12,0.0396,0.36,unit,discrete,insulator,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,voltage/current/dielectric rating; stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_return_current_monitor_insulating_mount.yaml
route_batch_01,ebf3_hv_voltage_divider_insulating_support,ebf3_hv_output_voltage_divider_sensing,existing_route_as_leaf,0.1,0.033,0.3,unit,discrete,insulator,insulator,,Current material_class is the starting point.,voltage/current/dielectric rating,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_voltage_divider_insulating_support.yaml
route_batch_02,ebf3_hv_tank_lid,ebf3_hv_tank_enclosure,existing_route_as_leaf,2,0.66,6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_tank_lid.yaml
route_batch_03,ebf3_hv_tank_lid_seal,ebf3_hv_tank_enclosure,existing_route_as_leaf,0.5,0.165,1.5,unit,discrete,polymer,silicone_rubber,metal_gasket,Vacuum/oil compatibility decides final material.,voltage/current/dielectric rating; vacuum leak rate/outgassing,vacuum_seal_assembly,accuracy_risk,Seal geometry/material/leak rate are hidden.,,kb/items/parts/ebf3_hv_tank_lid_seal.yaml
route_batch_04,ebf3_hv_tank_shell,ebf3_hv_tank_enclosure,existing_route_as_leaf,8,2.64,24,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_tank_shell.yaml
route_batch_01,ebf3_hv_drain_valve,ebf3_hv_tank_fill_drain_ports,existing_route_as_leaf,0.2,0.066,0.6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_drain_valve.yaml
route_batch_02,ebf3_hv_fill_port,ebf3_hv_tank_fill_drain_ports,existing_route_as_leaf,0.12,0.0396,0.36,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_fill_port.yaml
route_batch_03,ebf3_hv_tank_bonding_anchor,ebf3_hv_tank_grounding_terminal,existing_route_as_leaf,0.08,0.0264,0.24,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_tank_bonding_anchor.yaml
route_batch_04,ebf3_hv_tank_ground_lug,ebf3_hv_tank_grounding_terminal,existing_route_as_leaf,0.12,0.0396,0.36,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_tank_ground_lug.yaml
route_batch_04,ebf3_hv_pressure_relief_seal,ebf3_hv_tank_pressure_relief,existing_route_as_leaf,0.08,0.0264,0.24,unit,discrete,polymer,silicone_rubber,metal_gasket,Vacuum/oil compatibility decides final material.,voltage/current/dielectric rating; vacuum leak rate/outgassing,vacuum_seal_assembly,accuracy_risk,Seal geometry/material/leak rate are hidden.,,kb/items/parts/ebf3_hv_pressure_relief_seal.yaml
route_batch_01,ebf3_hv_pressure_relief_valve_body,ebf3_hv_tank_pressure_relief,existing_route_as_leaf,0.22,0.0726,0.66,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,voltage/current/dielectric rating; vacuum leak rate/outgassing,pressure_relief_valve,likely_reuse,Same function; check setpoint and fluid compatibility.,,kb/items/parts/ebf3_hv_pressure_relief_valve_body.yaml
route_batch_02,ebf3_hv_tank_temperature_sensor_mount,ebf3_hv_tank_temperature_sensor,existing_route_as_leaf,0.02,0.0066,0.06,unit,discrete,metal,steel,aluminum; alumina_ceramic,Simple machined/bent/welded hardware unless insulating.,voltage/current/dielectric rating; vacuum leak rate/outgassing; circuit function/rating; stiffness/tolerance/interface fit,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_hv_tank_temperature_sensor_mount.yaml
route_batch_03,ebf3_input_rectifier_busbar_set,ebf3_input_rectifier,existing_route_as_leaf,0.7,0.231,2.1,unit,discrete,metal,aluminum,copper,Use copper only when current density or thermal penalty matters.,voltage/current/dielectric rating; circuit function/rating,rectifier_bridge_heavy_duty,accuracy_risk,Broad rectifier family match.,,kb/items/parts/ebf3_input_rectifier_busbar_set.yaml
route_batch_04,ebf3_input_rectifier_heat_sink,ebf3_input_rectifier,existing_route_as_leaf,0.8,0.32,2,unit,discrete,metal,aluminum,steel,Aluminum is the normal heat-sink material; steel only as closure proxy.,circuit function/rating; thermal load/temperature rise,rectifier_bridge_heavy_duty,accuracy_risk,Broad rectifier family match.,,kb/items/parts/ebf3_input_rectifier_heat_sink.yaml
route_batch_01,ebf3_intermediate_wire_guide_body,ebf3_intermediate_wire_guide,existing_route_as_leaf,0.16,0.064,0.4,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_intermediate_wire_guide_body.yaml
route_batch_02,ebf3_intermediate_wire_guide_wear_insert,ebf3_intermediate_wire_guide,existing_route_as_leaf,0.09,0.036,0.225,unit,discrete,ceramic,alumina_ceramic,porcelain; fused_silica,Select dielectric/thermal grade before recipe work.,motion tolerance/load/lubrication,,none,No same-level existing KB candidate found by rule.,,kb/items/parts/ebf3_intermediate_wire_guide_wear_insert.yaml
route_batch_03,ebf3_hv_lead_conductor_set,ebf3_internal_hv_leads_terminals,existing_route_as_leaf,0.6,0.198,1.8,unit,discrete,metal,aluminum_conductor,copper_conductor,"Voltage, vacuum, and temperature decide insulation.",voltage/current/dielectric rating,electrical_wire_and_connectors,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",,kb/items/parts/ebf3_hv_lead_conductor_set.yaml
route_batch_04,ebf3_hv_lead_support_standoff_set,ebf3_internal_hv_leads_terminals,existing_route_as_leaf,0.2,0.066,0.6,unit,discrete,insulator,alumina_ceramic,steel,Use ceramic when electrical/thermal isolation matters; steel only for structural standoffs.,voltage/current/dielectric rating,electrical_wire_and_connectors,accuracy_risk,"Length, conductor, insulation, and termination need scaling.",,kb/items/parts/ebf3_hv_lead_support_standoff_set.yaml
route_batch_01,ebf3_matching_network_busbar_set,ebf3_inverter_matching_network,existing_route_as_leaf,0.6,0.198,1.8,unit,discrete,metal,aluminum,copper,Use copper only when current density or thermal penalty matters.,voltage/current/dielectric rating,busbar_distribution_system_v0,accuracy_risk,Current rating and conductor geometry need scaling.,,kb/items/parts/ebf3_matching_network_busbar_set.yaml
route_batch_02,ebf3_matching_network_mounting_frame,ebf3_inverter_matching_network,existing_route_as_leaf,0.9,0.45,1.8,unit,discrete,metal,steel_structural_stock,aluminum_structural_stock,Select by stiffness and fabrication route.,stiffness/tolerance/interface fit,structural_frame_small_v0,accuracy_risk,"Frame geometry, stiffness, and mounting assumptions need scaling.",,kb/items/parts/ebf3_matching_network_mounting_frame.yaml
route_batch_03,ebf3_linear_encoder_mounting_bracket_set,ebf3_linear_encoder_scales,existing_route_as_leaf,0.3,0.12,0.75,unit,discrete,metal,steel,aluminum,Simple machined/bent/welded hardware.,motion tolerance/load/lubrication; stiffness/tolerance/interface fit,linear_encoder_set,accuracy_risk,Scale/read-head/grating precision assumptions are hidden.,,kb/items/parts/ebf3_linear_encoder_mounting_bracket_set.yaml
route_batch_04,ebf3_linear_encoder_scale_strip_set,ebf3_linear_encoder_scales,existing_route_as_leaf,0.75,0.3,1.875,unit,discrete,glass,glass,,Current material_class is the starting point.,motion tolerance/load/lubrication,linear_encoder_set,accuracy_risk,Scale/read-head/grating precision assumptions are hidden.,,kb/items/parts/ebf3_linear_encoder_scale_strip_set.yaml
route_batch_01,ebf3_linear_guide_carriage_block_set,ebf3_linear_guide_carriages,existing_route_as_leaf,1.1,0.44,2.75,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,linear_guide_rails,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",,kb/items/parts/ebf3_linear_guide_carriage_block_set.yaml
route_batch_02,ebf3_linear_guide_carriage_retainer_set,ebf3_linear_guide_carriages,existing_route_as_leaf,0.25,0.1,0.625,unit,discrete,metal,steel,aluminum,Simple retaining hardware unless high temperature.,motion tolerance/load/lubrication,linear_guide_rails,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",,kb/items/parts/ebf3_linear_guide_carriage_retainer_set.yaml
route_batch_03,ebf3_linear_guide_carriage_rolling_element_set,ebf3_linear_guide_carriages,existing_route_as_leaf,0.55,0.22,1.375,unit,discrete,precision_metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,linear_guide_rails,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",,kb/items/parts/ebf3_linear_guide_carriage_rolling_element_set.yaml
route_batch_04,ebf3_linear_guide_rail_body_set,ebf3_linear_guide_rails,existing_route_as_leaf,2.4,0.96,6,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,linear_guide_rails,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",,kb/items/parts/ebf3_linear_guide_rail_body_set.yaml
route_batch_01,ebf3_linear_guide_rail_end_stop_set,ebf3_linear_guide_rails,existing_route_as_leaf,0.3,0.12,0.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,linear_guide_rails,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",,kb/items/parts/ebf3_linear_guide_rail_end_stop_set.yaml
route_batch_02,ebf3_linear_guide_rail_mounting_hole_datum_set,ebf3_linear_guide_rails,existing_route_as_leaf,0.3,0.12,0.75,unit,discrete,metal,steel,aluminum,Default to steel for structural closure; switch to aluminum if mass/thermal benefit matters.,motion tolerance/load/lubrication,linear_guide_rails,accuracy_risk,"Rail/carriage split, preload, straightness, and lubrication need review.",,kb/items/parts/ebf3_linear_guide_rail_mounting_hole_datum_set.yaml
route_batch_03,ebf3_lv_distribution_busbar_set,ebf3_low_voltage_distribution_panel,existing_route_as_leaf,1.1,0.363,3.3,unit,discrete,metal,aluminum,copper,Use copper only when current density or thermal penalty matters.,voltage/current/dielectric rating,busbar_distribution_system_v0,accuracy_risk,Current rating and conductor geometry need scaling.,,kb/items/parts/ebf3_lv_distribution_busbar_set.yaml
