batch,item_id,parent_ids,disposition,confidence,reason,checked_refs,next_action
5,ebf3_full_bridge_power_semiconductor_module_set,ebf3_full_bridge_inverter,keep_ebf3_leaf,high,"No same-level KB candidate. Power semiconductor module manufacturing hides die fabrication, packaging, isolation, voltage/current rating, thermal interface, and import mass.",readiness_csv; item_yaml,Keep EBF3 leaf; treat as deferred/import-risk electronics unless module supply chain is decomposed.
5,ebf3_full_bridge_snubber_component_set,ebf3_full_bridge_inverter,keep_ebf3_leaf,high,"No same-level KB candidate. Snubber set hides capacitor/resistor technology, voltage and pulse ratings, layout parasitics, and imported electronics content.",readiness_csv; item_yaml,Keep EBF3 leaf; decompose snubber components only if power-stage closure matters.
5,ebf3_gun_anode,ebf3_fixed_electron_beam_gun,keep_ebf3_leaf,high,"No same-level KB candidate. Electron-gun anode is beam-geometry-defining; material, aperture, surface finish, alignment, and thermal stability are unresolved.",readiness_csv; item_yaml,Keep EBF3 anode leaf; require dedicated electrode readiness before local closure.
5,ebf3_gun_beam_boundary_collector_electrode,ebf3_gun_beam_boundary_pickup,keep_ebf3_leaf,high,"No same-level KB candidate. Collector electrode geometry, heat load, isolation boundary, surface condition, and beam-intercept behavior affect electron-gun safety/control outputs.",readiness_csv; item_yaml,Keep EBF3 electrode leaf; review with beam-boundary pickup design.
5,ebf3_gun_beam_boundary_pickup_insulator,ebf3_gun_beam_boundary_pickup,keep_ebf3_leaf,high,"No same-level KB candidate. Ceramic insulator must satisfy HV isolation, geometry, vacuum/outgassing, surface finish, and feedthrough boundary assumptions.",readiness_csv; item_yaml,Keep EBF3 insulator leaf; assign ceramic/process route only after voltage and geometry are known.
5,ebf3_gun_cathode,ebf3_fixed_electron_beam_gun,keep_ebf3_leaf,high,"No same-level KB candidate. Cathode is the electron emitter; tungsten/LaB6 choice, filament geometry, emission behavior, fabrication route, and lunar material availability are unresolved.",readiness_csv; item_yaml; cathode_variant_review,Keep EBF3 cathode leaf; do not attach local recipe until emitter route is selected.
5,ebf3_gun_cathode_cartridge_base,ebf3_gun_cathode_cartridge,keep_ebf3_leaf,high,"No same-level KB candidate. Cartridge base sets cathode datum and serviceability; material stack, machining, thermal isolation, and alignment geometry remain unresolved.",readiness_csv; item_yaml,Keep EBF3 cartridge-base leaf; review with cathode package geometry.
5,ebf3_gun_cathode_ceramic_standoff_set,ebf3_gun_cathode_cartridge,keep_ebf3_leaf,high,"No same-level KB candidate. Standoffs are HV/high-vacuum ceramic supports; alumina grade, metallization, creep path, surface finish, and alignment are unresolved.",readiness_csv; item_yaml,Keep EBF3 ceramic standoff leaf; classify route after voltage and package geometry are fixed.
5,ebf3_gun_cathode_current_lead_pair,ebf3_gun_cathode_heater_leads,keep_ebf3_leaf,high,"electrical_wire_and_connectors is wrong accuracy for hot cathode leads. It hides refractory conductor, heater current, thermal transition, vacuum insulation, and termination behavior.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0; cathode_variant_review,Keep EBF3 current-lead leaf; do not use generic wiring as closure.
5,ebf3_gun_cathode_hot_contact_pair,ebf3_gun_cathode_cartridge,keep_ebf3_leaf,high,"No same-level KB candidate. Hot contacts define heater-current transfer near the emitter; contact material, weld/clamp method, temperature, and serviceability are unresolved.",readiness_csv; item_yaml,Keep EBF3 hot-contact leaf; review with cathode cartridge.
5,ebf3_gun_cathode_lead_termination_set,ebf3_gun_cathode_heater_leads,keep_ebf3_leaf,high,"electrical_wire_and_connectors is not same-level enough for cathode terminations. It hides hot-side joint method, refractory materials, thermal gradient, HV spacing, and vacuum compatibility.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0; cathode_variant_review,Keep EBF3 termination leaf; define weld/clamp/feedthrough-side route later.
5,ebf3_gun_cathode_locating_clamp,ebf3_gun_cathode_cartridge,keep_ebf3_leaf,medium,"No same-level KB candidate. Small metal clamp may be local, but datum retention, thermal exposure, fastener details, material, and alignment effect are unresolved.",readiness_csv; item_yaml,Keep EBF3 clamp leaf; later review as precision cathode-retention hardware.
5,ebf3_gun_cathode_radiation_shield_clip_set,ebf3_gun_cathode_radiation_shield,keep_ebf3_leaf,medium,"No same-level KB candidate. Clips are small, but refractory material, high-temperature/vacuum behavior, retention geometry, and beam-adjacent thermal role are unresolved.",readiness_csv; item_yaml,Keep EBF3 shield-clip leaf; review with radiation shield stack.
5,ebf3_gun_cathode_radiation_shield_foil_stack,ebf3_gun_cathode_radiation_shield,keep_ebf3_leaf,high,"No same-level KB candidate. Refractory foil stack hides material form, foil fabrication, spacing, thermal shielding effectiveness, vacuum cleanliness, and lunar material availability.",readiness_csv; item_yaml,Keep EBF3 foil-stack leaf; require dedicated refractory-foil route before local closure.
5,ebf3_gun_cathode_radiation_shield_spacer_set,ebf3_gun_cathode_radiation_shield,keep_ebf3_leaf,medium,"No same-level KB candidate. Spacer material could be metal or ceramic; electrical/thermal isolation, spacing accuracy, vacuum behavior, and shield geometry remain unresolved.",readiness_csv; item_yaml,Keep EBF3 spacer leaf; review material choice with shield design.
5,ebf3_gun_column_body_shell,ebf3_gun_column,keep_ebf3_leaf,high,"No same-level KB candidate. Gun column shell is vacuum/electron-gun structural geometry; alloy, wall design, weldments, machining, alignment, and chamber-boundary role are unresolved.",readiness_csv; item_yaml,Keep EBF3 column-shell leaf; require dedicated vacuum structural route before local closure.
6,ebf3_gun_column_gun_side_mating_flange,ebf3_gun_column,keep_ebf3_leaf,high,"No same-level KB candidate. Flange datum, vacuum gasket interface, bolt pattern, and gun-column alignment affect import mass and local vacuum-structural capability.",readiness_csv; item_yaml,Keep EBF3 flange leaf; review dedicated vacuum flange geometry and fabrication route before substitution.
6,ebf3_gun_column_internal_support_frame,ebf3_gun_column,expand_but_flag,medium,"structural_frame_small_v0 has a local frame recipe, but 12 kg generic welded frame vs 0.75 kg gun internal support hides electrode/lens mounting geometry, stiffness, vacuum finish, and alignment.",readiness_csv; item_yaml; candidate_item_yaml; recipe_structural_frame_small_v0,Use only as structural-frame sensitivity proxy with EBF3 mass retained; not reliable gun-column support closure.
6,ebf3_gun_column_optical_axis_datum_set,ebf3_gun_column,keep_ebf3_leaf,high,"No same-level KB candidate. Optical-axis datum features are precision alignment elements; local_ok would hide tolerance, inspection, thermal stability, and beam-geometry risk.",readiness_csv; item_yaml,Keep EBF3 datum leaf; define precision datum geometry and inspection route separately.
6,ebf3_gun_control_electrode,ebf3_fixed_electron_beam_gun,keep_ebf3_leaf,high,"No same-level KB candidate. Control electrode is beam-current and field-shaping hardware; material, aperture, surface finish, bias contact, and thermal stability are unresolved.",readiness_csv; item_yaml,Keep EBF3 electrode leaf; require dedicated electron-gun electrode readiness before local closure.
6,ebf3_gun_control_electrode_insulator,ebf3_fixed_electron_beam_gun,keep_ebf3_leaf,high,"No same-level KB candidate. Ceramic control-electrode insulator hides dielectric rating, creepage, metallization, vacuum cleanliness, and electrode spacing assumptions.",readiness_csv; item_yaml,Keep EBF3 insulator leaf; review ceramic material and HV/vacuum geometry before substitution.
6,ebf3_gun_deflection_magnetic_yoke,ebf3_gun_two_axis_deflection_coils,keep_ebf3_leaf,high,"No same-level KB candidate. Magnetic yoke material, segmentation, machining, vacuum compatibility, and field-response requirements affect beam steering and local manufacturing energy.",readiness_csv; item_yaml,Keep EBF3 yoke leaf; review magnetic material and fabrication route separately.
6,ebf3_gun_deflection_x_coil_pair,ebf3_gun_two_axis_deflection_coils,keep_ebf3_leaf,high,"No same-level KB candidate. Coil pair hides winding pattern, conductor, insulation, former, leads, vacuum compatibility, inductance, and driver matching.",readiness_csv; item_yaml,Keep EBF3 X-coil leaf; decompose coil stack only if steering closure matters.
6,ebf3_gun_deflection_y_coil_pair,ebf3_gun_two_axis_deflection_coils,keep_ebf3_leaf,high,"No same-level KB candidate. Coil pair hides winding pattern, conductor, insulation, former, leads, vacuum compatibility, inductance, and driver matching.",readiness_csv; item_yaml,Keep EBF3 Y-coil leaf; decompose coil stack only if steering closure matters.
6,ebf3_gun_diagnostic_signal_feedthrough_insert,ebf3_gun_signal_wiring,expand_but_flag,medium,"electrical_feedthrough_vacuum is same broad vacuum-feedthrough family, but it is a 1 kg whole feedthrough and hides pinout, ceramic-to-metal construction, voltage rating, sealing geometry, and signal architecture.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_feedthrough_vacuum_v0,Use only as feedthrough sensitivity proxy with EBF3 mass retained; not reliable diagnostic insert closure.
6,ebf3_gun_dynamic_lens_coil_assembly,ebf3_gun_dynamic_magnetic_lens,keep_ebf3_leaf,high,"lens_assembly_magnifying is optical glass hardware, not a magnetic electron-lens coil. Substitution would erase conductor, insulation, potting, thermal, and vacuum closure.",readiness_csv; item_yaml; candidate_item_yaml; recipe_lens_assembly_magnifying_v0,Keep EBF3 coil assembly; decompose magnetic-lens coil materials and process route separately.
6,ebf3_gun_dynamic_lens_pole_pieces,ebf3_gun_dynamic_magnetic_lens,keep_ebf3_leaf,high,"lens_assembly_magnifying is wrong function: optical lens assembly versus magnetic pole pieces. Local_ok would hide magnetic alloy, gap geometry, machining tolerance, and heat treatment.",readiness_csv; item_yaml; candidate_item_yaml; recipe_lens_assembly_magnifying_v0,Keep EBF3 pole-piece leaf; review magnetic material and precision machining route.
6,ebf3_gun_dynamic_lens_yoke,ebf3_gun_dynamic_magnetic_lens,keep_ebf3_leaf,high,lens_assembly_magnifying is wrong function: optical magnification versus magnetic return path. Substitution would corrupt local magnetic-material capability and manufacturing energy.,readiness_csv; item_yaml; candidate_item_yaml; recipe_lens_assembly_magnifying_v0,"Keep EBF3 yoke leaf; review magnetic yoke material, forming, machining, and heat treatment."
6,ebf3_gun_feeder_adapter_body,ebf3_gun_feeder_adapter,keep_ebf3_leaf,high,"No same-level KB candidate. Adapter body connects feeder output to gun-side wire path; geometry, sealing, fasteners, vacuum material, and interface ownership remain unresolved.",readiness_csv; item_yaml,Keep EBF3 adapter body leaf; review vacuum structural route after feeder/gun interface geometry is fixed.
6,ebf3_gun_feeder_wire_path_alignment_sleeve,ebf3_gun_feeder_adapter,keep_ebf3_leaf,medium,"No same-level KB candidate. Sleeve may be local metalwork, but bore tolerance, thermal exposure, service tolerance, and wire-path alignment can affect feed reliability.",readiness_csv; item_yaml,Keep EBF3 sleeve leaf; later review as precision guide/alignment hardware.
6,ebf3_gun_hv_input_central_conductor,ebf3_gun_hv_input,keep_ebf3_leaf,high,"electrical_wire_and_connectors is wrong level/function for a gun HV input conductor. It hides conductor geometry, creepage clearance, termination, HV rating, and feedthrough coupling.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Keep EBF3 HV conductor leaf; do not close with ordinary wiring.
6,ebf3_gun_hv_input_flange_housing,ebf3_gun_hv_input,keep_ebf3_leaf,high,"enclosure_electrical_medium is not a same-level HV input flange housing. It hides flange pattern, vacuum boundary, conductor support, dielectric spacing, and gun-column interface.",readiness_csv; item_yaml; candidate_item_yaml; recipe_enclosure_electrical_medium_v0,Keep EBF3 flange housing leaf; review dedicated HV/vacuum housing route.
6,ebf3_gun_hv_input_receiving_terminal,ebf3_gun_hv_input,keep_ebf3_leaf,high,"terminal_block_set is import-encoded but not a suitable same-level substitute for a gun-side HV cable receiving terminal; it hides connector geometry, shield termination, sealing, creepage, and service method.",readiness_csv; item_yaml; candidate_item_yaml,Keep EBF3 receiving-terminal leaf; define HV terminal geometry/material or import route separately.
6,ebf3_gun_hv_insulator_ceramic_body,ebf3_gun_hv_insulator,keep_ebf3_leaf,high,"No same-level KB candidate. Ceramic body closure depends on grade, shape, creepage, dielectric rating, surface finish, and local ceramic process capability.",readiness_csv; item_yaml,Keep EBF3 ceramic-body leaf; review dedicated HV ceramic route before local closure.
6,ebf3_gun_hv_insulator_field_grading_electrode_set,ebf3_gun_hv_insulator,keep_ebf3_leaf,high,"No same-level KB candidate. Field-grading electrodes control corona/electric-field behavior; geometry, potential connection, material, and surface finish are unresolved.",readiness_csv; item_yaml,Keep EBF3 field-grading electrode leaf; review HV field-control geometry and fabrication route.
6,ebf3_gun_hv_insulator_metallized_end_interface_set,ebf3_gun_hv_insulator,keep_ebf3_leaf,high,"No same-level KB candidate. Metal-ceramic interface hides metallization stack, braze alloy, compatible metals, vacuum cleanliness, and process capability.",readiness_csv; item_yaml,Keep EBF3 metallized-interface leaf; review ceramic-to-metal joining route separately.
7,ebf3_gun_hv_insulator_mounting_collar_set,ebf3_gun_hv_insulator,keep_ebf3_leaf,high,No same-level KB candidate. Collar/clamp geometry sits in HV insulator mounting; wrong local closure would hide dielectric clearance and understate import/local capability risk.,readiness_csv; item_yaml,"Keep EBF3 collar leaf; review ceramic/metal role, creepage, pressure, and fabrication route before substitution."
7,ebf3_gun_local_diagnostic_signal_lead_set,ebf3_gun_signal_wiring,expand_but_flag,medium,"electrical_wire_and_connectors is same broad wiring level with a recipe, but hides in-gun shielding, insulation, HV/vacuum adjacency, and termination; wrong closure skews import mass and wiring energy.",readiness_csv; item_yaml; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Use only as wiring sensitivity proxy with EBF3 mass retained; not reliable gun diagnostic lead closure.
7,ebf3_gun_main_lens_coil_assembly,ebf3_gun_main_magnetic_lens,keep_ebf3_leaf,high,"lens_assembly_magnifying is an optical lens assembly, not a magnetic electron-lens coil. Substitution would erase conductor/insulation/thermal closure and misstate local capability.",readiness_csv; item_yaml; candidate_item_yaml; recipe_lens_assembly_magnifying_v0,"Keep EBF3 coil assembly; decompose conductor, insulation, potting, leads, and thermal path if needed."
7,ebf3_gun_main_lens_pole_pieces,ebf3_gun_main_magnetic_lens,keep_ebf3_leaf,high,"lens_assembly_magnifying is optical glass hardware, not magnetic pole pieces. Using it would hide alloy, gap geometry, machining, heat treatment, and energy assumptions.",readiness_csv; item_yaml; candidate_item_yaml; recipe_lens_assembly_magnifying_v0,Keep EBF3 pole-piece leaf; review magnetic alloy and precision machining route separately.
7,ebf3_gun_main_lens_yoke,ebf3_gun_main_magnetic_lens,keep_ebf3_leaf,high,lens_assembly_magnifying is wrong function: optical magnification versus magnetic return path. Substitution would corrupt local magnetic-material capability and process energy.,readiness_csv; item_yaml; candidate_item_yaml; recipe_lens_assembly_magnifying_v0,"Keep EBF3 yoke leaf; review magnetic yoke material, forming, machining, and heat treatment."
7,ebf3_gun_screen_electrode,ebf3_fixed_electron_beam_gun,keep_ebf3_leaf,high,"No same-level KB candidate. Screen electrode is electron-gun field-shaping refractory metal; wrong closure would hide aperture, thermal stability, and import-material risk.",readiness_csv; item_yaml,Keep EBF3 electrode leaf; decompose refractory material and precision electrode fabrication only if gun-core closure matters.
7,ebf3_gun_secondary_electron_ring_collector,ebf3_gun_secondary_electron_pickup,keep_ebf3_leaf,high,"No same-level KB candidate. Ring collector geometry, biasing, placement, and conductive surface affect diagnostics; wrong closure would overstate local electronics/gun capability.",readiness_csv; item_yaml,"Keep EBF3 collector leaf; review collector geometry, material, bias isolation, and signal interface."
7,ebf3_gun_secondary_pickup_insulator,ebf3_gun_secondary_electron_pickup,keep_ebf3_leaf,high,"No same-level KB candidate. Pickup insulator needs ceramic shape, bias clearance, and feedthrough boundary; false local closure would hide dielectric risk and energy route.",readiness_csv; item_yaml,Keep EBF3 insulator leaf; review ceramic material and dielectric fabrication route.
7,ebf3_gun_side_oil_tank,ebf3_fixed_electron_beam_gun,keep_ebf3_leaf,high,"No same-level KB candidate and item is an unresolved boundary marker. Decomposing or substituting now would invent oil volume, shell, seals, and import mass.",readiness_csv; item_yaml,Keep EBF3 oil-tank leaf until gun-side oil-volume evidence supports shell/oil/seal decomposition.
7,ebf3_gun_signal_shield_termination_interface,ebf3_gun_signal_wiring,keep_ebf3_leaf,high,"No same-level KB candidate. This is a shield termination boundary, not generic wire; wrong closure would hide grounding/isolation and pollute local wiring/import assumptions.",readiness_csv; item_yaml,"Keep EBF3 interface leaf; review grounding policy, connector geometry, material, and isolation separately."
7,ebf3_gun_trajectory_corrector_coil_set,ebf3_gun_trajectory_corrector,keep_ebf3_leaf,high,"No same-level KB candidate. Corrector coils control beam trajectory; generic electronics or coil closure would hide winding, insulation, thermal, and alignment risks.",readiness_csv; item_yaml,"Keep EBF3 coil-set leaf; decompose conductor, insulation, and magnetic geometry if trajectory corrector closure matters."
7,ebf3_gun_trajectory_corrector_insulator_set,ebf3_gun_trajectory_corrector,keep_ebf3_leaf,high,No same-level KB candidate. Insulator set carries HV/electron-gun clearance assumptions; false local closure would understate import/dielectric capability risk.,readiness_csv; item_yaml,Keep EBF3 insulator leaf; review ceramic or other dielectric route with creepage/clearance.
7,ebf3_gun_trajectory_corrector_mount,ebf3_gun_trajectory_corrector,keep_ebf3_leaf,medium,"No same-level KB candidate. Small mount may be local metalwork, but beam alignment, stiffness, insulation option, and finish are unresolved; local_ok would hide tolerance risk.",readiness_csv; item_yaml,Keep EBF3 mount leaf; later review as precision mount if corrector geometry is closed.
7,ebf3_gun_trajectory_corrector_pole_piece_set,ebf3_gun_trajectory_corrector,keep_ebf3_leaf,high,"No same-level KB candidate. Pole pieces are magnetic beam-control geometry; wrong closure would hide alloy, machining, heat treatment, and distort local manufacturing energy.",readiness_csv; item_yaml,Keep EBF3 pole-piece leaf; review magnetic material and precision fabrication route.
7,ebf3_heater_supply_current_regulator_board,ebf3_cathode_heater_supply,keep_ebf3_leaf,high,"No same-level KB candidate. Electronics board hides semiconductors, PCB, control rating, and test burden; local_ok would overstate lunar electronics capability and undercount imports.",readiness_csv; item_yaml,Keep EBF3 board leaf; treat as deferred/import-risk electronics unless board is decomposed.
7,ebf3_heater_supply_enclosure,ebf3_cathode_heater_supply,expand_but_flag,medium,"enclosure_electrical_medium is same broad enclosure function with recipe, but register says not enough accuracy and mass/thermal/clearance assumptions are hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_enclosure_electrical_medium_v0,Use only as enclosure sensitivity proxy with EBF3 mass retained; do not mark reliable local closure.
7,ebf3_heater_supply_heat_sink,ebf3_cathode_heater_supply,expand_but_flag,medium,"heat_sink_base_machined is same broad heat-sink function with a recipe, but register flags thermal path, mounting, isolation, cooling, and mass mismatch risk.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_heat_sink_base_machined_v1,Use only as heat-sink process proxy; review thermal resistance and mounting before local_ok.
7,ebf3_heater_supply_power_stage,ebf3_cathode_heater_supply,keep_ebf3_leaf,high,"No same-level KB candidate. Power stage hides semiconductors, magnetics, switching devices, isolation, and test; false local closure would undercount Earth imports and energy.",readiness_csv; item_yaml,Keep EBF3 power-stage leaf; decompose power electronics or model as import-risk later.
7,ebf3_hv_bleeder_chain_insulating_support,ebf3_hv_discharge_bleeder_resistor_chain,keep_ebf3_leaf,high,"No same-level KB candidate. HV insulating support requires creepage, geometry, material, and oil/HV compatibility; wrong closure pollutes local HV capability.",readiness_csv; item_yaml,Keep EBF3 support leaf; review dielectric support material and fabrication route.
7,ebf3_hv_bleeder_chain_terminal_set,ebf3_hv_discharge_bleeder_resistor_chain,keep_ebf3_leaf,high,"terminal_block_set is import-encoded but register marks wrong functional object: HV bleeder terminals need creepage, field shape, and oil/HV compatibility. Import_encoded would import the wrong thing.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml,Keep EBF3 terminal leaf; define HV terminal geometry/material or import route separately.
8,ebf3_hv_bleeder_resistor_element_stack,ebf3_hv_discharge_bleeder_resistor_chain,keep_ebf3_leaf,high,"No same-level KB candidate. HV resistor rating, dielectric spacing, heat dissipation, and imported resistor technology would directly affect import mass and local capability.",readiness_csv; item_yaml,Keep EBF3 leaf; decompose resistor element/rating only if HV discharge chain closure matters.
8,ebf3_hv_cable_braided_shield,ebf3_hv_cable_to_gun,keep_ebf3_leaf,high,"assembled_cable_harness is a whole harness, not an HV cable shield layer. Shield geometry and termination affect HV safety and EMI closure.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,"Keep EBF3 shield leaf; review HV cable stack as layered cable, not generic harness."
8,ebf3_hv_cable_central_conductor,ebf3_hv_cable_to_gun,keep_ebf3_leaf,high,"assembled_cable_harness is wrong level. Central conductor cross-section, stranding, material, and termination drive HV current path and import/local mass.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 conductor leaf; later choose conductor material and cable geometry.
8,ebf3_hv_cable_dielectric_insulation,ebf3_hv_cable_to_gun,keep_ebf3_leaf,high,"assembled_cable_harness hides the critical dielectric layer. Voltage rating, thickness, oil/vacuum compatibility, and polymer availability decide closure.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 dielectric leaf; do not use generic harness as insulation closure.
8,ebf3_hv_cable_outer_jacket,ebf3_hv_cable_to_gun,keep_ebf3_leaf,high,"assembled_cable_harness is a whole cable object and hides jacket material, environment rating, outgassing, and HV cable service assumptions.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 jacket leaf; review after HV cable material stack is defined.
8,ebf3_hv_cable_semiconductive_stress_control_layer,ebf3_hv_cable_to_gun,keep_ebf3_leaf,high,assembled_cable_harness cannot represent a field-grading stress-control layer. Misclassification would hide a key HV feasibility assumption.,readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_assembled_cable_harness_v0,Keep EBF3 stress-control leaf; decompose HV cable layer technology separately.
8,ebf3_hv_drain_valve,ebf3_hv_tank_fill_drain_ports,keep_ebf3_leaf,medium,"No same-level KB candidate. Valve type, seal material, oil compatibility, leak tightness, and service method are unresolved.",readiness_csv; item_yaml,Keep EBF3 drain valve leaf; later review as oil-service valve/fitting.
8,ebf3_hv_fill_port,ebf3_hv_tank_fill_drain_ports,keep_ebf3_leaf,medium,"No same-level KB candidate. Thread/cap/filter geometry, oil handling, leak tightness, and HV tank service assumptions remain hidden.",readiness_csv; item_yaml,Keep EBF3 fill port leaf; later review port hardware and sealing route.
8,ebf3_hv_lead_conductor_set,ebf3_internal_hv_leads_terminals,keep_ebf3_leaf,high,"electrical_wire_and_connectors is wrong functional object. Internal oil-side HV conductor geometry, insulation spacing, and termination are performance-defining.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Keep EBF3 HV lead conductor leaf; do not replace with ordinary wire stock.
8,ebf3_hv_lead_support_standoff_set,ebf3_internal_hv_leads_terminals,keep_ebf3_leaf,high,"electrical_wire_and_connectors is wrong functional object. This is an insulating support, so dielectric strength, creepage, material, and mounting geometry matter.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Keep EBF3 standoff leaf; later review ceramic/polymer insulator route.
8,ebf3_hv_output_filter_capacitor,ebf3_hv_section_module_set,expand_but_flag,medium,"capacitor_bank_filter is same broad function but its recipe imports capacitor elements and hides HV rating, ripple, dielectric, discharge, and terminal requirements.",readiness_csv; item_yaml; candidate_item_yaml; recipe_capacitor_bank_filter_v1,Use only as HV capacitor sensitivity proxy; keep import/component risk flagged.
8,ebf3_hv_pressure_relief_seal,ebf3_hv_tank_pressure_relief,expand_but_flag,medium,"vacuum_seal_assembly is seal-family but hides pressure-relief seal geometry, oil/thermal compatibility, leak rate, and replacement method.",readiness_csv; item_yaml; candidate_item_yaml; recipe_vacuum_seal_assembly_v0,Use only as seal-mass sensitivity proxy; not reliable pressure-relief seal closure.
8,ebf3_hv_pressure_relief_valve_body,ebf3_hv_tank_pressure_relief,expand_but_flag,medium,"pressure_relief_valve is same safety function but a whole valve, not just body. Setpoint, fluid compatibility, leak tightness, and routing are hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_pressure_relief_valve_v0,Use only as relief-valve manufacturing proxy; keep EBF3 body mass and flag closure risk.
8,ebf3_hv_rectifier_stack_tank_side,ebf3_hv_section_module_set,expand_but_flag,medium,"hv_rectifier_stack is same broad HV electronics function, but recipe depends on imported electronics and hides oil/vacuum rating, potting, insulation, and diode stack design.",readiness_csv; item_yaml; candidate_item_yaml; recipe_hv_rectifier_stack_v0,Use only as HV rectifier sensitivity proxy; keep electronics import and rating risk flagged.
8,ebf3_hv_return_current_monitor_insulating_mount,ebf3_hv_output_return_current_monitor,keep_ebf3_leaf,high,"No same-level KB candidate. Insulating mount controls HV isolation, sensor geometry, dielectric material, and local fabrication feasibility.",readiness_csv; item_yaml,Keep EBF3 insulating mount leaf; review with return-current monitor design.
8,ebf3_hv_return_current_monitor_signal_lead,ebf3_hv_output_return_current_monitor,keep_ebf3_leaf,high,"electrical_wire_and_connectors is too generic for an HV-adjacent shielded sensing lead. Isolation, routing, shielding, and outgassing would be hidden.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml; recipe_electrical_wire_and_connectors_v0,Keep EBF3 signal lead leaf; do not close with ordinary wire/connectors.
8,ebf3_hv_return_current_sensing_element,ebf3_hv_output_return_current_monitor,keep_ebf3_leaf,high,"No same-level KB candidate. Sensing principle, HV isolation, calibration, electronics content, and import risk are unresolved.",readiness_csv; item_yaml,Keep EBF3 sensing element leaf; decompose sensor technology only if monitor closure matters.
9,ebf3_hv_rounded_terminal_set,ebf3_internal_hv_leads_terminals,keep_ebf3_leaf,high,"terminal_block_set is explicitly registered as wrong functional object. Rounded HV terminal shape, creepage, field management, and oil/HV compatibility are hidden; using it would import or localize the wrong item.",readiness_csv; item_yaml; replacement_register; candidate_item_yaml,Keep EBF3 HV rounded terminal leaf; define field-shaped terminal material/geometry or import route separately.
9,ebf3_hv_service_plug_set,ebf3_hv_tank_fill_drain_ports,keep_ebf3_leaf,medium,"No same-level KB candidate. Plug material mix, oil compatibility, sealing, outgassing, and service method are unresolved; local_ok would hide tank closure risk.",readiness_csv; item_yaml,Keep EBF3 service plug leaf; review as HV tank plug/seal hardware before substitution.
9,ebf3_hv_tank_bonding_anchor,ebf3_hv_tank_grounding_terminal,keep_ebf3_leaf,medium,"No same-level KB candidate. Likely metal hardware, but grounding interface, contact prep, tank attachment, seal/outgassing, and HV safety assumptions affect local capability.",readiness_csv; item_yaml,Keep EBF3 bonding-anchor leaf; later review as local metal grounding hardware if interface details are known.
9,ebf3_hv_tank_ground_lug,ebf3_hv_tank_grounding_terminal,keep_ebf3_leaf,medium,"No same-level KB candidate. Ground lug looks simple but contact material, current path, fastener interface, corrosion/contact prep, and HV tank bonding role remain unresolved.",readiness_csv; item_yaml,Keep EBF3 ground-lug leaf; classify local only after grounding terminal geometry and material are fixed.
9,ebf3_hv_tank_lid,ebf3_hv_tank_enclosure,keep_ebf3_leaf,high,"No same-level KB candidate. HV tank lid defines oil containment, seal compression, dielectric clearances, surface finish, and service access; false local closure would understate tank fabrication risk.",readiness_csv; item_yaml,Keep EBF3 tank-lid leaf; review dedicated tank lid machining/forming and sealing route.
9,ebf3_hv_tank_lid_seal,ebf3_hv_tank_enclosure,expand_but_flag,medium,"vacuum_seal_assembly is seal-family with a recipe, but it is 5 kg vs 0.5 kg and hides lid-specific geometry, oil compatibility, leak rate, gasket material, and replacement method.",readiness_csv; item_yaml; candidate_item_yaml; recipe_vacuum_seal_assembly_v0,Use only as seal sensitivity proxy with EBF3 mass retained; not reliable HV tank lid-seal closure.
9,ebf3_hv_tank_shell,ebf3_hv_tank_enclosure,keep_ebf3_leaf,high,"No same-level KB candidate. Metal shell is plausible local work, but oil containment, HV clearances, welded seams, surface finish, ports, and leak testing are performance-defining.",readiness_csv; item_yaml,Keep EBF3 tank-shell leaf; review HV/oil tank shell fabrication and leak-test route separately.
