Item,Qty,CAD file,Description / Product ID,Manufacturer,Link URL,Subsystem (suggested),Material family,Specific material / grade,Notes,Page,Raw row text
3S35,1,3S35_part_5,gas outlet pipe: part 5,,,,,,,6,3S35 1 3S35_part_5 gas outlet pipe: part 5
3S41,1,3S41_part_1,gas outlet: part 1,,,,,,,6,3S41 1 3S41_part_1 gas outlet: part 1
3S42,1,3S42_part_2,gas outlet: part 2,,,,,,,6,3S42 1 3S42_part_2 gas outlet: part 2
3S43,1,3S43_part_3,gas outlet: part 3,,,,,,,6,3S43 1 3S43_part_3 gas outlet: part 3
3S44,1,3S44_part_4,gas outlet: part 4,,,,,,,6,3S44 1 3S44_part_4 gas outlet: part 4
3S45,1,3S45_part_5,gas outlet: part 5,,,,,,,6,3S45 1 3S45_part_5 gas outlet: part 5
3S46,1,3S46_part_6,gas outlet: part 6,,,,,,,6,3S46 1 3S46_part_6 gas outlet: part 6
3S47,1,3S47_part_7,gas outlet: part 7,,,,,,,6,3S47 1 3S47_part_7 gas outlet: part 7
3S48,1,3S48_part_8,gas outlet: part 8,,,,,,,6,3S48 1 3S48_part_8 gas outlet: part 8
3T,1,3T_diffusor,,,,,,,,6,3T 1 3T_diffusor
3U,1,3U_flow_rectifier,,,,,,,,6,3U 1 3U_flow_rectifier
3V,1,3V_gas_in_top,FCX-TR0025 amperometric,,,,,,,6,3V 1 3V_gas_in_top FCX-TR0025 amperometric
3W,1,3W_dummy_oxygen_sensor_FCX-TR,oxygen (O2) gas transmitter valve sv04_din_cc_dn40_-,Angst + Pfister,https://sensorsandpower.angst-pfister.com/de/produkte/gassensoren/produkt/fcx-tr0025-amperometric-oxygen-o2-gas-transmitter/,,,,,6,3W 1 3W_dummy_oxygen_sensor_FCX-TR Angst + Pfister oxygen (O2) gas transmitter valve sv04_din_cc_dn40_-
3X1,1,3X1_valve_part_1,_aisi_316l-1_4404_-_epdm: part 1 valve sv04_din_cc_dn40_-,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,6,3X1 1 3X1_valve_part_1 _aisi_316l-1_4404_-_epdm: part AMPROVED 1 valve sv04_din_cc_dn40_-
3X2,1,3X2_valve_part_2,_aisi_316l-1_4404_-_epdm: part 2 valve sv04_din_cc_dn40_-,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,6,3X2 1 3X2_valve_part_2 _aisi_316l-1_4404_-_epdm: part AMPROVED 2 valve sv04_din_cc_dn40_-
3X3,1,3X3_valve_part_3,_aisi_316l-1_4404_-_epdm: part 3,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,6,3X3 1 3X3_valve_part_3 _aisi_316l-1_4404_-_epdm: part AMPROVED 3
6A,1,6A_conveyor_belt,,zahriemen24.de,,,,,,8,6A 1 6A_conveyor_belt zahriemen24.de
6B1,1,6B1_gliding_surface,,,,,,,,8,6B1 1 6B1_gliding_surface
6B2,1,6B2_ceramic_pole,,,,,,,,8,6B2 1 6B2_ceramic_pole
6B3,1,6B3_glue,,,,,,,,8,6B3 1 6B3_glue
6C1,1,6C1_blade,,,,,,,,8,6C1 1 6C1_blade
6C2,1,6C2_blade_mount_part_1,,,,,,,,8,6C2 1 6C2_blade_mount_part_1
6C3,1,6C3_blade_mount_part_2,,,,,,,,8,6C3 1 6C3_blade_mount_part_2
6C5,1,6C5_blade_extension,,,,,,,,8,6C5 1 6C5_blade_extension
6D,1,6D_rod_sleeve,,,,,,,,8,6D 1 6D_rod_sleeve
6E1,1,6E1_plate_left,,,,,,,,8,6E1 1 6E1_plate_left
6E2,1,6E2_plate_right,,,,,,,,8,6E2 1 6E2_plate_right
6E3,1,6E3_plate_front,,,,,,,,8,6E3 1 6E3_plate_front
6E4,1,6E4_plate_back,,,,,,,,8,6E4 1 6E4_plate_back
6F,4,6F_powder_container_extension_back,,,,,,,,8,6F 4 6F_powder_container_extension_back
6G,1,6G_powder_container_extension_front,,,,,,,,8,6G 1 6G_powder_container_extension_front
6H1,1,6H1_powder_chute,,,,,,,,8,6H1 1 6H1_powder_chute
6H2,1,6H2_seal_top,,Lisema,https://www.lisema.eu/,,,,,8,6H2 1 6H2_seal_top Lisema
6H3,1,6H3_brush_seal_bottom,,Mink Bürsten,https://mink-buersten.com/konfigurator/?id_artikelkategorie=275,,,,,8,6H3 1 6H3_brush_seal_bottom Mink Bürsten
6I,1,6I_clamping_plate_front,,,,,,,,8,6I 1 6I_clamping_plate_front
6J,1,6J_clamping_plate_back,,,,,,,,8,6J 1 6J_clamping_plate_back
6K,1,6K_fixed_bearing_mount,,,,,,,,8,6K 1 6K_fixed_bearing_mount
6L,1,6L_floating_bearing_mount,,,,,,,,8,6L 1 6L_floating_bearing_mount
6M1,1,6M1_carriage_LEFG32-S-600N,linear guide top,SMC Pneumatics,https://www.smcpneumatics.com/LEFG32-S-600.html,,,,,8,6M1 1 6M1_carriage_LEFG32-S-600N linear guide top SMC Pneumatics
6M2,1,6M2_rail_LEFG32-S-600N,linear guide top,SMC Pneumatics,https://www.smcpneumatics.com/LEFG32-S-600.html,,,,,8,6M2 1 6M2_rail_LEFG32-S-600N linear guide top SMC Pneumatics
6N1,6,6N1_carriage_LEFS32REA-600N,linear guide back,SMC Pneumatics,https://www.smcpneumatics.com/lefs32rea-600bk.html,,,,,8,6N1 6 6N1_carriage_LEFS32REA-600N linear guide back SMC Pneumatics
6N2,6,6N2_rail_LEFS32REA-600N,linear guide back,SMC Pneumatics,https://www.smcpneumatics.com/lefs32rea-600bk.html,,,,,8,6N2 6 6N2_rail_LEFS32REA-600N linear guide back SMC Pneumatics
6O,6,6O_belt_pulley_GT2_8mm_20_teeth,,youprintin3d.de,https://youprintin3d.de/hardware/riemen-und-pulleys/gt2/580/gt2-pulley-20zaehne-8mm-bohrung.html,,,,,8,6O 6 6O_belt_pulley_GT2_8mm_20_teeth youprintin3d.de
6P,6,6P_belt_pulley_without_teeth,,youprintin3d.de,https://youprintin3d.de/hardware/riemen-und-pulleys/gt2/580/gt2-pulley-20zaehne-8mm-bohrung.html,,,,,8,6P 6 6P_belt_pulley_without_teeth youprintin3d.de
6Q,9,6Q_mount_belt_pulley_without_teeth,,,,,,,,8,6Q 9 6Q_mount_belt_pulley_without_teeth 8
6R,3,6R_belt,,,,,,,,9,6R 3 6R_belt
6S1,1,6S1_support_1,motor mount,,,,,,,9,6S1 1 6S1_support_1 motor mount
6S2,1,6S2_support_2,motor mount,,,,,,,9,6S2 1 6S2_support_2 motor mount
6S3,1,6S3_bent_part,motor mount,,,,,,,9,6S3 1 6S3_bent_part motor mount
6T,1,6T_motor_Nema_23 6U_belt_pulley_motor_GT2_Bore6p35_20,,reichelt elektronik,https://www.reichelt.de/de/de/schrittmotor-nema-23-1-8-1-0-a-6-5-v-nema23-05-p335326.html?PROVID=2789&msclkid=b4bbcdd3d6b414c32dd1ab210a71467d&utm_source=bing&utm_medium=cpc&utm_campaign=(DE%3A%20All%20Products)%20Marge%201-10&utm_term=4575755099603094&utm_content=Ad%20group%20%231&&r=1,,,,,9,6T 1 6T_motor_Nema_23 reichelt elektronik 6U_belt_pulley_motor_GT2_Bore6p35_20
6U,1,_teeth,,3VBELT,https://www.3vbelt.com/product/gt2-6mm-timing-belt-pulley-20-teeth/,,,,,9,6U 1 3VBELT _teeth
6V,3,6V_connection_motor_mount,,,,,,,,9,6V 3 6V_connection_motor_mount
6W,1,6W_connection_linear_guide_back,,,,,,,,9,6W 1 6W_connection_linear_guide_back
6X,1,6X_connection_linear_guide_top,,,,,,,,9,6X 1 6X_connection_linear_guide_top
6Y,1,6Y_spacer_11_mm,,,,,,,,9,6Y 1 6Y_spacer_11_mm
8A,1,8A_seal_ISO_KF_DN16,112ZRG016,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/112ZRG016,,,,,9,8A 1 8A_seal_ISO_KF_DN16 112ZRG016 Pfeiffer Vacuum
8B,5,8B_angle_pipe_ISO_KF_DN40,110RRB040-90,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/110RRB040_90,,,,,9,8B 5 8B_angle_pipe_ISO_KF_DN40 110RRB040-90 Pfeiffer Vacuum
8C1,1,8C1_flexible_pipe,120SWG040-0500: flexible pipe,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120SWG040_0500,,,,,9,8C1 1 8C1_flexible_pipe 120SWG040-0500: flexible pipe Pfeiffer Vacuum
8C2,2,8C2_end_piece,120SWG040-0500: end piece 120SWG040-0250: flexible pipe,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120SWG040_0500,,,,,9,8C2 2 8C2_end_piece 120SWG040-0500: end piece Pfeiffer Vacuum 120SWG040-0250: flexible pipe
8D1,1,8D1_flexible_pipe_part_1,part 1 120SWG040-0250: flexible pipe,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120SWG040_0250,,,,,9,8D1 1 8D1_flexible_pipe_part_1 Pfeiffer Vacuum part 1 120SWG040-0250: flexible pipe
8D2,1,8D2_flexible_pipe_part_2,part 2,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120SWG040_0250,,,,,9,8D2 1 8D2_flexible_pipe_part_2 Pfeiffer Vacuum part 2
9A,1,9A_top_square_profile,,,,,,,,10,9A 1 9A_top_square_profile
9B,1,9B_profile_60x60_960,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,10,9B 1 9B_profile_60x60_960 strut profile Bosch Rexroth AG
9C,1,9C_top_spacer,,,,,,,,10,9C 1 9C_top_spacer 10
11,1,11_rack_chamber,,,,,,,,1,11 1 11_rack_chamber
12,1,12_flat_seal_back,6185: black silicone sealant,Liqui Moly,https://www.liqui-moly.com/de/de/silikondichtmasse-schwarz-p001435.html#6185,,,,,1,12 1 12_flat_seal_back 6185: black silicone sealant Liqui Moly
13,2,13_flat_seal_side,6185: black silicone sealant,Liqui Moly,https://www.liqui-moly.com/de/de/silikondichtmasse-schwarz-p001435.html#6185,,,,,1,13 2 13_flat_seal_side 6185: black silicone sealant Liqui Moly
14,2,14_flat_seal_top_bottom,6185: black silicone sealant,Liqui Moly,https://www.liqui-moly.com/de/de/silikondichtmasse-schwarz-p001435.html#6185,,,,,1,14 2 14_flat_seal_top_bottom 6185: black silicone sealant Liqui Moly
15,1,15_seal_door,,Lisema,https://www.lisema.eu/Moosgummiprofile_Halbrund,,,,,1,15 1 15_seal_door Lisema
17A1,2,17A1_strut_profile_20X20_492,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A1 2 17A1_strut_profile_20X20_492 strut profile Bosch Rexroth AG
17A2,3,17A2_strut_profile_20X20_629,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A2 3 17A2_strut_profile_20X20_629 strut profile Bosch Rexroth AG
17A3,1,17A3_strut_profile_20X20_135,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A3 1 17A3_strut_profile_20X20_135 strut profile Bosch Rexroth AG
17A4,2,17A4_strut_profile_20X20_463,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A4 2 17A4_strut_profile_20X20_463 strut profile Bosch Rexroth AG
17A5,1,17A5_strut_profile_20X20_484,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A5 1 17A5_strut_profile_20X20_484 strut profile Bosch Rexroth AG
17A6,1,17A6_strut_profile_20X20_D108,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A6 1 17A6_strut_profile_20X20_D108 strut profile Bosch Rexroth AG
17A7,1,17A7_strut_profile_20X20_D50,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A7 1 17A7_strut_profile_20X20_D50 strut profile Bosch Rexroth AG
17A8,1,17A8_strut_profile_20X20_D70,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A8 1 17A8_strut_profile_20X20_D70 strut profile Bosch Rexroth AG
17A9,1,17A9_strut_profile_20X20_343,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17A9 1 17A9_strut_profile_20X20_343 strut profile Bosch Rexroth AG
17AA,2,17AA_strut_profile_20X20_271,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17AA 2 17AA_strut_profile_20X20_271 strut profile Bosch Rexroth AG
17AB,6,17AB_strut_profile_20X20_473,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17AB 6 17AB_strut_profile_20X20_473 strut profile Bosch Rexroth AG
17AC,1,17AC_strut_profile_20X20_296,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17AC 1 17AC_strut_profile_20X20_296 strut profile Bosch Rexroth AG
17AD,2,17AD_strut_profile_20X20_110,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17AD 2 17AD_strut_profile_20X20_110 strut profile Bosch Rexroth AG
17AE,2,17AE_strut_profile_20X20_604,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,1,17AE 2 17AE_strut_profile_20X20_604 strut profile Bosch Rexroth AG
17AF,1,17AF_handle,GN 328.5-140-B-GS,GanterNorm,https://www.ganternorm.com/de/produkte/1.2-Bedienen-mit-Maschinen-und-Geraetegriffen/Buegelgriffe/GN-328.5-Edelstahl-Buegelgriffe#l1%3Dc(120)%3BForm%3Du(5e72aa81-7282-4de6-aa3f-99d6b8e98e5d)%3BOberfl%C3%A4che%3Du(5ac173de-c979-4e10-ab22-480f0ce07560),,,,,1,17AF 1 17AF_handle GN 328.5-140-B-GS GanterNorm
17AG,2,17AG_profile_60x60_300,,,,,,,,1,17AG 2 17AG_profile_60x60_300
17AH,2,17AH_profile_60x60_350,,,,,,,,1,17AH 2 17AH_profile_60x60_350
17AI,2,17AI_hinge,,,,,,,,1,17AI 2 17AI_hinge
17AJ,1,17AJ_sheet_front,,,,,,,,1,17AJ 1 17AJ_sheet_front
17AK,1,17AK_sheet_top,,,,,,,,1,17AK 1 17AK_sheet_top
17AL,2,17AL_sheet_side,,,,,,,,1,17AL 2 17AL_sheet_side 1
17AM,1,17AM_sheet_back,,,,,,,,2,17AM 1 17AM_sheet_back
17AN,1,17AN_cover_sheet_hood_top,,,,,,,,2,17AN 1 17AN_cover_sheet_hood_top
17B,1,17B_dummy_oxygen_sensor_A19N,,Angst + Pfister,https://sensorsandpower.angst-pfister.com/en/products/gas/product/pza-mc25-n-potentiometric-zirconia-oxygen-o2-gas-sensor-module/,,,,,2,17B 1 17B_dummy_oxygen_sensor_A19N Angst + Pfister
21,1,21_seal_top,6185: black silicone sealant,Liqui Moly,https://www.liqui-moly.com/de/de/silikondichtmasse-schwarz-p001435.html#6185,,,,,2,21 1 21_seal_top 6185: black silicone sealant Liqui Moly
22,1,22_seal_bottom,6185: black silicone sealant,Liqui Moly,https://www.liqui-moly.com/de/de/silikondichtmasse-schwarz-p001435.html#6185,,,,,2,22 1 22_seal_bottom 6185: black silicone sealant Liqui Moly
23,2,23_seal_back_front,6185: black silicone sealant,Liqui Moly,https://www.liqui-moly.com/de/de/silikondichtmasse-schwarz-p001435.html#6185,,,,,2,23 2 23_seal_back_front 6185: black silicone sealant Liqui Moly
24,2,24_seal_left_right,6185: black silicone sealant,Liqui Moly,https://www.liqui-moly.com/de/de/silikondichtmasse-schwarz-p001435.html#6185,,,,,2,24 2 24_seal_left_right 6185: black silicone sealant Liqui Moly
25,1,25_frame_z_axis,,,,,,,,2,25 1 25_frame_z_axis
31,1,31_circulation_pump,G050508,Becker GmbH,https://www.becker-international.com/de/de/produkte/vakuumpumpen/seitenkanal-vakuumpumpen/sv201-einstufig.htm,,,,,5,31 1 31_circulation_pump G050508 Becker GmbH
34,2,050-060 35_clamping_ring_ISO_KF_DN50_120BS,170SFK050-060,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/170SFK050_060,,,,,5,34 2 170SFK050-060 Pfeiffer Vacuum 050-060 35_clamping_ring_ISO_KF_DN50_120BS
35,4,R050,120BSR050,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120BSR050,,,,,5,35 4 120BSR050 Pfeiffer Vacuum R050
36,4,36_seal_ISO_KF_DN50 37_reduction_ISO_K_DN63_KF_DN50_3,172ZRG050,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/172ZRG050,,,,,5,36 4 36_seal_ISO_KF_DN50 172ZRG050 Pfeiffer Vacuum 37_reduction_ISO_K_DN63_KF_DN50_3
37,2,20RRG063-050-40,320RRG063-050-40,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/320RRG063_050_40,,,,,5,37 2 320RRG063-050-40 Pfeiffer Vacuum 20RRG063-050-40
38,1,38_T_pipe_ISO_K_DN63_320RTS063,320RTS063,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/320RTS063,,,,,5,38 1 38_T_pipe_ISO_K_DN63_320RTS063 320RTS063 Pfeiffer Vacuum
39,1,39_pipe_ISO_K_DN63 3A_angle_pipe_ISO_K_DN63_320RRB06,320RZS063,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/320RZS063,,,,,5,39 1 39_pipe_ISO_K_DN63 320RZS063 Pfeiffer Vacuum 3A_angle_pipe_ISO_K_DN63_320RRB06
41A,1,41A_belt_pulley_D12-575390,with 12 mm H7 bore with groove and threaded hole on groove,zahriemen24.de,,,,,,7,41A 1 41A_belt_pulley_D12-575390 with 12 mm H7 bore with groove zahriemen24.de and threaded hole on groove
41B,1,41B_timing_belt_340x10 41C_clamping_ring_ISO_KF_DN40_120B,10-AT5-340,zahriemen24.de,,,,,,7,41B 1 41B_timing_belt_340x10 10-AT5-340 zahriemen24.de 41C_clamping_ring_ISO_KF_DN40_120B
41C,2,SR040,120BSR040 Toothed belt pulley 21 AT5/18-2,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120BSR040,,,,,7,41C 2 120BSR040 Pfeiffer Vacuum SR040 Toothed belt pulley 21 AT5/18-2
41D,2,41D_belt_pulley_D7-575457,with 7 mm H7 bore,zahriemen24.de,,,,,,7,41D 2 41D_belt_pulley_D7-575457 zahriemen24.de with 7 mm H7 bore
41E,1,41E_cover_drivetrain,,,,,,,,7,41E 1 41E_cover_drivetrain
42A,3,SR040,120BSR040,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120BSR040,,,,,7,42A 3 120BSR040 Pfeiffer Vacuum SR040
42B,8,42B_clamp_ISO_K_DN100_320BKL250,320BKL250 valve sv04_din_cc_dn40_-,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/320BKL250,,,,,7,42B 8 42B_clamp_ISO_K_DN100_320BKL250 320BKL250 Pfeiffer Vacuum valve sv04_din_cc_dn40_-
42C1,1,42C1_valve_part_1,_aisi_316l-1_4404_-_epdm: part 1 valve sv04_din_cc_dn40_-,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,7,42C1 1 42C1_valve_part_1 _aisi_316l-1_4404_-_epdm: part AMPROVED 1 valve sv04_din_cc_dn40_-
42C2,1,42C2_valve_part_2,_aisi_316l-1_4404_-_epdm: part 2 valve sv04_din_cc_dn40_-,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,7,42C2 1 42C2_valve_part_2 _aisi_316l-1_4404_-_epdm: part AMPROVED 2 valve sv04_din_cc_dn40_-
42C3,1,42C3_valve_part_3,_aisi_316l-1_4404_-_epdm: part 3,AMPROVED,https://www.amproved.com/amproved-produkte1/iso-kf-dn-40-scheibenventil.html,,,,,7,42C3 1 42C3_valve_part_3 _aisi_316l-1_4404_-_epdm: part AMPROVED 3
51,1,51_dummy_scanner,AM-Module Next Gen,Raylase,https://www.raylase.de/_Resources/Persistent/4/9/b/7/49b7182a146725d34457ce6b213a228d737e26a8/RAYLASE_AM-MODUL NEXT GEN_en.pdf,,,,,7,51 1 51_dummy_scanner AM-Module Next Gen Raylase
61B,1,61B_countersunk_bolt_DIN 7991 - M5x30,countersunk screw,,,,,,,8,61B 1 61B_countersunk_bolt_DIN 7991 - M5x30 countersunk screw
62,2,62_bearing_DIN 625 SKF - SKF 61800,DIN 625 SKF - SKF 61800,SKF,https://www.skf.com/de/products/rolling-bearings/ball-bearings/deep-groove-ball-bearings/productid-61800,,,,,8,62 2 62_bearing_DIN 625 SKF - SKF 61800 DIN 625 SKF - SKF 61800 SKF
63,1,"63_retaining_ring_DIN 471 - 5x0,6",spring retaining ring,,,,,,,8,"63 1 63_retaining_ring_DIN 471 - 5x0,6 spring retaining ring"
64,1,"64_retaining_ring_DIN 471 - 8x0,8",spring retaining ring,,,,,,,8,"64 1 64_retaining_ring_DIN 471 - 8x0,8 spring retaining ring"
65,1,65_retaining_ring_DIN 471 - 10x1,spring retaining ring,,,,,,,8,65 1 65_retaining_ring_DIN 471 - 10x1 spring retaining ring
66,3,66_plate_front,,,,,,,,8,66 3 66_plate_front
67,1,67_plate_back,,,,,,,,8,67 1 67_plate_back
68,1,68_convex_crowned_shaft,,,,,,,,8,68 1 68_convex_crowned_shaft
69,1,69_deflection_shaft,,,,,,,,8,69 1 69_deflection_shaft
70,1,70_dummy_laser_beam_source,AFX - 1000,nLight,https://static1.squarespace.com/static/628d22a4cced8544470496fe/t/654533e22ca7ac1dafd952e0/1699034082388/nLIGHT_AFX_Series_Product_Sheet_30AUG2023+version+1.pdf,,,,,9,70 1 70_dummy_laser_beam_source AFX - 1000 nLight
81,1,81_vacuum_pump_Duo35,PK D45 602 E,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/PK_D45_602_E,,,,,9,81 1 81_vacuum_pump_Duo35 PK D45 602 E Pfeiffer Vacuum
82,10,82_seal_ISO_KF_DN40 83_clamping_ring_ISO_KF_DN40_120BS,,Wissel GmbH,https://wissel-vakuum.de/vakuum-bauteile/vakuum-bauteile-iso-kf/dichtungen/zentrierring/,,,,,9,82 10 82_seal_ISO_KF_DN40 Wissel GmbH 83_clamping_ring_ISO_KF_DN40_120BS
83,12,R040,120BSR040,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120BSR040,,,,,9,83 12 120BSR040 Pfeiffer Vacuum R040
84,2,84_valve,PF A58 204,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/PF_A58_204,,,,,9,84 2 84_valve PF A58 204 Pfeiffer Vacuum
85,1,85_filter_ISO_KF_DN40_CSL-357y2-KF,PK Z60 510,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/PK_Z60_510,,,,,9,85 1 85_filter_ISO_KF_DN40_CSL-357y2-KF PK Z60 510 Pfeiffer Vacuum
86,1,86_T_pipe_ISO_KF_DN40 87_reduction_T_pipe_ISO_KF_DN40_DN,170RTS040,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/170RTS040,,,,,9,86 1 86_T_pipe_ISO_KF_DN40 170RTS040 Pfeiffer Vacuum 87_reduction_T_pipe_ISO_KF_DN40_DN
87,1,16,120RTR040-016,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120RTR040_016,,,,,9,87 1 120RTR040-016 Pfeiffer Vacuum 16
88,1,88_pressure_gauge,PT T11 138 310,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/PT_T11_138_310,,,,,9,88 1 88_pressure_gauge PT T11 138 310 Pfeiffer Vacuum
89,1,89_clamping_ring_ISO_KF_DN16,120BSR016,Pfeiffer Vacuum,https://www.pfeiffer-vacuum.com/global/de/shop/products/120BSR016,,,,,9,89 1 89_clamping_ring_ISO_KF_DN16 120BSR016 Pfeiffer Vacuum
91A,8,2_80x80x5_670 91B_square_profile_DIN_EN_10219-,square hollow section,,,,,,,9,91A 8 square hollow section 2_80x80x5_670 91B_square_profile_DIN_EN_10219-
91B,1,2_80x80x5_700,square hollow section,,,,,,,9,91B 1 square hollow section 2_80x80x5_700
91C,3,91C_angle_profile_DIN_59370_50x5_200,sharp-edged L-profile,,,,,,,9,91C 3 91C_angle_profile_DIN_59370_50x5_200 sharp-edged L-profile
91D,8,91D_angle_profile_DIN_59370_50x5_810 91E_angle_profile_closed_DIN_59370_50,sharp-edged L-profile,,,,,,,9,91D 8 91D_angle_profile_DIN_59370_50x5_810 sharp-edged L-profile 91E_angle_profile_closed_DIN_59370_50
91E,1,x5,sharp-edged L-profile,,,,,,,9,91E 1 sharp-edged L-profile x5 9
91F1,1,2_80x80x5_150,square hollow section,,,,,,,10,91F1 1 square hollow section 2_80x80x5_150
91F2,3,91F2_plate_80x80x10_M12,,,,,,,,10,91F2 3 91F2_plate_80x80x10_M12
91G,1,91G_mount_top,,,,,,,,10,91G 1 91G_mount_top
91H,1,91H_mount_bottom,,,,,,,,10,91H 1 91H_mount_bottom
92,1,92_profile_60x60_2120,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,10,92 1 92_profile_60x60_2120 strut profile Bosch Rexroth AG
93,1,93_profile_60x60_710,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,10,93 1 93_profile_60x60_710 strut profile Bosch Rexroth AG
94,1,94_profile_60x60_350,strut profile,Bosch Rexroth AG,https://store.boschrexroth.com/Montagetechnik/Mechanik-Grundelemente/Profile-und-Zubeh%C3%B6r/Strebenprofil?cclcl=de_DE,,,,,10,94 1 94_profile_60x60_350 strut profile Bosch Rexroth AG
