========================================================================================================================
CLOSURE ANALYSIS SUMMARY - ALL MACHINES
========================================================================================================================

Machine ID                                 Total Mass     ISRU %   Import %    Unres %
  copper_rod_ingot                                           0.04 kg       0.04 kg
  electronic_components_set                                  0.03 kg       0.03 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Dust Collection System (dust_collection_system)
================================================================================

Machine Total Mass: 180.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                14002.14 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:        14002.14 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   872810.41 kg       0.00 kg
  solar_irradiance                                     646082.44 kWh       0.00 kg
  regolith_carbonaceous                                   5433.16 kg       0.00 kg
  regolith_lunar_highlands                                6699.84 kg       0.00 kg
  regolith_polar_psc                                      1398.51 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                             13985.07 kg   13985.07 kg
  assembly_components                                       14.24 kg      14.24 kg
  fluorite                                                   2.33 kg       2.33 kg
  base_grease_stock_v0                                       0.20 kg       0.20 kg
  copper_rod_ingot                                           0.16 kg       0.16 kg
  electronic_components_set                                  0.12 kg       0.12 kg
  mos2_precursor_v0                                          0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Cryocooler active (seed) (cryocooler_active_v0)
================================================================================

Machine Total Mass: 25.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    0.00 kg  (  0.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            0.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   213852.00 kg       0.00 kg
  solar_irradiance                                     165060.00 kWh       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Press brake or roller (press_brake_or_roller)
================================================================================

Machine Total Mass: 300.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    7.66 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            7.66 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   504499.72 kg       0.00 kg
  solar_irradiance                                     360694.04 kWh       0.00 kg
  regolith_carbonaceous                                   5373.56 kg       0.00 kg
  regolith_lunar_highlands                                   0.03 kg       0.00 kg
  regolith_polar_psc                                         0.85 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  assembly_components                                        5.51 kg       5.51 kg
  nitrile_rubber                                             1.00 kg       1.00 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  emulsifying_oil                                            0.10 kg       0.10 kg
  corrosion_inhibitor                                        0.03 kg       0.03 kg
  biocide_additive                                           0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Press brake (press_brake)
================================================================================

Machine Total Mass: 1200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       58.60 kg  (  0.0%)
  Imported:              1093044.54 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:      1093103.14 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                       58.60 kg      58.60 kg
  regolith_lunar_mare                                  1652567.91 kg       0.00 kg
  regolith_carbonaceous                                  13205.54 kg       0.00 kg
  solar_irradiance                                    1265848.55 kWh       0.00 kg
  regolith_polar_psc                                    109260.70 kg       0.00 kg
  regolith_lunar_highlands                              522213.66 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                           1092538.95 kg  1092538.95 kg
  steel_beam_i_section                                     300.00 kg     300.00 kg
  fluorite                                                 182.06 kg     182.06 kg
  assembly_components                                       13.19 kg      13.19 kg
  copper_rod_ingot                                           3.54 kg       3.54 kg
  terminal_block_set                                       1.00 unit       2.00 kg
  electronic_components_set                                1.73 unit       1.93 kg
  kaolinite_clay                                             1.17 kg       1.17 kg
  emulsifying_oil                                            0.66 kg       0.66 kg
  import_magnesium_powder                                    0.47 kg       0.47 kg
  corrosion_inhibitor                                        0.20 kg       0.20 kg
  epoxy_monomer_v0                                           0.15 kg       0.15 kg
  biocide_additive                                           0.13 kg       0.13 kg
  etching_chemicals                                          0.05 kg       0.05 kg
  device_uncalibrated                                      0.01 unit       0.02 kg
  nitrile_rubber                                             0.01 kg       0.01 kg
  voltage_regulator_ic                                     0.22 each       0.00 kg
  crystal_oscillator_timing                                0.22 each       0.00 kg
  resistor_chip_smd                                        3.26 each       0.00 kg
  compiled_firmware_binary                                 0.10 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Optical metrology tools (optical_metrology_tools)
================================================================================

Machine Total Mass: 40.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                   14.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:           14.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                    37248.38 kg       0.00 kg
  solar_irradiance                                      28623.12 kWh       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  optical_flat_set_imported                               1.00 count       5.00 kg
  laser_alignment_system_imported                         1.00 count       4.00 kg
  autocollimator_imported                                 1.00 count       3.00 kg
  assembly_components                                        2.00 kg       2.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Magnetic separator (magnetic_separator)
================================================================================

Machine Total Mass: 120.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                 1913.23 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         1913.23 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   394787.97 kg       0.00 kg
  solar_irradiance                                     278186.09 kWh       0.00 kg
  regolith_carbonaceous                                   5285.01 kg       0.00 kg
  regolith_lunar_highlands                                 905.88 kg       0.00 kg
  regolith_polar_psc                                       189.09 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              1890.91 kg    1890.91 kg
  permanent_magnet_array                                  1.00 count      20.00 kg
  assembly_components                                        2.00 kg       2.00 kg
  fluorite                                                   0.32 kg       0.32 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Microwave sintering equipment (microwave_sintering_equipment_v0)
================================================================================

Machine Total Mass: 120.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       58.60 kg  (  0.0%)
  Imported:              1091585.16 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:      1091643.76 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                       58.60 kg      58.60 kg
  regolith_lunar_mare                                   702546.62 kg       0.00 kg
  solar_irradiance                                     535082.01 kWh       0.00 kg
  regolith_carbonaceous                                  17542.73 kg       0.00 kg
  regolith_lunar_highlands                              521668.74 kg       0.00 kg
  regolith_polar_psc                                    109141.51 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                           1091399.40 kg  1091399.40 kg
  fluorite                                                 181.88 kg     181.88 kg
  kaolinite_clay                                             1.17 kg       1.17 kg
  assembly_components                                        1.08 kg       1.08 kg
  electronic_components_set                                0.73 unit       0.93 kg
  import_magnesium_powder                                    0.47 kg       0.47 kg
  copper_rod_ingot                                           0.11 kg       0.11 kg
  emulsifying_oil                                            0.05 kg       0.05 kg
  etching_chemicals                                          0.05 kg       0.05 kg
  corrosion_inhibitor                                        0.01 kg       0.01 kg
  biocide_additive                                           0.01 kg       0.01 kg
  voltage_regulator_ic                                     0.22 each       0.00 kg
  crystal_oscillator_timing                                0.22 each       0.00 kg
  resistor_chip_smd                                        3.26 each       0.00 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 0.10 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Tensile Test Machine v0 (tensile_test_machine_v0)
================================================================================

Machine Total Mass: 350.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):       58.60 kg  (  0.0%)
  Imported:              1091584.16 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:      1091642.76 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                       58.60 kg      58.60 kg
  regolith_lunar_mare                                   702546.62 kg       0.00 kg
  solar_irradiance                                     535082.01 kWh       0.00 kg
  regolith_carbonaceous                                  17542.73 kg       0.00 kg
  regolith_lunar_highlands                              521668.74 kg       0.00 kg
  regolith_polar_psc                                    109141.51 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                           1091399.40 kg  1091399.40 kg
  fluorite                                                 181.88 kg     181.88 kg
  kaolinite_clay                                             1.17 kg       1.17 kg
  electronic_components_set                                0.73 unit       0.93 kg
  import_magnesium_powder                                    0.47 kg       0.47 kg
  copper_rod_ingot                                           0.11 kg       0.11 kg
  assembly_components                                        0.08 kg       0.08 kg
  emulsifying_oil                                            0.05 kg       0.05 kg
  etching_chemicals                                          0.05 kg       0.05 kg
  corrosion_inhibitor                                        0.01 kg       0.01 kg
  biocide_additive                                           0.01 kg       0.01 kg
  voltage_regulator_ic                                     0.22 each       0.00 kg
  crystal_oscillator_timing                                0.22 each       0.00 kg
  resistor_chip_smd                                        3.26 each       0.00 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 0.10 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Refining furnace (refining_furnace)
================================================================================

Machine Total Mass: 1200.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                 3484.51 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         3484.51 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   402655.54 kg       0.00 kg
  solar_irradiance                                     290231.84 kWh       0.00 kg
  regolith_lunar_highlands                                1070.25 kg       0.00 kg
  regolith_polar_psc                                       607.02 kg       0.00 kg
  regolith_carbonaceous                                   8385.90 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              3357.70 kg    3357.70 kg
  cellulose_raw                                             49.50 kg      49.50 kg
  nitrogen_gas                                              49.50 kg      49.50 kg
  monochloroacetic_acid                                     19.80 kg      19.80 kg
  electronic_components_set                                  3.00 kg       5.00 kg
  copper_rod_ingot                                           1.26 kg       1.26 kg
  assembly_components                                        1.02 kg       1.02 kg
  ceramic_insulator_tube                                     0.44 kg       0.44 kg
  etching_chemicals                                          0.20 kg       0.20 kg
  chromium_metal_pure                                        0.05 kg       0.05 kg
  terminal_block_set                                         0.04 kg       0.04 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Optical comparator v0 (optical_comparator_v0)
================================================================================

Machine Total Mass: 80.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      143.10 kg  (  0.0%)
  Imported:              1091631.27 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:      1091774.36 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      143.10 kg     143.10 kg
  regolith_lunar_mare                                   783483.99 kg       0.00 kg
  solar_irradiance                                     593540.30 kWh       0.00 kg
  regolith_carbonaceous                                  18202.24 kg       0.00 kg
  regolith_lunar_highlands                              521668.74 kg       0.00 kg
  regolith_polar_psc                                    109145.70 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                           1091441.33 kg  1091441.33 kg
  fluorite                                                 181.88 kg     181.88 kg
  electronic_components_set                                1.99 unit       2.19 kg
  copper_rod_ingot                                           1.33 kg       1.33 kg
  assembly_components                                        1.28 kg       1.28 kg
  kaolinite_clay                                             1.17 kg       1.17 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  nitrogen_gas                                               0.49 kg       0.49 kg
  import_magnesium_powder                                    0.47 kg       0.47 kg
  emulsifying_oil                                            0.05 kg       0.05 kg
  etching_chemicals                                          0.05 kg       0.05 kg
  corrosion_inhibitor                                        0.01 kg       0.01 kg
  biocide_additive                                           0.01 kg       0.01 kg
  voltage_regulator_ic                                     0.22 each       0.00 kg
  crystal_oscillator_timing                                0.22 each       0.00 kg
  resistor_chip_smd                                        3.26 each       0.00 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 0.10 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Cold trap module (cold_trap_module_v0)
================================================================================

Machine Total Mass: 120.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:              1241727.21 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:      1241727.21 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   916468.37 kg       0.00 kg
  solar_irradiance                                     671744.98 kWh       0.00 kg
  regolith_carbonaceous                                  19923.40 kg       0.00 kg
  regolith_lunar_highlands                              593400.00 kg       0.00 kg
  regolith_polar_psc                                    124150.32 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                           1241503.21 kg  1241503.21 kg
  fluorite                                                 207.00 kg     207.00 kg
  copper_rod_ingot                                          12.00 kg      12.00 kg
  assembly_components                                        4.00 kg       4.00 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  nitrogen_gas                                               0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Basic furnace (furnace_basic)
================================================================================

Machine Total Mass: 300.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      585.99 kg  (  5.9%)
  Imported:                 9363.93 kg  ( 94.1%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         9949.92 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      585.99 kg     585.99 kg
  regolith_lunar_mare                                   647297.88 kg       0.00 kg
  solar_irradiance                                     414396.25 kWh       0.00 kg
  regolith_lunar_highlands                                4007.13 kg       0.00 kg
  regolith_polar_psc                                      1194.64 kg       0.00 kg
  regolith_carbonaceous                                   8750.42 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              9216.72 kg    9216.72 kg
  cellulose_raw                                             49.50 kg      49.50 kg
  nitrogen_gas                                              49.50 kg      49.50 kg
  monochloroacetic_acid                                     19.80 kg      19.80 kg
  kaolinite_clay                                            11.72 kg      11.72 kg
  electronic_components_set                                  4.27 kg       7.27 kg
  import_magnesium_powder                                    4.69 kg       4.69 kg
  assembly_components                                        2.14 kg       2.14 kg
  copper_rod_ingot                                           1.53 kg       1.53 kg
  etching_chemicals                                          0.45 kg       0.45 kg
  ceramic_insulator_tube                                     0.44 kg       0.44 kg
  chromium_metal_pure                                        0.05 kg       0.05 kg
  voltage_regulator_ic                                     2.17 each       0.04 kg
  terminal_block_set                                         0.04 kg       0.04 kg
  crystal_oscillator_timing                                2.17 each       0.02 kg
  resistor_chip_smd                                       32.58 each       0.01 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 1.00 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Neural Network Training System v0 (neural_network_training_system_v0)
================================================================================

Machine Total Mass: 500.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                   15.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:           15.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   574209.50 kg       0.00 kg
  solar_irradiance                                     415947.50 kWh       0.00 kg
  regolith_carbonaceous                                   7875.00 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  computer_core_imported                                  1.00 count       5.00 kg
  assembly_components                                        5.00 kg       5.00 kg
  peripheral_set_basic                                    1.00 count       4.00 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Drilling equipment (field/mining) (drilling_equipment_v0)
================================================================================

Machine Total Mass: 500.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                 5024.71 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         5024.71 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                  6756860.20 kg       0.00 kg
  solar_irradiance                                    5182689.94 kWh       0.00 kg
  regolith_lunar_highlands                                2389.20 kg       0.00 kg
  regolith_polar_psc                                       584.88 kg       0.00 kg
  regolith_carbonaceous                                  11439.69 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              4990.34 kg    4990.34 kg
  assembly_components                                       13.34 kg      13.34 kg
  emulsifying_oil                                           10.10 kg      10.10 kg
  corrosion_inhibitor                                        3.03 kg       3.03 kg
  electronic_components_set                                1.12 unit       2.12 kg
  biocide_additive                                           2.02 kg       2.02 kg
  copper_rod_ingot                                           1.36 kg       1.36 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  fluorite                                                   0.83 kg       0.83 kg
  etching_chemicals                                          0.20 kg       0.20 kg
  base_grease_stock_v0                                       0.20 kg       0.20 kg
  epoxy_monomer_v0                                           0.15 kg       0.15 kg
  mos2_precursor_v0                                          0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Solar array v0 (solar_array_v0)
================================================================================

Machine Total Mass: 400.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                  209.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          209.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                    67812.34 kg       0.00 kg
  solar_irradiance                                      52278.16 kWh       0.00 kg
  regolith_carbonaceous                                      0.01 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  pv_module_imported                                      8.00 count     200.00 kg
  sensor_suite_general                                    1.00 count       5.00 kg
  assembly_components                                        2.00 kg       2.00 kg
  control_compute_module_imported                         1.00 count       2.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Data Handler Unit (data_handler_unit_v0)
================================================================================

Machine Total Mass: 3.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                    7.00 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:            7.00 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   394547.62 kg       0.00 kg
  solar_irradiance                                     279125.53 kWh       0.00 kg
  regolith_carbonaceous                                   5255.25 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  computer_core_imported                                  1.00 count       5.00 kg
  electronic_components_set                               1.00 count       2.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: PEM Electrolyzer (v0 v0) (electrolyzer_pem_v0_v0)
================================================================================

Machine Total Mass: 260.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):     1321.98 kg  (  0.5%)
  Imported:               245493.98 kg  ( 99.5%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:       246815.96 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                     1321.98 kg    1321.98 kg
  regolith_lunar_mare                                 13431061.24 kg       0.00 kg
  regolith_carbonaceous                                 177957.81 kg       0.00 kg
  solar_irradiance                                    9941008.98 kWh       0.00 kg
  regolith_lunar_highlands                              117256.32 kg       0.00 kg
  regolith_polar_psc                                     24669.47 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                            245216.81 kg  245216.81 kg
  electronic_components_set                               47.33 unit      82.33 kg
  assembly_components                                       39.13 kg      39.13 kg
  fluorite                                                  38.59 kg      38.59 kg
  kaolinite_clay                                            26.43 kg      26.43 kg
  cellulose_raw                                             22.50 kg      22.50 kg
  nitrogen_gas                                              22.50 kg      22.50 kg
  copper_rod_ingot                                          15.81 kg      15.81 kg
  import_magnesium_powder                                    9.37 kg       9.37 kg
  monochloroacetic_acid                                      9.00 kg       9.00 kg
  etching_chemicals                                          7.10 kg       7.10 kg
  chromium_metal_pure                                        3.24 kg       3.24 kg
  polymer_printing_feedstock                                 1.00 kg       1.00 kg
  voltage_regulator_ic                                     4.34 each       0.09 kg
  crystal_oscillator_timing                                4.34 each       0.04 kg
  resistor_chip_smd                                       65.15 each       0.01 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 2.00 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Tensioning equipment (tensioning_equipment)
================================================================================

Machine Total Mass: 25.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      585.99 kg  (  9.1%)
  Imported:                 5887.81 kg  ( 90.9%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         6473.81 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  raw_materials_batch                                      585.99 kg     585.99 kg
  regolith_lunar_mare                                   638056.24 kg       0.00 kg
  solar_irradiance                                     400925.53 kWh       0.00 kg
  regolith_carbonaceous                                   5619.77 kg       0.00 kg
  regolith_lunar_highlands                                2937.13 kg       0.00 kg
  regolith_polar_psc                                       597.62 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              5859.02 kg    5859.02 kg
  kaolinite_clay                                            11.72 kg      11.72 kg
  sensor_suite_general                                     1.00 unit       5.00 kg
  import_magnesium_powder                                    4.69 kg       4.69 kg
  electronic_components_set                                2.27 unit       4.27 kg
  assembly_components                                        2.07 kg       2.07 kg
  copper_rod_ingot                                           0.52 kg       0.52 kg
  etching_chemicals                                          0.45 kg       0.45 kg
  voltage_regulator_ic                                     2.17 each       0.04 kg
  crystal_oscillator_timing                                2.17 each       0.02 kg
  resistor_chip_smd                                       32.58 each       0.01 kg
  epoxy_monomer_v0                                           0.00 kg       0.00 kg
  compiled_firmware_binary                                 1.00 unit       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Drill press v0 (drill_press_v0)
================================================================================

Machine Total Mass: 120.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                 3125.98 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         3125.98 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                  3588278.30 kg       0.00 kg
  solar_irradiance                                    2708351.19 kWh       0.00 kg
  regolith_carbonaceous                                   6135.61 kg       0.00 kg
  regolith_polar_psc                                       315.73 kg       0.00 kg
  regolith_lunar_highlands                                1497.90 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                              3107.00 kg    3107.00 kg
  assembly_components                                       14.74 kg      14.74 kg
  cellulose_raw                                              1.18 kg       1.18 kg
  wood_or_composite_material                                 1.00 kg       1.00 kg
  fluorite                                                   0.52 kg       0.52 kg
  emulsifying_oil                                            0.48 kg       0.48 kg
  base_grease_stock_v0                                       0.20 kg       0.20 kg
  nitrogen_gas                                               0.17 kg       0.17 kg
  copper_rod_ingot                                           0.16 kg       0.16 kg
  corrosion_inhibitor                                        0.14 kg       0.14 kg
  electronic_components_set                                  0.12 kg       0.12 kg
  biocide_additive                                           0.10 kg       0.10 kg
  graphite_powder                                            0.09 kg       0.09 kg
  monochloroacetic_acid                                      0.07 kg       0.07 kg
  mos2_precursor_v0                                          0.02 kg       0.02 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: 3-phase electric motor 5 kW (electric_motor_3_phase_5kw)
================================================================================

Machine Total Mass: 25.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):        0.00 kg  (  0.0%)
  Imported:                  306.90 kg  (100.0%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:          306.90 kg

RAW MATERIALS (ISRU):
--------------------------------------------------------------------------------
  regolith_lunar_mare                                   143778.51 kg       0.00 kg
  solar_irradiance                                     110247.87 kWh       0.00 kg
  regolith_carbonaceous                                     19.73 kg       0.00 kg
  regolith_lunar_highlands                                 144.94 kg       0.00 kg
  regolith_polar_psc                                        30.25 kg       0.00 kg

IMPORTED ITEMS:
--------------------------------------------------------------------------------
  salt_waste                                               302.55 kg     302.55 kg
  assembly_components                                        4.06 kg       4.06 kg
  copper_rod_ingot                                           0.12 kg       0.12 kg
  base_grease_stock_v0                                       0.05 kg       0.05 kg
  fluorite                                                   0.05 kg       0.05 kg
  zinc_metal_v0                                              0.03 kg       0.03 kg
  electronic_components_set                                  0.03 kg       0.03 kg
  mos2_precursor_v0                                          0.00 kg       0.00 kg
  nitrile_rubber                                             0.00 kg       0.00 kg

================================================================================


================================================================================
CLOSURE ANALYSIS: Analog signal generator v0 (signal_generator_analog_v0)
================================================================================

Machine Total Mass: 15.00 kg

MATERIAL BREAKDOWN (by mass):
--------------------------------------------------------------------------------
  ISRU (Raw Materials):      100.00 kg  (  9.1%)
  Imported:                 1004.63 kg  ( 90.9%)
  Unresolved:                  0.00 kg  (  0.0%)
  ────────────────────────────────────────
  Total Calculated:         1104.64 kg
