source_row_number,item,qty,cad_file,description_product_id,manufacturer,canonical_step_path,export_status,export_kind,source_object_name,source_object_label,parent_assembly,instance_count_found,alternate_step_paths,notes
137,3P7,1,3P7_reduction_ISO_K_DN63_KF_DN40,320RRK063-040-63,Pfeiffer Vacuum,gold_export/parts/3P7_reduction_ISO_K_DN63_KF_DN40.step,matched_existing,vendor_component,Part__Feature1573,3P7_reduction_ISO_K_DN63_KF_DN40,,1,,
138,3Q1,1,3Q1_pipe_ISO_K_DN100_320RZS100,320RZS100,Pfeiffer Vacuum,gold_export/parts/3Q1_pipe_ISO_K_DN100_320RZS100.step,matched_existing,vendor_component,Part__Feature1574,3Q1_pipe_ISO_K_DN100_320RZS100,,1,,
139,3Q2,1,3Q2_angle_pipe_ISO_K_DN100_320RRB100-90,320RRB100-90,Pfeiffer Vacuum,gold_export/parts/3Q2_angle_pipe_ISO_K_DN100_320RRB100-90.step,matched_existing,vendor_component,Part__Feature1575,3Q2_angle_pipe_ISO_K_DN100_320RRB100-90,,1,,
140,3Q3,2,3Q3_seal_ISO_K_DN100_311ZRA100,311ZRA100,Pfeiffer Vacuum,gold_export/parts/3Q3_seal_ISO_K_DN100_311ZRA100.step,matched_existing,vendor_component,Part__Feature1576,3Q3_seal_ISO_K_DN100_311ZRA100,,1,,
141,3Q4,8,3Q4_clamp_ISO_K_DN100_320BKL250,320BKL250,Pfeiffer Vacuum,gold_export/parts/3Q4_clamp_ISO_K_DN100_320BKL250.step,matched_existing,vendor_component,Part__Feature1584,3Q4_clamp_ISO_K_DN100_320BKL250,,1,,
142,3Q5,4,3Q5_clamp_ISO_K_DN100_350BPD100,350BPD100,Pfeiffer Vacuum,gold_export/parts/3Q5_clamp_ISO_K_DN100_350BPD100.step,matched_existing,vendor_component,Part__Feature1600,3Q5_clamp_ISO_K_DN100_350BPD100,,1,,
143,3R1,4,3R1_clamp_ISO_K_DN63_350BPD100,350BPD100,Pfeiffer Vacuum,gold_export/parts/3R1_clamp_ISO_K_DN63_350BPD100.step,matched_existing,vendor_component,Part__Feature1628,3R1_clamp_ISO_K_DN63_350BPD100,,1,,
144,3R2,1,3R2_seal_ISO_K_DN63_311ZRA063,311ZRA063,Pfeiffer Vacuum,gold_export/parts/3R2_seal_ISO_K_DN63_311ZRA063.step,matched_existing,vendor_component,Part__Feature1640,3R2_seal_ISO_K_DN63_311ZRA063,,1,,
145,3S1,1,3S1_flange,,,gold_export/parts/3S1_flange.step,matched_existing,part,Part__Feature1644,3S1_flange,,1,,
146,3S2,2,3S2_mount,,,gold_export/parts/3S2_mount.step,matched_existing,part,Part__Feature1645,3S2_mount,,1,,
147,3S31,1,3S31_part_1,gas outlet pipe: part 1,,gold_export/parts/3S31_part_1.step,matched_existing,part,Part__Feature1647,3S31_part_1,,1,,
148,3S32,1,3S32_part_2,gas outlet pipe: part 2,,gold_export/parts/3S32_part_2.step,matched_existing,part,Part__Feature1648,3S32_part_2,,1,,
149,3S33,1,3S33_part_3,gas outlet pipe: part 3,,gold_export/parts/3S33_part_3.step,matched_existing,part,Part__Feature1649,3S33_part_3,,1,,
150,3S34,1,3S34_part_4,gas outlet pipe: part 4,,gold_export/parts/3S34_part_4.step,matched_existing,part,Part__Feature1650,3S34_part_4,,1,,
151,3S35,1,3S35_part_5,gas outlet pipe: part 5,,gold_export/parts/3S35_part_5.step,matched_existing,part,Part__Feature1651,3S35_part_5,,1,,
152,3S41,1,3S41_part_1,gas outlet: part 1,,gold_export/parts/3S41_part_1.step,matched_existing,part,Part__Feature1652,3S41_part_1,,1,,
153,3S42,1,3S42_part_2,gas outlet: part 2,,gold_export/parts/3S42_part_2.step,matched_existing,part,Part__Feature1653,3S42_part_2,,1,,
154,3S43,1,3S43_part_3,gas outlet: part 3,,gold_export/parts/3S43_part_3.step,matched_existing,part,Part__Feature1654,3S43_part_3,,1,,
155,3S44,1,3S44_part_4,gas outlet: part 4,,gold_export/parts/3S44_part_4.step,matched_existing,part,Part__Feature1655,3S44_part_4,,1,,
156,3S45,1,3S45_part_5,gas outlet: part 5,,gold_export/parts/3S45_part_5.step,matched_existing,part,Part__Feature1656,3S45_part_5,,1,,
157,3S46,1,3S46_part_6,gas outlet: part 6,,gold_export/parts/3S46_part_6.step,matched_existing,part,Part__Feature1657,3S46_part_6,,1,,
158,3S47,1,3S47_part_7,gas outlet: part 7,,gold_export/parts/3S47_part_7.step,matched_existing,part,Part__Feature1658,3S47_part_7,,1,,
159,3S48,1,3S48_part_8,gas outlet: part 8,,gold_export/parts/3S48_part_8.step,matched_existing,part,Part__Feature1659,3S48_part_8,,1,,
160,3T,1,3T_diffusor,,,gold_export/parts/3T_diffusor.step,matched_existing,part,Part__Feature1660,3T_diffusor,,1,,
161,3U,1,3U_flow_rectifier,,,gold_export/parts/3U_flow_rectifier.step,matched_existing,part,Part__Feature1661,3U_flow_rectifier,,1,,
162,3V,1,3V_gas_in_top,FCX-TR0025 amperometric,,gold_export/parts/3V_gas_in_top.step,matched_existing,part,Part__Feature1662,3V_gas_in_top,,1,,
163,3W,1,3W_dummy_oxygen_sensor_FCX-TR,oxygen (O2) gas transmitter valve sv04_din_cc_dn40_-,Angst + Pfister,gold_export/parts/3W_dummy_oxygen_sensor_FCX-TR.step,matched_existing,vendor_component,Part__Feature1665,3W_dummy_oxygen_sensor_FCX-TR,,1,,
164,3X1,1,3X1_valve_part_1,_aisi_316l-1_4404_-_epdm: part 1 valve sv04_din_cc_dn40_-,AMPROVED,gold_export/parts/3X1_valve_part_1.step,matched_existing,vendor_component,Part__Feature1686,3X1_valve_part_1,,1,,
165,3X2,1,3X2_valve_part_2,_aisi_316l-1_4404_-_epdm: part 2 valve sv04_din_cc_dn40_-,AMPROVED,gold_export/parts/3X2_valve_part_2.step,matched_existing,vendor_component,Part__Feature1687,3X2_valve_part_2,,1,,
166,3X3,1,3X3_valve_part_3,_aisi_316l-1_4404_-_epdm: part 3,AMPROVED,gold_export/parts/3X3_valve_part_3.step,matched_existing,vendor_component,Part__Feature1688,3X3_valve_part_3,,1,,
167,6A,1,6A_conveyor_belt,,zahriemen24.de,gold_export/parts/6A_conveyor_belt.step,matched_existing,vendor_component,Part__Feature1933,6A_conveyor_belt,,1,,
168,6B1,1,6B1_gliding_surface,,,gold_export/parts/6B1_gliding_surface.step,matched_existing,part,Part__Feature1934,6B1_gliding_surface,,1,,
169,6B2,1,6B2_ceramic_pole,,,gold_export/parts/6B2_ceramic_pole.step,matched_existing,part,Part__Feature1935,6B2_ceramic_pole,,1,,
170,6B3,1,6B3_glue,,,gold_export/parts/6B3_glue.step,matched_existing,part,Part__Feature1936,6B3_glue,,1,,
171,6C1,1,6C1_blade,,,gold_export/parts/6C1_blade.step,matched_existing,part,Part__Feature1939,6C1_blade,,1,,
172,6C2,1,6C2_blade_mount_part_1,,,gold_export/parts/6C2_blade_mount_part_1.step,matched_existing,part,Part__Feature1940,6C2_blade_mount_part_1,,1,,
173,6C3,1,6C3_blade_mount_part_2,,,gold_export/parts/6C3_blade_mount_part_2.step,matched_existing,part,Part__Feature1941,6C3_blade_mount_part_2,,1,,
174,6C5,1,6C5_blade_extension,,,gold_export/parts/6C5_blade_extension.step,matched_existing,part,Part__Feature1949,6C5_blade_extension,,1,,
175,6D,1,6D_rod_sleeve,,,gold_export/parts/6D_rod_sleeve.step,matched_existing,part,Part__Feature1963,6D_rod_sleeve,,1,,
176,6E1,1,6E1_plate_left,,,gold_export/parts/6E1_plate_left.step,matched_existing,part,Part__Feature1965,6E1_plate_left,,1,,
177,6E2,1,6E2_plate_right,,,gold_export/parts/6E2_plate_right.step,matched_existing,part,Part__Feature1966,6E2_plate_right,,1,,
178,6E3,1,6E3_plate_front,,,gold_export/parts/6E3_plate_front.step,matched_existing,part,Part__Feature1967,6E3_plate_front,,1,,
179,6E4,1,6E4_plate_back,,,gold_export/parts/6E4_plate_back.step,matched_existing,part,Part__Feature1968,6E4_plate_back,,1,,
180,6F,4,6F_powder_container_extension_back,,,gold_export/parts/6F_powder_container_extension_back.step,matched_existing,part,Part__Feature1969,6F_powder_container_extension_back,,1,,
181,6G,1,6G_powder_container_extension_front,,,gold_export/parts/6G_powder_container_extension_front.step,matched_existing,part,Part__Feature1970,6G_powder_container_extension_front,,1,,
182,6H1,1,6H1_powder_chute,,,gold_export/parts/6H1_powder_chute.step,matched_existing,part,Part__Feature1971,6H1_powder_chute,,1,,
183,6H2,1,6H2_seal_top,,Lisema,gold_export/parts/6H2_seal_top.step,matched_existing,vendor_component,Part__Feature1972,6H2_seal_top,,1,,
184,6H3,1,6H3_brush_seal_bottom,,Mink Bürsten,gold_export/parts/6H3_brush_seal_bottom.step,matched_existing,vendor_component,Part__Feature1973,6H3_brush_seal_bottom,,1,,
185,6I,1,6I_clamping_plate_front,,,gold_export/parts/6I_clamping_plate_front.step,matched_existing,part,Part__Feature1974,6I_clamping_plate_front,,1,,
186,6J,1,6J_clamping_plate_back,,,gold_export/parts/6J_clamping_plate_back.step,matched_existing,part,Part__Feature1975,6J_clamping_plate_back,,1,,
187,6K,1,6K_fixed_bearing_mount,,,gold_export/parts/6K_fixed_bearing_mount.step,matched_existing,part,Part__Feature1976,6K_fixed_bearing_mount,,1,,
188,6L,1,6L_floating_bearing_mount,,,gold_export/parts/6L_floating_bearing_mount.step,matched_existing,part,Part__Feature1977,6L_floating_bearing_mount,,1,,
189,6M1,1,6M1_carriage_LEFG32-S-600N,linear guide top,SMC Pneumatics,gold_export/parts/6M1_carriage_LEFG32-S-600N.step,matched_existing,vendor_component,Part__Feature1978,6M1_carriage_LEFG32-S-600N,,1,,
190,6M2,1,6M2_rail_LEFG32-S-600N,linear guide top,SMC Pneumatics,gold_export/parts/6M2_rail_LEFG32-S-600N.step,matched_existing,vendor_component,Part__Feature1979,6M2_rail_LEFG32-S-600N,,1,,
191,6N1,6,6N1_carriage_LEFS32REA-600N,linear guide back,SMC Pneumatics,gold_export/parts/6N1_carriage_LEFS32REA-600N.step,matched_existing,vendor_component,Part__Feature1980,6N1_carriage_LEFS32REA-600N,,1,,
192,6N2,6,6N2_rail_LEFS32REA-600N,linear guide back,SMC Pneumatics,gold_export/parts/6N2_rail_LEFS32REA-600N.step,matched_existing,vendor_component,Part__Feature1981,6N2_rail_LEFS32REA-600N,,1,,
193,6O,6,6O_belt_pulley_GT2_8mm_20_teeth,,youprintin3d.de,gold_export/parts/6O_belt_pulley_GT2_8mm_20_teeth.step,matched_existing,vendor_component,Part__Feature1983,6O_belt_pulley_GT2_8mm_20_teeth,,1,,
194,6P,6,6P_belt_pulley_without_teeth,,youprintin3d.de,gold_export/parts/6P_belt_pulley_without_teeth.step,matched_existing,vendor_component,Part__Feature1986,6P_belt_pulley_without_teeth,,1,,
195,6Q,9,6Q_mount_belt_pulley_without_teeth,,,gold_export/parts/6Q_mount_belt_pulley_without_teeth.step,matched_existing,part,Part__Feature1987,6Q_mount_belt_pulley_without_teeth,,1,,
196,6R,3,6R_belt,,,gold_export/parts/6R_belt.step,matched_existing,part,Part__Feature1988,6R_belt,,1,,
197,6S1,1,6S1_support_1,motor mount,,gold_export/parts/6S1_support_1.step,matched_existing,part,Part__Feature1989,6S1_support_1,,1,,
198,6S2,1,6S2_support_2,motor mount,,gold_export/parts/6S2_support_2.step,matched_existing,part,Part__Feature1990,6S2_support_2,,1,,
199,6S3,1,6S3_bent_part,motor mount,,gold_export/parts/6S3_bent_part.step,matched_existing,part,Part__Feature1991,6S3_bent_part,,1,,
200,6T,1,6T_motor_Nema_23,,reichelt elektronik,gold_export/parts/6T_motor_Nema_23.step,matched_existing,vendor_component,Part__Feature1992,6T_motor_Nema_23,,1,,
201,6U,1,6U_belt_pulley_motor_GT2_Bore6p35_20_teeth,,3VBELT,gold_export/parts/6U_belt_pulley_motor_GT2_Bore6p35_20_teeth.step,matched_existing,vendor_component,Part__Feature1993,6U_belt_pulley_motor_GT2_Bore6p35_20_teeth,,1,,
202,6V,3,6V_connection_motor_mount,,,gold_export/parts/6V_connection_motor_mount.step,matched_existing,part,Part__Feature1994,6V_connection_motor_mount,,1,,
203,6W,1,6W_connection_linear_guide_back,,,gold_export/parts/6W_connection_linear_guide_back.step,matched_existing,part,Part__Feature1995,6W_connection_linear_guide_back,,1,,
204,6X,1,6X_connection_linear_guide_top,,,gold_export/parts/6X_connection_linear_guide_top.step,matched_existing,part,Part__Feature1996,6X_connection_linear_guide_top,,1,,
205,6Y,1,6Y_spacer_11_mm,,,gold_export/parts/6Y_spacer_11_mm.step,matched_existing,part,Part__Feature1997,6Y_spacer_11_mm,,1,,
206,8A,1,8A_seal_ISO_KF_DN16,112ZRG016,Pfeiffer Vacuum,gold_export/parts/8A_seal_ISO_KF_DN16.step,matched_existing,vendor_component,Part__Feature2114,8A_seal_ISO_KF_DN16,,1,,
207,8B,5,8B_angle_pipe_ISO_KF_DN40,110RRB040-90,Pfeiffer Vacuum,gold_export/parts/8B_angle_pipe_ISO_KF_DN40.step,matched_existing,vendor_component,Part__Feature2116,8B_angle_pipe_ISO_KF_DN40,,1,,
208,8C1,1,8C1_flexible_pipe,120SWG040-0500: flexible pipe,Pfeiffer Vacuum,gold_export/parts/8C1_flexible_pipe.step,matched_existing,vendor_component,Part__Feature2121,8C1_flexible_pipe,,1,,
209,8C2,2,8C2_end_piece,120SWG040-0500: end piece 120SWG040-0250: flexible pipe,Pfeiffer Vacuum,gold_export/parts/8C2_end_piece.step,matched_existing,vendor_component,Part__Feature2161,8C2_end_piece,,1,,
210,8D1,1,8D1_flexible_pipe_part_1,part 1 120SWG040-0250: flexible pipe,Pfeiffer Vacuum,gold_export/parts/8D1_flexible_pipe_part_1.step,matched_existing,vendor_component,Part__Feature2163,8D1_flexible_pipe_part_1,,1,,
211,8D2,1,8D2_flexible_pipe_part_2,part 2,Pfeiffer Vacuum,gold_export/parts/8D2_flexible_pipe_part_2.step,matched_existing,vendor_component,Part__Feature2165,8D2_flexible_pipe_part_2,,1,,
212,9A,1,9A_top_square_profile,,,gold_export/parts/9A_top_square_profile.step,matched_existing,part,Part__Feature2254,9A_top_square_profile,,1,,
213,9B,1,9B_profile_60x60_960,strut profile,Bosch Rexroth AG,gold_export/parts/9B_profile_60x60_960.step,matched_existing,vendor_component,Part__Feature2253,9B_profile_60x60_960,,1,,
214,9C,1,9C_top_spacer,,,gold_export/parts/9C_top_spacer.step,matched_existing,part,Part__Feature2256,9C_top_spacer,,1,,
215,11,1,11_rack_chamber,,,gold_export/parts/11_rack_chamber.step,matched_existing,part,Part__Feature,11_rack_chamber,,1,,
216,12,1,12_flat_seal_back,6185: black silicone sealant,Liqui Moly,gold_export/parts/12_flat_seal_back.step,matched_existing,vendor_component,Part__Feature001,12_flat_seal_back,,1,,
217,13,2,13_flat_seal_side,6185: black silicone sealant,Liqui Moly,gold_export/parts/13_flat_seal_side.step,matched_existing,vendor_component,Part__Feature002,13_flat_seal_side,,1,,
218,14,2,14_flat_seal_top_bottom,6185: black silicone sealant,Liqui Moly,gold_export/parts/14_flat_seal_top_bottom.step,matched_existing,vendor_component,Part__Feature004,14_flat_seal_top_bottom,,1,,
219,15,1,15_seal_door,,Lisema,gold_export/parts/15_seal_door.step,matched_existing,vendor_component,Part__Feature006,15_seal_door,,1,,
220,17A1,2,17A1_strut_profile_20X20_492,strut profile,Bosch Rexroth AG,gold_export/parts/17A1_strut_profile_20X20_492.step,matched_existing,vendor_component,Part__Feature023,17A1_strut_profile_20X20_492,,1,,
221,17A2,3,17A2_strut_profile_20X20_629,strut profile,Bosch Rexroth AG,gold_export/parts/17A2_strut_profile_20X20_629.step,matched_existing,vendor_component,Part__Feature025,17A2_strut_profile_20X20_629,,1,,
222,17A3,1,17A3_strut_profile_20X20_135,strut profile,Bosch Rexroth AG,gold_export/parts/17A3_strut_profile_20X20_135.step,matched_existing,vendor_component,Part__Feature028,17A3_strut_profile_20X20_135,,1,,
223,17A4,2,17A4_strut_profile_20X20_463,strut profile,Bosch Rexroth AG,gold_export/parts/17A4_strut_profile_20X20_463.step,matched_existing,vendor_component,Part__Feature029,17A4_strut_profile_20X20_463,,1,,
224,17A5,1,17A5_strut_profile_20X20_484,strut profile,Bosch Rexroth AG,gold_export/parts/17A5_strut_profile_20X20_484.step,matched_existing,vendor_component,Part__Feature031,17A5_strut_profile_20X20_484,,1,,
225,17A6,1,17A6_strut_profile_20X20_D108,strut profile,Bosch Rexroth AG,gold_export/parts/17A6_strut_profile_20X20_D108.step,matched_existing,vendor_component,Part__Feature032,17A6_strut_profile_20X20_D108,,1,,
226,17A7,1,17A7_strut_profile_20X20_D50,strut profile,Bosch Rexroth AG,gold_export/parts/17A7_strut_profile_20X20_D50.step,matched_existing,vendor_component,Part__Feature033,17A7_strut_profile_20X20_D50,,1,,
227,17A8,1,17A8_strut_profile_20X20_D70,strut profile,Bosch Rexroth AG,gold_export/parts/17A8_strut_profile_20X20_D70.step,matched_existing,vendor_component,Part__Feature034,17A8_strut_profile_20X20_D70,,1,,
228,17A9,1,17A9_strut_profile_20X20_343,strut profile,Bosch Rexroth AG,gold_export/parts/17A9_strut_profile_20X20_343.step,matched_existing,vendor_component,Part__Feature035,17A9_strut_profile_20X20_343,,1,,
229,17AA,2,17AA_strut_profile_20X20_271,strut profile,Bosch Rexroth AG,gold_export/parts/17AA_strut_profile_20X20_271.step,matched_existing,vendor_component,Part__Feature036,17AA_strut_profile_20X20_271,,1,,
230,17AB,6,17AB_strut_profile_20X20_473,strut profile,Bosch Rexroth AG,gold_export/parts/17AB_strut_profile_20X20_473.step,matched_existing,vendor_component,Part__Feature038,17AB_strut_profile_20X20_473,,1,,
231,17AC,1,17AC_strut_profile_20X20_296,strut profile,Bosch Rexroth AG,gold_export/parts/17AC_strut_profile_20X20_296.step,matched_existing,vendor_component,Part__Feature044,17AC_strut_profile_20X20_296,,1,,
232,17AD,2,17AD_strut_profile_20X20_110,strut profile,Bosch Rexroth AG,gold_export/parts/17AD_strut_profile_20X20_110.step,matched_existing,vendor_component,Part__Feature045,17AD_strut_profile_20X20_110,,1,,
233,17AE,2,17AE_strut_profile_20X20_604,strut profile,Bosch Rexroth AG,gold_export/parts/17AE_strut_profile_20X20_604.step,matched_existing,vendor_component,Part__Feature047,17AE_strut_profile_20X20_604,,1,,
234,17AF,1,17AF_handle,GN 328.5-140-B-GS,GanterNorm,gold_export/parts/17AF_handle.step,matched_existing,vendor_component,Part__Feature049,17AF_handle,,1,,
235,17AG,2,17AG_profile_60x60_300,,,,ambiguous,unknown,,,,2,gold_export/instances/17AG_profile_60x60_300__96_profile_60x60_300.step | gold_export/instances/17AG_profile_60x60_300__96_profile_60x60_301.step,"No 17AG-prefixed product was found in the raw STEP. Similar 60x60x300 profiles exist as item 96, but were not substituted as the canonical BOM file."
236,17AH,2,17AH_profile_60x60_350,,,,ambiguous,unknown,,,,2,gold_export/instances/17AH_profile_60x60_350__94_profile_60x60_350.step | gold_export/instances/17AH_profile_60x60_350__94_profile_60x60_351.step,"No 17AH-prefixed product was found in the raw STEP. Similar 60x60x350 profiles exist as item 94, but were not substituted as the canonical BOM file."
237,17AI,2,17AI_hinge,,,gold_export/parts/17AI_hinge.step,matched_existing,part,Part__Feature050,17AI_hinge,,1,,
238,17AJ,1,17AJ_sheet_front,,,gold_export/parts/17AJ_sheet_front.step,matched_existing,part,Part__Feature052,17AJ_sheet_front,,1,,
239,17AK,1,17AK_sheet_top,,,gold_export/parts/17AK_sheet_top.step,matched_existing,part,Part__Feature054,17AK_sheet_top,,1,,
240,17AL,2,17AL_sheet_side,,,gold_export/parts/17AL_sheet_side.step,matched_existing,part,Part__Feature056,17AL_sheet_side,,1,,
241,17AM,1,17AM_sheet_back,,,gold_export/parts/17AM_sheet_back.step,matched_existing,part,Part__Feature058,17AM_sheet_back,,1,,
242,17AN,1,17AN_cover_sheet_hood_top,,,gold_export/parts/17AN_cover_sheet_hood_top.step,matched_existing,part,Part__Feature060,17AN_cover_sheet_hood_top,,1,,
243,17B,1,17B_dummy_oxygen_sensor_A19N,,Angst + Pfister,gold_export/parts/17B_dummy_oxygen_sensor_A19N.step,matched_existing,vendor_component,Part__Feature064,17B_dummy_oxygen_sensor_A19N,,1,,
244,21,1,21_seal_top,6185: black silicone sealant,Liqui Moly,gold_export/parts/21_seal_top.step,matched_existing,vendor_component,Part__Feature192,21_seal_top,,1,,
245,22,1,22_seal_bottom,6185: black silicone sealant,Liqui Moly,gold_export/parts/22_seal_bottom.step,matched_existing,vendor_component,Part__Feature193,22_seal_bottom,,1,,
246,23,2,23_seal_back_front,6185: black silicone sealant,Liqui Moly,gold_export/parts/23_seal_back_front.step,matched_existing,vendor_component,Part__Feature194,23_seal_back_front,,1,,
247,24,2,24_seal_left_right,6185: black silicone sealant,Liqui Moly,gold_export/parts/24_seal_left_right.step,matched_existing,vendor_component,Part__Feature196,24_seal_left_right,,1,,
248,25,1,25_frame_z_axis,,,gold_export/parts/25_frame_z_axis.step,matched_existing,part,Part__Feature198,25_frame_z_axis,,1,,
249,31,1,31_circulation_pump,G050508,Becker GmbH,gold_export/parts/31_circulation_pump.step,matched_existing,vendor_component,Part__Feature498,31_circulation_pump,,1,,
250,34,2,34_flexible_pipe_ISO_KF_DN50_170SFK050-060,170SFK050-060,Pfeiffer Vacuum,gold_export/parts/34_flexible_pipe_ISO_KF_DN50_170SFK050-060.step,matched_existing,vendor_component,Part__Feature1368,34_flexible_pipe_ISO_KF_DN50_170SFK050-060,,1,,
251,35,4,35_clamping_ring_ISO_KF_DN50_120BSR050,120BSR050,Pfeiffer Vacuum,gold_export/parts/35_clamping_ring_ISO_KF_DN50_120BSR050.step,matched_existing,vendor_component,Part__Feature1378,35_clamping_ring_ISO_KF_DN50_120BSR050,,1,,
252,36,4,36_seal_ISO_KF_DN50,172ZRG050,Pfeiffer Vacuum,gold_export/parts/36_seal_ISO_KF_DN50.step,matched_existing,vendor_component,Part__Feature1410,36_seal_ISO_KF_DN50,,1,,
253,37,2,37_reduction_ISO_K_DN63_KF_DN50_320RRG063-050-40,320RRG063-050-40,Pfeiffer Vacuum,gold_export/parts/37_reduction_ISO_K_DN63_KF_DN50_320RRG063-050-40.step,matched_existing,vendor_component,Part__Feature1418,37_reduction_ISO_K_DN63_KF_DN50_320RRG063-050-40,,1,,
254,38,1,38_T_pipe_ISO_K_DN63_320RTS063,320RTS063,Pfeiffer Vacuum,gold_export/parts/38_T_pipe_ISO_K_DN63_320RTS063.step,matched_existing,vendor_component,Part__Feature1420,38_T_pipe_ISO_K_DN63_320RTS063,,1,,
255,39,1,39_pipe_ISO_K_DN63,320RZS063,Pfeiffer Vacuum,gold_export/parts/39_pipe_ISO_K_DN63.step,matched_existing,vendor_component,Part__Feature1421,39_pipe_ISO_K_DN63,,1,,
256,41A,1,41A_belt_pulley_D12-575390,with 12 mm H7 bore with groove and threaded hole on groove,zahriemen24.de,gold_export/assemblies/410_powder_inlet.step,assembly_only,assembly,_410_powder_inlet,410_powder_inlet,410_powder_inlet,0,,"Raw STEP contains 41A_belt_pulley_D12-575390, but FreeCAD did not expose that label as an exportable object; retained 410 powder inlet assembly context."
257,41B,1,41B_timing_belt_340x10,10-AT5-340,zahriemen24.de,gold_export/parts/41B_timing_belt_340x10.step,matched_existing,vendor_component,Part__Feature1775,41B_timing_belt_340x10,,1,,
258,41C,2,41C_clamping_ring_ISO_KF_DN40_120BSR040,120BSR040,Pfeiffer Vacuum,gold_export/parts/41C_clamping_ring_ISO_KF_DN40_120BSR040.step,matched_existing,vendor_component,Part__Feature1776,41C_clamping_ring_ISO_KF_DN40_120BSR040,,1,,
259,41D,2,41D_belt_pulley_D7-575457,Toothed belt pulley 21 AT5/18-2 with 7 mm H7 bore,zahriemen24.de,gold_export/assemblies/410_powder_inlet.step,assembly_only,assembly,_410_powder_inlet,410_powder_inlet,410_powder_inlet,0,,"Raw STEP contains 41D_belt_pulley_D7-575457, but FreeCAD did not expose that label as an exportable object; retained 410 powder inlet assembly context."
260,41E,1,41E_cover_drivetrain,,,gold_export/parts/41E_cover_drivetrain.step,matched_existing,part,Part__Feature1779,41E_cover_drivetrain,,1,,
261,42A,3,42A_clamping_ring_ISO_KF_DN40_120BSR040,120BSR040,Pfeiffer Vacuum,gold_export/parts/42A_clamping_ring_ISO_KF_DN40_120BSR040.step,matched_existing,vendor_component,Part__Feature1790,42A_clamping_ring_ISO_KF_DN40_120BSR040,,1,,
262,42B,8,42B_clamp_ISO_K_DN100_320BKL250,320BKL250 valve sv04_din_cc_dn40_-,Pfeiffer Vacuum,gold_export/parts/42B_clamp_ISO_K_DN100_320BKL250.step,matched_existing,vendor_component,Part__Feature1802,42B_clamp_ISO_K_DN100_320BKL250,,1,,
263,42C1,1,42C1_valve_part_1,_aisi_316l-1_4404_-_epdm: part 1 valve sv04_din_cc_dn40_-,AMPROVED,gold_export/parts/42C1_valve_part_1.step,matched_existing,vendor_component,Part__Feature1818,42C1_valve_part_1,,1,,
264,42C2,1,42C2_valve_part_2,_aisi_316l-1_4404_-_epdm: part 2 valve sv04_din_cc_dn40_-,AMPROVED,gold_export/parts/42C2_valve_part_2.step,matched_existing,vendor_component,Part__Feature1819,42C2_valve_part_2,,1,,
265,42C3,1,42C3_valve_part_3,_aisi_316l-1_4404_-_epdm: part 3,AMPROVED,gold_export/parts/42C3_valve_part_3.step,matched_existing,vendor_component,Part__Feature1820,42C3_valve_part_3,,1,,
266,51,1,51_dummy_scanner,AM-Module Next Gen,Raylase,gold_export/parts/51_dummy_scanner.step,matched_existing,vendor_component,Part__Feature1843,51_dummy_scanner,,1,,
267,61B,1,61B_countersunk_bolt_DIN 7991 - M5x30,countersunk screw,,gold_export/parts/61B_countersunk_bolt_DIN 7991 - M5x30.step,matched_existing,part,Part__Feature1923,61B_countersunk_bolt_DIN 7991 - M5x30,,1,,
268,62,2,62_bearing_DIN 625 SKF - SKF 61800,DIN 625 SKF - SKF 61800,SKF,gold_export/parts/62_bearing_DIN 625 SKF - SKF 61800.step,matched_existing,vendor_component,Part__Feature1848,62_bearing_DIN 625 SKF - SKF 61800,,1,,
269,63,1,"63_retaining_ring_DIN 471 - 5x0,6",spring retaining ring,,"gold_export/parts/63_retaining_ring_DIN 471 - 5x0,6.step",matched_existing,part,Part__Feature1849,"63_retaining_ring_DIN 471 - 5x0,6",,1,,
270,64,1,"64_retaining_ring_DIN 471 - 8x0,8",spring retaining ring,,"gold_export/parts/64_retaining_ring_DIN 471 - 8x0,8.step",matched_existing,part,Part__Feature1850,"64_retaining_ring_DIN 471 - 8x0,8",,1,,
271,65,1,65_retaining_ring_DIN 471 - 10x1,spring retaining ring,,gold_export/parts/65_retaining_ring_DIN 471 - 10x1.step,matched_existing,part,Part__Feature1853,65_retaining_ring_DIN 471 - 10x1,,1,,
272,66,3,66_plate_front,,,gold_export/parts/66_plate_front.step,matched_existing,part,Part__Feature1927,66_plate_front,,1,,
273,67,1,67_plate_back,,,gold_export/parts/67_plate_back.step,matched_existing,part,Part__Feature1928,67_plate_back,,1,,
274,68,1,68_convex_crowned_shaft,,,gold_export/parts/68_convex_crowned_shaft.step,matched_existing,part,Part__Feature1929,68_convex_crowned_shaft,,1,,
275,69,1,69_deflection_shaft,,,gold_export/parts/69_deflection_shaft.step,matched_existing,part,Part__Feature1932,69_deflection_shaft,,1,,
276,70,1,70_dummy_laser_beam_source,AFX - 1000,nLight,gold_export/parts/70_dummy_laser_beam_source.step,matched_existing,vendor_component,Part__Feature1998,70_dummy_laser_beam_source,,1,,
277,81,1,81_vacuum_pump_Duo35,PK D45 602 E,Pfeiffer Vacuum,gold_export/parts/81_vacuum_pump_Duo35.step,matched_existing,vendor_component,Part__Feature1999,81_vacuum_pump_Duo35,,1,,
